,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"29,773","34,436","40,995","53,426","42,519","57,970","50,802","61,365","83,976","70,592","67,660"
Market Cap Growth,17.02%,15.66%,19.05%,30.32%,-20.41%,36.34%,-12.37%,20.79%,36.85%,-15.94%,-
Enterprise Value,"31,835","38,503","45,512","56,600","54,823","69,803","61,499","72,202","95,028","83,161","80,229"
PE Ratio,14.39,17.30,20.07,18.62,13.17,25.79,15.93,8.76,17.15,34.34,33.33
PS Ratio,1.24,1.46,1.66,2.06,1.41,1.71,1.38,1.72,2.29,1.80,1.72
PB Ratio,4.12,6.24,7.80,7.49,5.19,6.57,4.80,4.75,5.48,4.77,4.57
P/FCF Ratio,14.65,20.36,21.66,31.71,16.49,19.11,16.44,27.44,51.81,33.62,32.22
P/OCF Ratio,11.48,15.93,14.57,20.45,11.11,13.49,11.80,17.20,28.95,18.22,17.46
EV/Sales Ratio,1.33,1.64,1.84,2.18,1.82,2.06,1.67,2.02,2.60,2.12,2.04
EV/EBITDA Ratio,8.65,10.82,13.24,11.18,10.74,16.08,11.01,6.73,12.37,19.66,18.97
EV/EBIT Ratio,9.89,12.46,15.26,12.33,12.74,22.69,14.23,7.61,14.98,28.77,27.75
EV/FCF Ratio,15.67,22.77,24.04,33.59,21.27,23.01,19.90,32.29,58.62,39.60,38.20
Debt / Equity Ratio,0.82,1.16,1.34,2.02,1.70,1.60,1.47,1.11,0.89,1.06,1.06
Debt / EBITDA Ratio,1.61,1.79,2.05,2.84,2.72,3.24,2.79,1.34,1.77,3.71,3.71
Debt / FCF Ratio,2.92,3.78,3.73,8.55,5.39,4.64,5.05,6.43,8.41,7.47,7.47
Quick Ratio,1.13,0.95,1.04,2.22,0.97,0.94,1.21,1.10,0.87,0.86,0.86
Current Ratio,1.32,1.16,1.22,2.34,1.17,1.13,1.60,1.30,1.08,1.15,1.15
Asset Turnover,0.94,0.96,1.01,0.92,0.82,0.84,0.84,0.85,0.86,0.87,0.87
Interest Coverage,11.41,10.27,9.91,12.75,7.66,5.83,7.29,17.08,12.53,5.30,5.30
Return on Equity (ROE),21.80%,33.00%,36.60%,45.70%,38.90%,24.60%,32.00%,60.90%,34.90%,13.40%,13.40%
Return on Assets (ROA),8.10%,8.10%,8.40%,10.20%,8.70%,5.60%,7.30%,16.60%,11.50%,4.50%,4.50%
Return on Capital (ROIC),17.11%,18.42%,20.27%,10.14%,14.78%,15.29%,13.28%,10.54%,10.44%,7.30%,7.30%
Earnings Yield,6.95%,5.78%,4.98%,5.37%,7.59%,3.88%,6.28%,11.42%,5.83%,2.91%,3.04%
FCF Yield,6.83%,4.91%,4.62%,3.15%,6.06%,5.23%,6.08%,3.64%,1.93%,2.97%,3.10%
Dividend Yield,1.80%,1.60%,1.50%,1.30%,1.90%,1.50%,1.90%,1.60%,1.20%,1.60%,1.66%
Payout Ratio,27.30%,29.50%,30.60%,23.70%,25.30%,38.90%,29.70%,14.10%,21.40%,54.10%,55.28%
Buyback Yield / Dilution,9.32%,9.67%,5.79%,2.71%,0.57%,2.63%,1.41%,4.00%,3.29%,2.31%,2.31%
Total Shareholder Return,11.12%,11.27%,7.29%,4.01%,2.47%,4.13%,3.31%,5.60%,4.49%,3.91%,3.97%
