,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"136,322","131,966","132,514","162,106","160,621","163,889","169,040","187,920","183,185","176,424","194,721","182,041","205,686","215,638","240,000","257,976","269,222","295,831","333,710","290,933","342,891","378,975","373,453","405,043","346,137","411,263","425,509","466,669","452,525","498,690","473,749","456,944","465,267","410,382","368,265","429,198","464,978","488,013","469,994","525,103","558,918"
Market Cap Growth,21.78%,11.49%,7.82%,14.74%,17.82%,24.19%,27.56%,15.92%,14.05%,7.65%,15.19%,-3.13%,12.28%,22.23%,23.25%,41.71%,30.89%,37.19%,39.05%,12.78%,27.36%,28.11%,11.91%,39.22%,0.95%,8.52%,13.94%,15.21%,30.74%,21.26%,11.34%,-2.08%,2.82%,-17.71%,-22.27%,-6.07%,-0.06%,18.92%,27.62%,22.35%,-
Enterprise Value,"131,723","126,797","127,066","156,128","154,837","158,024","161,953","181,391","178,103","182,524","200,638","187,943","212,623","220,308","243,898","262,163","273,243","299,070","337,140","294,320","347,098","383,590","376,903","407,427","350,614","414,357","428,637","468,789","454,053","499,552","475,320","460,799","471,883","415,338","370,744","431,861","467,374","488,190","468,565","525,594","559,409"
PE Ratio,25.14,23.75,24.37,28.95,28.93,27.83,26.71,28.05,26.72,31.66,32.50,29.75,42.47,33.23,35.83,36.08,28.87,30.83,32.40,27.05,30.81,31.85,30.92,32.73,27.73,34.99,39.16,43.53,42.44,45.90,38.48,34.76,33.80,28.11,24.62,28.28,29.45,29.52,27.21,29.20,32.09
PS Ratio,11.09,10.60,10.43,12.54,12.19,12.11,12.18,13.36,12.83,12.26,12.91,11.39,12.22,12.14,13.07,13.75,13.91,14.77,16.19,13.69,15.82,17.01,16.25,17.22,14.49,17.97,19.48,21.73,21.19,22.02,19.65,17.94,17.27,14.61,12.56,14.22,15.01,15.33,14.39,15.75,16.76
PB Ratio,4.99,4.84,4.83,5.80,5.69,5.73,5.66,6.38,6.29,5.37,5.92,5.74,6.68,6.75,7.33,7.72,7.89,8.88,9.81,8.53,10.00,10.83,10.77,11.48,10.01,11.58,11.75,12.39,12.01,13.20,12.60,12.63,12.93,11.57,10.35,11.62,12.06,12.52,12.13,13.22,14.07
P/FCF Ratio,18.95,18.87,19.92,23.53,27.01,26.65,27.35,29.47,29.54,40.69,38.55,32.89,40.58,26.17,27.84,28.80,23.60,25.40,27.30,22.93,28.83,32.95,31.05,32.21,29.04,35.55,43.85,49.79,40.07,39.31,32.62,30.01,30.45,25.55,20.60,24.19,25.59,26.16,23.86,27.46,29.23
P/OCF Ratio,17.77,17.70,18.39,21.83,24.81,24.67,25.67,27.63,27.49,36.33,34.93,29.83,36.35,24.25,25.76,26.81,22.17,23.97,25.79,21.68,27.28,31.02,29.21,30.31,27.11,33.20,40.76,46.31,37.90,37.35,31.11,28.66,28.89,24.22,19.54,22.84,24.27,24.77,22.64,26.00,27.67
Debt / Equity Ratio,-,-,-,-,-,-,-,0.54,0.54,0.48,0.48,0.52,0.52,0.50,0.56,0.50,0.49,0.50,0.49,0.49,0.49,0.48,0.48,0.47,0.52,0.59,0.66,0.56,0.56,0.56,0.56,0.58,0.58,0.67,0.63,0.55,0.53,0.53,0.53,0.52,0.52
Quick Ratio,1.25,1.27,1.17,1.27,1.35,1.29,1.56,4.44,4.35,1.59,1.55,1.26,1.31,1.45,1.70,1.83,1.71,1.48,1.41,1.33,1.35,1.41,1.33,1.09,1.03,1.33,1.64,1.80,1.78,1.69,1.47,1.13,0.97,1.12,1.15,1.14,1.17,1.18,1.14,1.12,1.12
Current Ratio,1.72,1.70,1.59,1.70,1.86,1.74,1.87,4.76,4.74,1.85,1.78,1.42,1.52,1.65,1.90,2.07,1.94,1.69,1.61,1.50,1.63,1.69,1.56,1.27,1.25,1.55,1.91,2.12,2.12,2.00,1.75,1.40,1.29,1.43,1.45,1.44,1.50,1.49,1.45,1.45,1.45
Interest Coverage,-,-,194.75,755.00,327.00,-,2284.00,92.00,19.49,4.22,19.59,22.28,21.01,21.81,21.94,22.03,22.03,19.14,24.59,26.03,27.26,31.20,31.93,36.80,33.45,21.65,22.07,28.56,30.98,34.50,35.38,37.54,34.90,35.50,31.62,37.33,38.17,29.27,31.80,33.31,32.85
Return on Capital (ROIC),Upgrade,19.76%,20.25%,19.77%,19.93%,19.58%,20.77%,21.39%,14.54%,14.99%,11.08%,12.10%,13.06%,10.80%,14.13%,13.60%,14.78%,19.02%,19.82%,20.58%,21.44%,21.85%,22.96%,23.68%,23.93%,24.10%,21.17%,18.40%,18.71%,18.44%,18.33%,20.79%,22.46%,24.03%,25.32%,26.76%,27.77%,27.70%,28.14%,29.13%,29.44%
Dividend Yield,0.70%,0.70%,0.70%,0.60%,0.70%,0.70%,0.70%,0.60%,0.70%,0.70%,0.70%,0.70%,0.70%,0.70%,0.60%,0.60%,0.60%,0.60%,0.50%,0.70%,0.60%,0.60%,0.60%,0.60%,0.70%,0.60%,0.60%,0.60%,0.60%,0.50%,0.60%,0.60%,0.60%,0.70%,0.80%,0.80%,0.70%,0.70%,0.80%,0.70%,0.75%
Payout Ratio,15.90%,18.50%,23.30%,19.00%,19.00%,17.40%,19.40%,17.50%,19.70%,82.40%,17.50%,19.20%,91.70%,19.00%,18.30%,18.20%,18.80%,21.00%,17.10%,19.20%,19.10%,18.20%,18.70%,20.50%,21.60%,28.00%,30.60%,22.50%,23.20%,27.10%,19.50%,20.40%,22.10%,23.40%,20.20%,22.60%,22.10%,22.50%,19.90%,21.80%,23.96%
Buyback Yield / Dilution,24.84%,24.73%,4.59%,24.67%,2.85%,2.48%,1.88%,1.82%,2.20%,2.36%,0.37%,0.45%,-0.04%,0.19%,2.89%,2.68%,2.70%,2.50%,2.36%,2.41%,2.24%,2.17%,1.99%,2.04%,2.05%,2.06%,1.75%,1.60%,1.41%,1.26%,1.58%,1.71%,2.12%,2.26%,2.39%,2.36%,2.04%,2.06%,2.15%,2.46%,2.46%
Total Shareholder Return,25.54%,25.43%,5.29%,25.27%,3.55%,3.18%,2.58%,2.42%,2.90%,3.06%,1.07%,1.15%,0.66%,0.89%,3.49%,3.28%,3.30%,3.10%,2.86%,3.11%,2.84%,2.77%,2.59%,2.64%,2.75%,2.66%,2.35%,2.20%,2.01%,1.76%,2.18%,2.31%,2.72%,2.96%,3.19%,3.16%,2.74%,2.76%,2.95%,3.16%,3.21%
