,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"25,679","29,789","30,245","27,886","23,740","33,909","31,582","31,430","30,343","28,434","30,338","32,030","44,993","59,398","56,925","52,328","44,955","58,231","45,168","57,153","48,338","38,820","43,146","75,402","95,023","200,166","399,755","668,905","641,115","654,776","767,737","1,061,287","1,113,708","697,670","831,153","388,972","656,425","829,681","794,197","789,898","636,799"
Market Cap Growth,491.81%,140.12%,28.79%,51.21%,-7.55%,13.83%,4.42%,12.71%,27.81%,-16.15%,-3.94%,1.91%,48.28%,108.90%,87.64%,63.37%,-0.08%,-1.97%,-20.65%,9.22%,7.53%,-33.33%,-4.48%,31.93%,96.58%,415.63%,826.51%,787.12%,574.69%,227.12%,92.05%,58.66%,73.71%,6.55%,8.26%,-63.35%,-41.06%,18.92%,-4.45%,103.07%,-
Enterprise Value,"25,289","29,546","30,317","28,439","24,780","35,406","32,784","32,906","31,991","28,375","29,854","35,660","49,067","64,187","63,266","59,119","52,931","67,464","53,821","65,246","57,502","46,762","50,918","82,553","100,886","205,690","398,957","661,260","634,846","647,948","759,796","1,050,414","1,100,507","683,185","813,599","369,886","636,699","808,937","772,513","766,034","612,935"
PE Ratio,-190.13,-178.96,-149.23,-94.84,-59.59,-65.12,-46.73,-35.37,-29.84,-25.26,-34.71,-47.46,-62.24,-77.53,-40.45,-26.67,-19.20,-21.39,-25.20,-58.56,-49.91,-58.91,-52.17,-87.47,-659.88,543.93,718.98,927.75,560.91,300.22,221.38,192.30,132.60,73.32,74.28,30.98,55.86,68.04,73.84,52.67,46.50
PS Ratio,12.39,12.23,10.59,8.72,6.75,9.16,8.34,7.77,7.13,6.22,5.12,4.58,5.26,5.90,5.29,4.45,3.61,4.26,2.58,2.66,2.14,1.56,1.77,3.07,3.65,7.79,14.19,21.21,17.84,15.64,16.39,19.72,17.91,10.39,11.10,4.78,7.63,8.82,8.28,8.16,6.58
PB Ratio,28.16,31.28,31.57,30.59,28.74,47.36,24.02,29.00,31.27,11.28,11.32,6.74,9.02,11.63,12.08,12.35,10.10,14.91,10.02,11.61,10.50,6.79,7.14,11.39,10.36,20.31,24.94,30.10,27.85,26.40,28.38,35.16,32.67,19.18,20.86,8.70,13.66,16.23,14.85,12.61,10.17
P/FCF Ratio,-290.45,-156.83,-57.33,-27.15,-15.80,-17.94,-14.53,-14.56,-14.67,-17.26,-34.64,-20.48,-23.19,-18.83,-11.68,-12.63,-10.16,-15.03,-30.15,-258.61,-1239.84,28.46,49.14,77.49,95.31,250.52,218.21,246.74,163.84,158.77,188.77,212.98,160.82,100.57,93.26,51.44,113.61,134.64,213.84,181.29,146.16
P/OCF Ratio,98.98,101.64,185.49,-486.36,-95.78,-83.58,-54.35,-59.92,-47.24,-85.53,103.00,-258.67,803.95,-201.66,-55.88,-857.83,-115.40,-182.51,32.91,27.24,26.04,13.62,19.48,31.35,36.48,74.00,91.92,112.55,79.90,71.30,77.31,92.31,80.41,49.56,51.85,26.42,49.57,59.45,65.29,59.59,48.04
Debt / Equity Ratio,2.41,2.57,2.58,2.73,3.13,3.75,2.04,2.49,3.26,1.30,1.01,1.50,1.64,1.56,2.12,2.43,2.42,2.97,2.61,2.43,2.50,2.28,2.21,2.03,1.52,1.43,0.86,0.53,0.47,0.38,0.30,0.23,0.14,0.12,0.09,0.07,0.06,0.05,0.08,0.08,0.08
Quick Ratio,1.88,1.77,1.39,1.03,0.80,0.56,0.63,0.49,0.57,0.93,0.86,0.69,0.73,0.55,0.66,0.53,0.40,0.32,0.44,0.48,0.37,0.65,0.66,0.71,0.78,0.82,1.22,1.49,1.28,1.12,1.00,1.00,0.95,0.96,0.95,0.94,0.93,0.96,1.07,1.13,1.13
Current Ratio,2.23,2.18,1.83,1.51,1.33,1.10,1.17,0.99,1.02,1.38,1.27,1.07,1.13,0.97,1.09,0.86,0.74,0.73,0.81,0.83,0.83,1.06,1.08,1.14,1.24,1.25,1.64,1.88,1.66,1.51,1.39,1.38,1.35,1.43,1.46,1.53,1.57,1.59,1.69,1.73,1.73
Interest Coverage,-3.12,-0.94,-1.44,-2.62,-4.69,-6.44,-6.78,-7.17,-5.85,-5.24,1.64,-0.69,-2.07,-1.96,-4.29,-3.69,-3.71,-3.30,2.87,1.93,-3.30,-1.26,1.91,1.86,1.11,1.74,4.17,2.43,6.12,17.76,15.61,37.80,61.07,57.00,68.87,121.09,96.66,109.07,54.16,36.67,65.08
Return on Capital (ROIC),Upgrade,-3.20%,-3.43%,-3.65%,-5.49%,-7.19%,-11.36%,-13.30%,-18.96%,-20.87%,-16.03%,-12.68%,-5.81%,-5.32%,-5.39%,-8.84%,-11.21%,-12.96%,-15.15%,-8.73%,-2.76%,-2.43%,0.34%,-0.57%,-1.06%,2.43%,4.17%,4.36%,4.36%,5.14%,7.79%,11.09%,15.63%,21.95%,23.54%,25.85%,26.20%,23.02%,21.62%,16.94%,20.18%
Buyback Yield / Dilution,0.64%,-5.12%,-2.50%,-2.17%,-2.00%,-1.96%,-3.28%,-4.48%,-5.34%,-10.49%,-15.49%,-18.28%,-22.20%,-18.02%,-12.28%,-9.16%,-4.33%,-2.90%,-2.22%,-1.83%,-2.28%,-4.12%,-4.91%,-4.64%,-5.78%,-4.86%,-4.46%,-5.28%,-5.03%,-4.63%,-6.47%,-6.81%,-7.63%,-6.80%,-5.11%,-3.84%,-2.03%,-1.93%,-0.95%,-0.73%,-1.41%
Total Shareholder Return,0.64%,-5.12%,-2.50%,-2.17%,-2.00%,-1.96%,-3.28%,-4.48%,-5.34%,-10.49%,-15.49%,-18.28%,-22.20%,-18.02%,-12.28%,-9.16%,-4.33%,-2.90%,-2.22%,-1.83%,-2.28%,-4.12%,-4.91%,-4.64%,-5.78%,-4.86%,-4.46%,-5.28%,-5.03%,-4.63%,-6.47%,-6.81%,-7.63%,-6.80%,-5.11%,-3.84%,-2.03%,-1.93%,-0.95%,-0.73%,-1.41%
