,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"9,289","10,342","12,545","10,293","9,112","8,507","7,630","4,910","3,698","4,097","4,720","3,534","3,867","5,909","5,443","8,098","9,018","9,697","9,667","11,348","11,481","11,937","9,382","10,018","10,001","6,751","7,947","7,505","9,170","9,232","9,864","9,994","10,548","9,289","9,057","8,999","7,331","7,879","8,608","8,826","11,717"
Market Cap Growth,76.97%,20.81%,45.70%,16.63%,-1.90%,-17.75%,-39.18%,-52.30%,-59.42%,-51.84%,-38.14%,-28.02%,4.58%,44.23%,15.30%,129.13%,133.18%,64.12%,77.61%,40.13%,27.32%,23.09%,-2.94%,-11.72%,-12.89%,-43.44%,-15.29%,-25.09%,-8.30%,36.75%,24.11%,33.17%,15.02%,0.62%,-8.18%,-9.96%,-30.50%,-15.18%,-4.95%,-1.93%,-
Enterprise Value,"23,584","24,434","29,776","28,774","26,714","26,415","25,348","22,203","21,230","21,193","22,026","19,858","18,956","23,359","21,106","23,243","17,353","24,888","24,174","17,212","17,422","18,156","15,545","16,444","16,095","12,975","13,865","12,963","14,298","18,608","18,630","18,518","18,570","17,195","16,748","16,935","15,163","20,033","20,472","20,314","23,205"
PE Ratio,-23.51,-86.91,-36.90,-35.37,116.82,773.32,82.94,-377.71,-0.58,-0.66,-0.74,-0.59,-5.52,-6.28,-3.96,-5.05,-4.19,-5.67,-9.55,-9.04,42.84,25.40,15.66,9.61,2.25,1.66,1.90,1.85,17.98,30.07,9.20,4.09,4.82,2.32,2.63,4.76,6.00,-4.25,-4.15,-4.86,-4.86
PS Ratio,0.82,0.81,0.94,0.71,0.57,0.53,0.48,0.31,0.30,0.35,0.45,0.37,0.43,0.68,0.60,0.96,0.99,1.04,1.06,1.22,1.21,1.25,0.98,1.04,1.02,0.70,0.84,0.81,1.01,0.61,0.54,0.46,0.39,0.35,0.31,0.29,0.23,0.25,0.28,0.30,0.39
PB Ratio,0.97,1.09,1.28,1.04,0.93,0.89,0.81,0.53,1.37,1.50,1.87,1.16,1.90,3.64,5.33,6.85,-26.06,-72.37,-26.41,-12.12,-9.30,-7.76,-5.69,-6.38,6.03,4.39,4.54,3.88,5.46,6.09,3.88,2.45,2.93,1.85,1.71,1.75,1.92,2.56,2.58,2.51,3.33
P/FCF Ratio,-12.95,27.65,24.84,21.44,15.16,18.70,12.45,7.38,11.56,6.98,5.80,3.93,2.84,7.52,10.33,9.57,6.65,5.23,4.70,7.49,11.61,18.25,8.72,10.23,8.44,4.60,5.51,4.44,5.71,19.04,7.80,4.94,47.09,3.29,2.99,93.74,-1047.26,-2.34,-1.96,-3.57,-3.57
P/OCF Ratio,7.31,5.79,7.30,6.59,6.03,6.17,4.77,2.75,2.74,2.49,2.77,2.08,2.03,4.59,4.65,8.97,5.60,4.78,4.72,5.85,8.34,12.75,7.28,8.30,7.08,3.94,4.73,3.95,4.99,12.97,6.48,4.33,21.39,3.01,2.74,22.72,20.36,-2.70,-2.23,-4.74,-4.74
Debt / Equity Ratio,1.75,1.84,1.94,2.09,2.07,2.15,2.16,2.17,7.19,7.02,7.58,6.32,8.07,11.91,16.54,14.29,-27.12,-122.10,-43.10,-7.75,-5.28,-4.61,-3.92,-4.25,3.89,4.55,3.63,3.19,5.38,6.52,3.59,2.16,2.30,1.66,1.57,1.62,2.17,4.09,3.70,3.38,3.38
Quick Ratio,1.02,1.10,0.81,0.98,0.83,0.85,0.90,0.99,0.71,0.71,0.68,1.00,0.52,0.69,0.68,0.82,0.63,0.58,0.74,0.99,0.67,0.91,0.59,0.63,0.58,0.59,0.67,0.92,2.51,0.61,0.46,0.28,0.53,0.36,0.27,0.31,0.40,0.38,0.38,0.47,0.47
Current Ratio,1.81,1.98,1.63,1.73,1.73,1.80,1.79,1.86,1.69,1.69,1.41,1.63,1.43,1.30,1.27,1.29,1.32,1.23,1.30,1.57,1.50,1.78,1.33,1.24,1.31,1.22,1.43,1.55,3.15,1.13,1.24,1.21,1.37,1.38,1.29,1.32,1.25,0.99,1.02,1.06,1.06
Interest Coverage,-1.40,0.66,0.19,1.92,1.61,0.36,0.88,1.39,-59.07,1.36,-0.04,2.81,-,0.26,-1.52,2.24,-11.65,3.46,1.63,0.48,0.80,5.26,2.90,4.82,1.42,2.47,5.31,4.44,-0.27,-0.31,12.66,18.73,-4.36,23.40,7.33,1.79,-12.38,-10.29,3.63,3.36,-2.92
Return on Capital (ROIC),Upgrade,1.28%,2.90%,1.00%,1.38%,3.05%,2.69%,3.20%,2.78%,-19.85%,-18.74%,-19.49%,-18.32%,-0.50%,-2.30%,-1.66%,-1.98%,-7.59%,-1.97%,-2.97%,-5.62%,18.22%,14.92%,20.49%,21.98%,231.32%,219.70%,232.01%,228.96%,7.85%,5.09%,11.69%,21.86%,19.78%,31.67%,26.90%,15.27%,10.02%,-13.74%,-14.85%,-12.83%
Dividend Yield,1.60%,1.50%,1.30%,1.70%,2.00%,2.20%,2.50%,3.90%,4.90%,4.50%,3.10%,3.10%,1.90%,0.60%,0.70%,1.50%,1.40%,1.30%,1.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,1.40%,2.00%,3.00%,3.20%,3.20%,3.10%,3.10%,3.00%,3.50%,3.50%,3.60%,4.40%,4.20%,3.90%,3.80%,3.14%
