,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,-299,-58,-100,166,70,-125,-19,61,"-6,319",77,-193,402,-987,-163,-626,171,"-1,534",279,72,-72,-12,482,201,372,"3,383",121,313,249,-173,-82,"1,078","1,618",-427,"1,736",513,67,"-1,095","-1,339",291,326
Depreciation & Amortization,309,335,386,375,427,395,396,382,178,313,215,298,-54,257,260,-27,106,131,121,112,57,85,85,91,112,109,110,99,117,317,53,199,216,183,157,145,149,190,315,308
Share-Based Compensation,6,8,16,8,10,11,13,13,2,8,8,7,-13,8,8,11,8,6,9,6,4,4,6,5,5,5,7,5,5,4,6,6,5,6,8,7,7,30,31,26
Other Operating Activities,429,104,-326,193,-160,-26,-197,473,"6,091",151,305,223,"1,221",-169,499,507,"2,294",-66,-39,508,261,-662,224,4,"-2,984",-27,54,341,502,"-1,156",157,-345,"-1,156",-249,835,"-1,650",-459,-483,-84,-111
Operating Cash Flow,447,391,-21,744,396,260,198,934,-43,554,257,930,167,-67,141,662,874,350,163,554,310,-91,516,472,516,208,484,694,451,-917,"1,294","1,478","-1,362","1,676","1,513","-1,431","-1,398","-1,598",570,566
Operating Cash Flow Growth,391.21%,-,-,-17.43%,-11.41%,-33.50%,-,25.54%,-,113.08%,29.80%,-0.43%,-,-,-45.14%,-28.82%,423.35%,-,15.60%,-16.31%,-64.53%,-,216.56%,-14.80%,66.45%,-,-6.20%,47.03%,-12.60%,-,167.36%,112.97%,-,-,16.92%,-,-,-,-62.33%,-
Capital Expenditures,-406,-237,-270,-168,-234,-252,-331,-306,-140,-279,-163,-217,115,-236,-306,370,-82,-155,-127,-61,-45,-49,-58,-76,-45,-66,-50,-51,-63,-63,-80,-76,-50,-60,-90,-100,-117,-142,-182,-169
Acquisitions,-120,-141,"-1,621","-1,004",-70,-45,-337,-5,-12,110,-101,34,106,-1,-10,332,188,14,-270,"1,272",-62,"1,257",-27,-423,-3,7,5,-272,49,"-3,290",-33,-13,607,-30,54,19,-6,"-2,291",-3,-4
Change in Investments,10,-4,0,13,-3,8,3,-2,11,-8,-8,-6,-19,-32,38,-26,9,-34,-9,-8,-8,-9,-9,-4,-13,-9,-28,-5,-11,-11,-16,-9,-5,10,-3,-5,-8,12,-17,-8
Other Investing Activities,19,506,14,-46,362,19,75,-59,-155,34,-55,404,-704,-12,14,-553,-332,-285,-296,-100,-31,-3,1,14,3,-,-4,-11,15,-,1,5,-6,-,-,-,4,71,50,52
