,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"85,396","90,356","97,299","105,918","95,452","83,505","76,713","66,792","67,332","73,380","81,234","85,444","86,197","87,938","92,821","105,559","104,762","109,128","120,412","101,846","120,865","119,703","114,120","125,504","97,354","114,726","133,643","140,313","147,637","146,100","127,823","161,960","174,007","133,945","121,661","127,307","123,146","124,756","124,104","149,729","150,365"
Market Cap Growth,27.78%,25.47%,35.04%,36.89%,11.78%,-7.58%,-21.16%,-36.94%,-29.46%,-12.12%,5.89%,27.93%,28.02%,19.84%,14.26%,23.54%,21.54%,24.10%,29.73%,-3.52%,15.37%,9.69%,-5.23%,23.23%,-19.45%,-4.16%,17.11%,11.80%,51.65%,27.35%,-4.36%,15.43%,17.86%,-8.32%,-4.82%,-21.40%,-29.23%,-6.86%,2.01%,17.61%,-
Enterprise Value,"93,715","99,662","106,917","115,745","106,165","94,803","88,954","79,602","79,852","86,406","94,607","99,114","100,091","102,322","107,717","121,138","121,212","130,247","140,923","122,904","146,521","145,458","140,087","151,284","125,379","141,709","160,335","166,466","174,247","175,007","157,240","192,112","206,582","166,413","155,073","160,914","157,084","158,445","157,459","182,482","183,118"
PE Ratio,18.90,19.21,19.76,20.45,18.21,16.20,15.08,14.00,14.64,16.77,19.31,20.18,19.93,19.48,20.27,9.85,9.57,9.66,10.30,17.07,19.99,19.60,18.80,21.20,16.22,20.62,24.88,26.23,28.31,24.84,20.64,24.83,25.54,19.56,17.21,18.19,17.60,18.53,19.50,23.47,23.60
PS Ratio,3.83,3.95,4.15,4.42,3.98,3.57,3.37,3.06,3.20,3.60,4.07,4.29,4.26,4.24,4.43,4.97,4.85,4.96,5.35,4.46,5.32,5.28,5.13,5.78,4.52,5.68,6.82,7.18,7.65,7.10,6.03,7.43,7.68,5.72,4.98,5.12,4.91,5.04,5.14,6.21,6.23
PB Ratio,4.01,4.21,4.51,5.00,4.53,3.98,3.72,3.23,3.29,3.59,4.01,4.29,4.37,4.48,4.85,4.25,4.30,5.48,5.83,4.99,6.81,6.59,6.33,6.92,6.09,6.97,7.77,8.27,9.08,10.22,9.19,11.44,14.63,10.54,10.36,10.47,9.89,9.46,8.86,10.13,10.17
P/FCF Ratio,24.69,30.20,30.28,34.85,30.52,24.19,23.91,24.79,20.93,23.96,24.96,21.25,23.90,22.23,22.23,26.44,26.79,24.03,24.48,19.40,22.12,23.15,22.50,24.34,18.38,20.45,26.28,25.00,25.96,24.98,19.75,26.57,28.70,23.97,20.56,22.17,22.71,22.80,26.05,31.37,31.50
P/OCF Ratio,12.09,13.24,13.33,14.34,12.43,10.52,10.03,9.09,9.03,10.34,11.30,11.35,11.91,11.79,12.45,14.60,14.45,13.98,14.67,11.73,13.82,14.00,13.31,14.58,11.06,12.61,16.03,16.43,17.70,17.46,14.12,17.93,18.69,14.92,12.67,13.60,13.73,13.78,15.00,17.87,17.95
Debt / Equity Ratio,0.48,0.51,0.53,0.54,0.58,0.64,0.65,0.69,0.74,0.74,0.77,0.75,0.76,0.80,0.88,0.68,0.72,1.15,1.09,1.10,1.51,1.48,1.51,1.47,1.83,1.81,1.71,1.65,1.71,2.10,2.20,2.20,2.82,2.62,2.96,2.85,2.81,2.62,2.44,2.29,2.29
Quick Ratio,0.81,0.85,0.92,0.85,0.93,1.04,0.74,0.86,1.23,1.14,1.10,0.71,0.63,0.80,0.88,0.73,0.57,0.76,0.82,0.67,0.53,0.52,0.65,0.57,0.62,0.79,0.87,0.81,0.59,0.65,0.57,0.47,0.53,0.48,0.59,0.53,0.49,0.51,0.51,0.62,0.62
