,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"2,109","2,214","2,251","1,935","2,790","3,747","1,343","4,179","2,974","2,196"
Depreciation & Amortization,131,174,219,254,302,367,383,390,419,458
Other Operating Activities,"3,100","3,796","4,041","6,386","6,250","4,876","5,761","2,530","3,301","5,939"
Operating Cash Flow,"5,340","6,184","6,511","8,575","9,342","8,990","7,487","7,099","6,694","8,593"
Operating Cash Flow Growth,-5.97%,15.81%,5.29%,31.70%,8.94%,-3.77%,-16.72%,-5.18%,-5.71%,28.37%
Change in Investments,"-8,594","-11,075","-13,146","-9,068","-18,234",399,-108,"-4,265","-9,685","-13,512"
Other Investing Activities,"-1,474",272,-218,-474,-802,-660,-390,-549,-549,-722
Investing Cash Flow,"-10,068","-10,803","-13,364","-9,542","-19,036",-261,-498,"-4,814","-10,234","-14,234"
Dividends Paid,0,0,-214,-446,-534,-581,-520,-500,-434,-406
Share Issuance / Repurchase,"2,842",0,-476,"-1,497","-1,868","-3,618",-985,"-2,876","-3,320","-1,112"
Debt Issued / Paid,"2,972","-3,147","-4,166",633,"3,180","-4,147","-4,108","-1,281",-329,"1,777"
Other Financing Activities,"8,423","8,263","8,661","4,426","7,475","1,888","-2,418",-547,"9,367","9,373"
Financing Cash Flow,"14,237","5,116","3,805","3,116","8,253","-6,458","-8,031","-5,204","5,284","9,632"
Net Cash Flow,"9,509",497,"-3,048","2,149","-1,441","2,271","-1,042","-2,919","1,744","3,991"
Free Cash Flow,"5,340","6,184","6,511","8,575","9,342","8,990","7,487","7,099","6,694","8,593"
Free Cash Flow Growth,-5.97%,15.81%,5.29%,31.70%,8.94%,-3.77%,-16.72%,-5.18%,-5.71%,28.37%
Free Cash Flow Margin,84.59%,91.01%,93.20%,121.27%,120.71%,98.45%,127.94%,74.99%,80.66%,112.15%
Free Cash Flow Per Share,6.41,7.42,7.89,10.96,13.00,13.91,12.82,12.97,14.86,20.77
