,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,150.93,224.65,329.14,433.05,566.34,737.67,841.43,"1,056","1,375","1,694"
Revenue Growth (YoY),40.27%,48.85%,46.51%,31.57%,30.78%,30.25%,14.07%,25.44%,30.29%,23.16%
Cost of Revenue,27.32,35.47,54.07,72.03,90.76,109.75,123.55,161.89,212.74,276.29
Gross Profit,123.61,189.18,275.08,361.02,475.57,627.92,717.89,893.64,"1,162","1,417"
"Selling, General & Admin",99.05,140.38,144.54,191.07,240.49,306.82,413.92,485.83,585.69,705.75
Research & Development,4.33,8.63,20.97,30.43,46.25,73.08,90.24,118.43,148.34,198.95
Other Operating Expenses,4.54,5.74,7.83,9.81,15.13,21.8,27.61,35.81,49.76,61.36
Operating Expenses,107.91,154.75,173.34,231.31,301.86,401.7,531.77,640.07,783.8,966.06
Operating Income,15.7,34.44,101.74,129.71,173.72,226.22,186.12,253.57,378.68,451.32
Interest Expense / Income,3.42,1.43,1.04,0.91,0.77,0.94,0.02,0,2.54,1.93
Other Expense / Income,2.62,-0.52,-0.31,1.07,-1.76,-0.8,0.17,-2.4,-13.44,-23
Pretax Income,9.66,33.53,101.01,127.73,174.71,226.09,185.94,255.96,389.58,472.4
Income Tax,3.99,12.58,30.59,4.25,37.65,45.51,42.48,60,108.19,131.61
Net Income,5.66,20.95,70.42,123.49,137.07,180.58,143.45,195.96,281.39,340.79
Net Income Growth,842.26%,269.86%,236.22%,75.35%,11.00%,31.74%,-20.56%,36.60%,43.60%,21.11%
Shares Outstanding (Basic),50,56,58,58,58,58,58,58,58,58
Shares Outstanding (Diluted),52,58,59,59,59,58,58,58,58,58
Shares Change,7.90%,11.69%,1.81%,-0.30%,-0.35%,-0.32%,-0.19%,-0.16%,-0.03%,-0.35%
EPS (Basic),0.11,0.37,1.21,2.13,2.37,3.14,2.49,3.39,4.86,5.91
EPS (Diluted),0.11,0.36,1.19,2.10,2.34,3.09,2.46,3.37,4.84,5.88
EPS Growth,1000.00%,227.27%,230.56%,76.47%,11.43%,32.05%,-20.39%,36.99%,43.62%,21.49%
Free Cash Flow,8.07,26.42,55.31,70.76,124.91,131.33,133.11,198.67,232.43,292.57
Free Cash Flow Per Share,0.16,0.47,0.96,1.22,2.16,2.28,2.31,3.43,4.01,5.07
Dividend Per Share,-,-,-,-,-,-,-,-,-,1.125
Gross Margin,81.90%,84.21%,83.57%,83.37%,83.97%,85.12%,85.32%,84.66%,84.53%,83.69%
Operating Margin,10.40%,15.33%,30.91%,29.95%,30.67%,30.67%,22.12%,24.02%,27.54%,26.65%
Profit Margin,3.75%,9.32%,21.40%,28.52%,24.20%,24.48%,17.05%,18.57%,20.46%,20.12%
Free Cash Flow Margin,5.34%,11.76%,16.80%,16.34%,22.06%,17.80%,15.82%,18.82%,16.90%,17.27%
Effective Tax Rate,41.35%,37.52%,30.28%,3.32%,21.55%,20.13%,22.85%,23.44%,27.77%,27.86%
EBITDA,20.24,44.37,115.68,148.04,205.13,269.24,239.33,323.18,484.81,588.27
EBITDA Margin,13.41%,19.75%,35.15%,34.19%,36.22%,36.50%,28.44%,30.62%,35.25%,34.73%
Depreciation & Amortization,7.16,9.42,13.63,19.4,29.66,42.21,53.37,67.22,92.7,113.95
EBIT,13.08,34.95,102.05,128.64,175.48,227.03,185.96,255.96,392.11,474.33
EBIT Margin,8.66%,15.56%,31.00%,29.71%,30.98%,30.78%,22.10%,24.25%,28.51%,28.01%
