,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-04-03,2015-07-03,2015-10-02,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-29,2017-12-31,2018-03-30,2018-06-29,2018-09-28,2018-12-31,2019-03-29,2019-06-28,2019-09-27,2019-12-31,2020-04-03,2020-07-03,2020-10-02,2020-12-31,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-29,2023-12-31,Current
Market Capitalization,"34,760","37,325","35,847","40,604","40,020","41,392","40,105","42,914","44,256","47,513","48,101","47,824","52,642","52,023","52,946","57,373","60,638","61,253","67,566","64,195","82,818","90,920","90,209","97,433","83,532","112,315","133,926","140,135","142,312","173,573","191,654","208,726","185,228","166,247","166,812","171,510","162,977","156,875","162,631","171,145","184,800"
Market Cap Growth,20.26%,26.18%,9.41%,11.94%,15.13%,10.90%,11.88%,5.69%,10.58%,14.79%,19.94%,11.44%,18.95%,9.49%,10.07%,19.97%,15.19%,17.74%,27.61%,11.89%,36.58%,48.43%,33.51%,51.78%,0.86%,23.53%,48.46%,43.83%,70.37%,54.54%,43.10%,48.95%,30.16%,-4.22%,-12.96%,-17.83%,-12.01%,-5.64%,-2.51%,-0.21%,-
Enterprise Value,"34,900","37,073","34,857","41,071","40,687","41,213","53,284","54,994","55,984","58,068","55,442","59,129","63,788","62,888","63,206","67,264","70,102","71,670","77,407","73,148","88,402","95,784","93,562","99,249","105,135","129,163","150,065","155,304","156,259","186,674","212,700","228,316","203,289","182,325","180,909","185,192","175,430","168,175","172,414","183,683","197,338"
PE Ratio,14.99,13.80,13.17,15.34,17.56,14.88,7.14,15.58,14.59,18.09,30.71,16.01,26.00,23.34,23.14,16.74,26.76,22.73,25.45,21.49,62.03,31.08,33.76,19.10,35.09,30.28,37.90,28.23,20.90,24.31,41.38,29.18,26.84,24.74,26.53,19.21,28.10,35.46,36.01,39.65,39.12
PS Ratio,1.80,1.91,1.81,2.04,1.99,2.04,1.96,2.05,2.07,2.15,2.27,2.40,2.81,2.98,2.97,3.13,3.22,3.18,3.44,3.23,4.12,4.49,4.41,4.89,4.30,5.75,6.57,6.29,5.74,6.50,6.83,7.09,6.12,5.39,5.34,5.45,5.27,5.17,5.50,6.85,7.40
PB Ratio,1.51,1.57,1.51,1.74,1.72,1.72,1.74,1.81,1.81,1.90,2.07,2.08,2.21,2.12,2.09,2.18,2.23,2.25,2.44,2.28,2.62,2.82,2.78,3.22,2.69,3.10,3.53,3.52,3.52,4.06,4.41,4.62,4.00,3.57,3.55,3.42,3.17,3.03,3.10,3.20,3.46
P/FCF Ratio,12.01,12.55,11.84,12.78,12.49,12.48,12.20,13.05,12.53,12.82,13.66,16.31,19.62,21.54,19.76,20.07,19.26,19.34,22.49,18.67,25.02,26.39,25.93,29.39,24.29,30.26,30.14,25.87,22.41,25.24,27.16,29.55,25.86,23.58,23.60,23.28,22.26,21.78,24.00,29.92,32.30
P/OCF Ratio,10.05,10.51,9.97,10.80,10.61,10.69,10.53,11.29,10.92,11.21,11.72,13.58,15.91,17.12,16.08,16.50,16.19,16.24,18.67,15.96,21.25,22.55,22.12,24.66,20.54,25.87,26.27,22.57,19.60,21.87,23.24,24.97,21.91,19.95,20.07,20.13,19.18,18.62,20.11,23.98,25.90
Debt / Equity Ratio,0.15,0.13,0.13,0.15,0.14,0.13,0.65,0.54,0.51,0.59,0.36,0.53,0.50,0.47,0.43,0.40,0.39,0.42,0.38,0.35,0.30,0.32,0.54,0.72,0.84,0.62,0.57,0.53,0.50,0.48,0.54,0.49,0.47,0.43,0.41,0.39,0.39,0.38,0.42,0.34,0.34
Quick Ratio,1.58,1.58,1.68,1.23,1.20,1.37,0.67,0.77,0.85,1.01,0.85,0.60,0.64,0.94,0.89,0.87,0.97,0.91,0.92,0.88,1.58,1.78,2.99,4.68,0.92,1.59,1.52,1.36,1.51,1.67,0.93,0.89,1.08,1.13,1.19,1.30,1.34,1.52,1.76,1.18,1.18
Current Ratio,2.18,2.16,2.23,1.75,1.77,1.91,1.04,1.27,1.46,1.40,1.36,0.97,1.05,1.49,1.43,1.43,1.59,1.50,1.53,1.47,2.18,2.32,3.43,5.19,1.32,2.20,2.08,1.86,2.05,2.26,1.48,1.43,1.68,1.75,1.78,1.89,1.89,2.08,2.26,1.68,1.68
Asset Turnover,Upgrade,0.13,0.14,0.14,0.15,0.14,0.14,0.10,0.12,0.11,0.11,0.10,0.10,0.09,0.10,0.10,0.11,0.10,0.10,0.10,0.11,0.09,0.10,0.08,0.08,0.06,0.07,0.08,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.10,0.08,0.08,0.08,0.04
Interest Coverage,24.27,26.79,28.39,33.48,25.64,31.24,17.68,16.56,14.30,15.58,16.00,22.56,15.48,16.80,19.24,22.63,19.00,20.08,20.11,28.48,31.06,42.90,31.74,21.66,14.72,10.75,14.18,22.24,34.43,32.34,21.11,38.46,29.41,43.24,47.98,26.44,26.38,13.39,19.70,-15.73,-15.73
Return on Equity (ROE),Upgrade,11.25%,11.14%,11.48%,11.11%,11.10%,10.82%,14.41%,14.17%,14.47%,14.00%,10.76%,11.10%,9.68%,8.95%,9.39%,9.45%,9.39%,9.81%,9.98%,9.40%,7.66%,7.69%,7.63%,9.94%,10.53%,9.56%,9.70%,9.17%,11.76%,13.12%,13.55%,14.24%,13.84%,13.50%,14.22%,14.23%,13.39%,12.26%,11.29%,8.91%
Return on Assets (ROA),Upgrade,7.37%,7.41%,7.67%,7.02%,7.18%,7.05%,6.70%,6.96%,7.33%,6.81%,6.04%,5.64%,5.09%,4.82%,5.20%,5.34%,5.41%,5.55%,5.79%,5.54%,4.67%,4.64%,4.03%,4.85%,4.74%,4.86%,5.05%,4.79%,6.30%,7.19%,7.13%,7.73%,7.69%,7.69%,8.25%,8.45%,8.10%,7.47%,6.74%,5.64%
Return on Capital (ROIC),Upgrade,9.57%,9.59%,9.78%,9.56%,9.65%,9.49%,6.64%,7.40%,7.47%,6.90%,8.62%,7.70%,7.25%,6.85%,6.86%,6.88%,6.93%,7.06%,7.33%,7.22%,6.05%,5.90%,4.96%,4.82%,4.83%,4.56%,4.93%,5.67%,7.42%,8.75%,8.47%,9.26%,8.68%,9.05%,9.94%,9.26%,9.25%,7.71%,6.77%,6.25%
Earnings Yield,1.67%,1.81%,1.90%,1.63%,1.42%,1.68%,3.50%,1.60%,1.71%,1.38%,0.81%,1.56%,0.96%,1.07%,1.08%,1.49%,0.93%,1.10%,0.98%,1.16%,0.40%,0.80%,0.74%,1.31%,0.71%,0.83%,0.66%,0.89%,1.20%,1.03%,0.60%,0.86%,0.93%,1.01%,0.94%,1.30%,0.89%,0.71%,0.69%,0.63%,2.58%
