,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"5,431","5,959","8,540","10,668","8,175","10,261","6,903","7,481","9,205","10,314","11,287"
Market Cap Growth,22.20%,9.73%,43.32%,24.92%,-23.37%,25.52%,-32.72%,8.37%,23.04%,12.05%,-
Enterprise Value,"6,111","6,338","9,098","11,246","9,218","11,636","8,234","10,346","11,889","12,557","13,530"
PE Ratio,16.07,14.75,14.90,22.27,9.78,18.69,9.92,13.75,15.90,15.15,16.70
PS Ratio,0.78,0.85,1.21,1.43,1.00,1.15,0.74,0.79,0.86,0.90,0.99
PB Ratio,3.98,4.00,5.17,6.07,5.39,6.46,3.63,2.66,2.64,2.52,2.76
P/FCF Ratio,9.20,8.85,15.90,23.55,15.97,22.31,9.12,16.66,18.63,14.90,16.31
P/OCF Ratio,7.19,6.92,10.39,13.11,8.94,11.45,6.32,9.84,12.02,10.63,11.64
EV/Sales Ratio,0.88,0.90,1.29,1.51,1.13,1.31,0.88,1.09,1.11,1.10,1.18
EV/EBITDA Ratio,7.19,6.68,8.71,10.50,7.48,11.87,7.03,10.30,10.08,9.70,10.45
EV/EBIT Ratio,9.31,8.24,10.60,12.99,8.96,15.45,8.91,14.55,14.48,13.25,14.27
EV/FCF Ratio,10.36,9.42,16.94,24.83,18.00,25.30,10.88,23.04,24.07,18.15,19.55
Debt / Equity Ratio,1.22,0.85,0.77,0.73,0.85,0.91,0.97,1.24,0.90,0.65,0.65
Debt / EBITDA Ratio,1.96,1.34,1.22,1.19,1.04,1.48,1.57,3.48,2.67,2.06,2.06
Debt / FCF Ratio,2.83,1.89,2.38,2.82,2.51,3.15,2.43,7.78,6.38,3.86,3.86
Quick Ratio,1.55,1.54,1.40,0.81,0.27,0.21,0.41,0.44,0.38,0.29,0.29
Current Ratio,1.84,1.79,1.60,1.58,0.95,0.94,1.10,1.15,0.95,0.95,0.95
Asset Turnover,1.13,1.14,1.17,1.19,1.29,1.25,1.15,1.02,1.00,1.05,1.05
Interest Coverage,4.40,5.61,11.59,9.21,17.74,10.76,8.11,7.99,8.05,9.98,9.98
Return on Equity (ROE),22.00%,27.60%,35.60%,28.40%,49.50%,33.90%,39.20%,24.10%,18.80%,18.10%,18.10%
Return on Assets (ROA),5.50%,6.50%,9.50%,7.70%,13.20%,7.70%,8.60%,5.80%,5.40%,6.30%,6.30%
Return on Capital (ROIC),14.39%,17.79%,21.84%,18.00%,29.25%,19.47%,18.34%,7.12%,6.85%,9.22%,9.22%
Earnings Yield,6.22%,6.78%,6.71%,4.49%,10.23%,5.35%,10.08%,7.27%,6.29%,6.60%,6.03%
FCF Yield,10.86%,11.29%,6.29%,4.25%,6.26%,4.48%,10.97%,6.00%,5.37%,6.71%,6.13%
Dividend Yield,0.90%,1.30%,1.10%,1.10%,1.60%,1.40%,2.50%,2.50%,2.10%,1.90%,1.82%
Payout Ratio,14.40%,20.20%,17.20%,24.00%,15.80%,27.20%,24.70%,34.10%,33.10%,29.40%,30.46%
Buyback Yield / Dilution,2.18%,2.03%,2.28%,2.97%,4.37%,5.48%,1.93%,0.74%,0.50%,0.50%,0.50%
Total Shareholder Return,3.08%,3.33%,3.38%,4.07%,5.97%,6.88%,4.43%,3.24%,2.60%,2.40%,2.32%
