,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"1,520","1,514","1,412","1,370","1,138","1,092","1,040",996.29,946.9,997.68,"1,058","1,110","1,180","1,424","1,473","1,551","1,622","1,716","1,605","1,709","1,688","1,652","1,658","1,648","1,653",953.72,85.7,370.45,686,736.68,990.11,994.64,"1,042",953.33,908.83,889.72,"1,005","1,424","1,596","1,672"
Revenue Growth (YoY),17.91%,9.79%,5.99%,-1.45%,-25.13%,-27.84%,-26.32%,-27.28%,-16.79%,-8.66%,1.72%,11.40%,24.61%,42.71%,39.17%,39.78%,37.48%,20.50%,9.00%,10.17%,4.03%,-3.73%,3.30%,-3.59%,-2.02%,-42.25%,-94.83%,-77.52%,-58.51%,-22.76%,1055.35%,168.49%,51.93%,29.41%,-8.21%,-10.55%,-3.58%,49.34%,75.59%,87.92%
Cost of Revenue,933.08,938.57,859.46,818.52,699.76,677.44,654.07,622.88,575.98,607.97,651.81,695.29,698.45,869.4,912.31,940.68,"1,005","1,013",985.75,"1,052","1,035","1,007","1,017","1,037","1,007",737.66,240.27,286.71,478.59,532.91,630.2,687.56,707.92,618.35,569.59,565.94,636.34,819.19,907.35,958.91
Gross Profit,586.82,575.05,552.6,551.49,438.21,414.8,386.39,373.4,370.92,389.71,406.55,414.53,481.49,554.36,560.58,610.67,617.36,702.29,619.67,656.6,652.83,644.96,641.6,611.14,646.34,216.06,-154.57,83.75,207.41,203.77,359.92,307.08,334.31,334.98,339.24,323.78,368.6,604.49,688.48,713.02
"Selling, General & Admin",116.47,111.28,128.52,126.83,125.83,122.2,113.71,116.64,112.25,117.45,119.51,144.21,166.99,159.96,164.17,178.5,182.85,169.59,183.63,192.33,215.87,217.32,202.22,246.44,230.68,234.33,152.08,160.9,173.54,179.77,197.55,197.35,221.92,196.78,200.38,201.28,232.02,259.77,257.32,268.45
Other Operating Expenses,101.91,86.94,82.74,92.08,96.85,107.54,103.56,103.99,106.81,113.97,139.51,193.39,175.61,144.47,149.53,174.84,133.09,614,156.47,173.29,190.67,172.47,220.66,186.87,189.08,229.14,216.37,205.86,212.48,199.73,191.89,193.4,218.01,233.07,190.89,175.5,37.38,175.2,180.82,381.98
Operating Expenses,218.38,198.22,211.26,218.91,222.68,229.74,217.27,220.63,219.06,231.41,259.01,337.6,342.59,304.43,313.7,353.34,315.94,783.59,340.1,365.61,406.54,389.79,422.89,433.31,419.76,463.47,368.45,366.75,386.02,379.51,389.44,390.75,439.93,429.85,391.27,376.77,269.39,434.98,438.14,650.43
Operating Income,368.44,376.83,341.34,332.58,215.53,185.06,169.12,152.77,151.86,158.3,147.54,76.93,138.89,249.93,246.89,257.33,301.42,-81.29,279.57,290.98,246.28,255.18,218.72,177.84,226.58,-247.41,-523.02,-283.01,-178.61,-175.73,-29.52,-83.66,-105.62,-94.87,-52.03,-52.99,99.21,169.52,250.34,62.6
Interest Expense / Income,76.33,75.26,81.77,79.05,78.99,77.98,75.24,74.08,73.61,44.77,69.26,79.67,95.67,98.26,97.74,95.87,96.79,98.23,89.9,93.01,100.72,93.18,93.15,114.65,113.05,128.83,133.22,145.14,149.29,152.85,150.42,150.33,151.96,152.16,154.83,165.28,178.62,187.74,190.24,188.57
Other Expense / Income,84.56,72.07,54.91,57.23,39.23,148.48,24.13,-24.93,7.22,34.39,10.78,14.58,-77.56,47.96,71.63,82.14,46.97,135.83,43.62,45.75,53.41,55.44,33.01,46.95,29.05,-50,-99.61,-77.37,-58.96,-48.1,-49.27,-68.9,-78.52,-64.84,-77.53,-76.77,-117.91,-31.58,-49.4,-6.55
Pretax Income,207.55,229.51,204.67,196.29,97.3,-41.4,69.76,103.63,71.03,79.14,67.5,-17.32,120.78,103.71,77.52,79.31,157.66,-315.35,146.05,152.23,92.15,106.56,92.56,16.23,84.48,-326.24,-556.63,-350.78,-268.93,-280.49,-130.67,-165.09,-179.06,-182.18,-129.33,-141.5,38.5,13.35,109.49,-119.43
Income Tax,-6.34,2.61,0.76,4.89,-12.04,3.2,13.3,7.42,-16.19,3.92,-2.89,0.12,6.98,2.89,2.61,-0.46,-334.03,-111.05,-9.7,-3.88,-372.71,1.69,-1.99,19.73,157.42,75.8,80.94,407.37,0.57,0.49,0.7,1.16,-1.87,1.14,0.72,1.39,6.08,1.02,4.31,-2.75
Net Income,213.88,226.9,203.91,191.41,109.35,-44.6,56.46,96.21,87.22,75.22,70.39,-17.44,113.8,100.82,74.92,79.77,491.68,-204.31,155.76,156.12,464.87,104.87,94.55,-3.5,-72.94,-402.04,-637.56,-758.14,-269.5,-280.98,-131.37,-166.25,-177.19,-183.32,-130.05,-142.89,32.41,12.33,105.18,-116.68
Net Income Growth,92.04%,11.79%,57.11%,5.16%,-48.88%,-,-72.31%,-49.74%,-20.23%,-,24.67%,-,30.47%,34.03%,6.43%,-,332.06%,-,107.91%,95.71%,-5.45%,-,-39.30%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shares Outstanding (Basic),101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,103,108,108,108,107,107,107,107,107,107,107,107,111,115,115,115,115,114,113,112,113,113,113
Shares Outstanding (Diluted),102,102,102,102,102,101,102,102,102,102,102,101,102,102,102,103,103,103,108,109,108,107,107,107,107,107,107,107,107,111,115,115,115,115,114,113,112,113,113,113
Shares Change,0.85%,0.63%,0.46%,0.45%,-0.22%,-0.86%,-0.30%,-0.41%,-0.20%,0.54%,0.17%,-0.14%,0.35%,0.38%,0.60%,1.34%,1.08%,0.49%,5.77%,5.58%,4.81%,4.39%,-1.17%,-1.68%,-1.02%,-0.38%,-0.40%,0.07%,-0.04%,4.08%,7.34%,7.37%,7.45%,3.61%,-0.06%,-1.70%,-2.15%,-1.66%,-1.11%,0.08%
EPS (Basic),2.13,2.25,2.02,1.90,1.08,-0.44,0.56,0.95,0.86,0.74,0.69,-0.17,1.13,0.99,0.73,0.78,4.81,-1.99,1.44,1.44,4.36,0.98,0.88,-0.03,-0.68,-3.77,-5.97,-7.10,-2.52,-2.53,-1.15,-1.45,-1.54,-1.59,-1.14,-1.27,0.27,0.11,0.93,-1.03
EPS (Diluted),2.10,2.22,2.00,1.88,1.08,-0.44,0.56,0.95,0.86,0.74,0.69,-0.17,1.12,0.99,0.73,0.78,4.79,-1.99,1.44,1.44,4.34,0.98,0.88,-0.03,-0.68,-3.77,-5.97,-7.10,-2.52,-2.53,-1.15,-1.45,-1.54,-1.59,-1.14,-1.27,0.27,-0.02,0.84,-1.03
