,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"4,817","5,661","7,358","10,142","11,816","10,858","19,208","16,833","17,995","21,138","19,870"
Market Cap Growth,9.01%,17.53%,29.97%,37.84%,16.50%,-8.11%,76.90%,-12.36%,6.90%,17.47%,-
Enterprise Value,"4,696","5,513","7,200","10,018","11,682","11,235","19,503","17,104","18,202","21,813","20,545"
PE Ratio,34.99,37.21,43.97,56.62,51.01,53.40,72.01,47.21,48.82,48.60,46.12
PS Ratio,3.41,3.81,4.68,6.06,6.49,5.39,8.89,6.94,6.68,6.88,6.47
PB Ratio,10.41,10.80,12.94,15.51,16.60,13.31,20.40,15.15,14.20,18.29,17.19
P/FCF Ratio,29.12,36.09,38.04,48.14,43.41,37.13,46.56,44.93,41.34,42.63,40.07
P/OCF Ratio,24.81,28.83,32.48,43.09,39.47,33.98,44.08,41.89,38.62,40.01,37.61
EV/Sales Ratio,3.33,3.71,4.58,5.98,6.41,5.57,9.02,7.06,6.75,7.10,6.69
EV/EBITDA Ratio,17.94,19.32,23.18,28.64,31.14,32.17,43.62,30.01,30.70,30.94,29.14
EV/EBIT Ratio,21.40,22.67,27.62,34.05,37.62,41.91,53.03,35.39,36.29,36.04,33.94
EV/FCF Ratio,28.39,35.15,37.22,47.55,42.91,38.42,47.27,45.66,41.82,43.99,41.43
Debt / Equity Ratio,-,-,-,-,-,0.60,0.44,0.36,0.27,0.71,0.71
Debt / EBITDA Ratio,-,-,-,-,-,1.41,0.93,0.71,0.57,1.16,1.16
Debt / FCF Ratio,-,-,-,-,-,1.69,1.01,1.08,0.77,1.65,1.65
Quick Ratio,0.79,0.90,0.89,0.75,0.80,0.58,0.53,0.55,0.58,0.55,0.55
Current Ratio,1.12,1.07,1.05,0.89,0.96,0.76,0.67,0.72,0.71,0.71,0.71
Asset Turnover,1.76,1.77,1.74,1.68,1.66,1.24,1.19,1.25,1.26,1.23,1.23
Interest Coverage,-,-,-,-,-,38.76,72.37,582.31,190.13,31.77,31.77
Return on Equity (ROE),29.30%,30.30%,29.90%,28.60%,33.00%,26.30%,30.20%,33.50%,31.30%,35.60%,35.60%
Return on Assets (ROA),17.20%,18.10%,18.50%,18.00%,21.20%,12.50%,14.70%,18.50%,17.30%,17.40%,17.40%
Return on Capital (ROIC),29.72%,29.02%,29.42%,27.37%,32.52%,18.88%,20.36%,21.85%,22.73%,21.94%,21.94%
Earnings Yield,2.86%,2.69%,2.27%,1.77%,1.96%,1.87%,1.39%,2.12%,2.05%,2.06%,2.19%
FCF Yield,3.43%,2.77%,2.63%,2.08%,2.30%,2.69%,2.15%,2.23%,2.42%,2.35%,2.50%
Dividend Yield,1.30%,1.60%,1.50%,1.20%,1.30%,1.40%,0.80%,1.20%,1.20%,1.20%,1.46%
Payout Ratio,46.10%,60.10%,65.30%,67.80%,66.20%,76.30%,60.60%,58.30%,57.30%,60.70%,67.42%
Buyback Yield / Dilution,0.19%,0.05%,0.16%,0.12%,-0.09%,-0.06%,-0.08%,-0.09%,-0.07%,0.46%,0.46%
Total Shareholder Return,1.49%,1.65%,1.66%,1.32%,1.21%,1.34%,0.72%,1.11%,1.13%,1.66%,1.93%
