,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"18,437","12,514","14,133","21,894","20,653","23,442","31,475","47,676","40,957","30,245","39,509"
Market Cap Growth,9.80%,-32.13%,12.94%,54.91%,-5.67%,13.50%,34.27%,51.47%,-14.09%,-26.16%,-
Enterprise Value,"17,882","11,924","13,748","21,227","20,205","24,467","32,393","48,830","42,673","31,390","40,654"
PE Ratio,33.58,31.21,30.59,32.01,65.36,21.89,43.78,39.40,32.66,24.39,32.18
PS Ratio,4.55,3.10,3.36,4.90,4.20,4.54,5.90,7.55,5.98,4.43,5.78
PB Ratio,3.48,3.00,3.33,4.53,4.52,4.94,6.46,8.85,7.72,5.17,6.76
P/FCF Ratio,34.14,29.38,21.61,30.71,22.67,27.07,39.20,36.73,40.11,20.52,26.80
P/OCF Ratio,25.22,24.44,17.82,24.63,19.00,22.96,34.18,32.10,31.22,17.07,22.30
EV/Sales Ratio,4.42,2.95,3.27,4.75,4.11,4.74,6.07,7.73,6.23,4.59,5.95
EV/EBITDA Ratio,17.19,15.65,15.95,19.40,16.41,19.88,26.38,27.71,22.40,18.41,23.84
EV/EBIT Ratio,27.26,23.43,22.32,24.07,19.79,24.64,35.21,33.89,26.87,21.89,28.35
EV/FCF Ratio,33.11,27.99,21.02,29.77,22.18,28.25,40.34,37.62,41.80,21.30,27.58
Debt / Equity Ratio,0.31,0.40,0.45,0.42,0.39,0.51,0.48,0.51,0.52,0.47,0.47
Debt / EBITDA Ratio,1.60,2.17,2.21,1.84,1.46,1.96,1.92,1.55,1.45,1.60,1.60
Debt / FCF Ratio,3.08,3.88,2.91,2.82,1.97,2.78,2.94,2.10,2.71,1.86,1.86
Quick Ratio,1.68,2.92,3.09,2.69,2.58,1.11,1.69,1.61,1.32,1.80,1.80
Current Ratio,3.26,3.78,3.85,3.30,3.29,1.53,2.33,2.22,2.03,2.61,2.61
Asset Turnover,0.38,0.55,0.55,0.55,0.57,0.57,0.56,0.61,0.66,0.63,0.63
Interest Coverage,5.96,7.71,8.56,11.16,13.61,13.42,11.79,17.79,18.90,15.09,15.09
Return on Equity (ROE),10.00%,9.60%,11.00%,15.10%,6.90%,21.80%,14.80%,24.30%,24.30%,21.80%,21.80%
Return on Assets (ROA),5.10%,5.40%,6.10%,8.40%,3.70%,11.90%,7.50%,11.70%,12.00%,11.50%,11.50%
Return on Capital (ROIC),6.05%,8.12%,8.50%,10.05%,4.74%,15.33%,9.99%,14.76%,16.71%,14.57%,14.57%
Earnings Yield,2.98%,3.20%,3.27%,3.12%,1.53%,4.57%,2.28%,2.54%,3.06%,4.10%,3.14%
FCF Yield,2.93%,3.40%,4.63%,3.26%,4.41%,3.69%,2.55%,2.72%,2.49%,4.87%,3.73%
Dividend Yield,1.00%,1.10%,1.10%,0.80%,0.90%,0.90%,0.70%,0.50%,0.60%,0.90%,0.70%
Payout Ratio,32.00%,33.30%,32.40%,24.90%,60.80%,19.20%,30.90%,19.50%,20.00%,21.30%,22.53%
Buyback Yield / Dilution,2.03%,0.89%,1.79%,0.91%,0.31%,2.15%,1.89%,1.60%,2.28%,1.33%,1.33%
Total Shareholder Return,3.03%,1.99%,2.89%,1.71%,1.21%,3.05%,2.59%,2.10%,2.88%,2.23%,2.03%
