,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"27,194","28,276","26,735","24,429","25,802","32,757","31,840","29,876","34,047","30,171","23,960","24,451","30,926","29,900","30,170","33,977","40,218","40,186","47,770","48,617","31,810","35,426","35,720","35,324","38,458","18,568","23,981","17,664","23,069","29,253","31,916","28,851","30,708","41,561","43,372","42,096","48,907","51,813","42,406","50,042","47,507"
Market Cap Growth,43.98%,12.42%,40.99%,31.95%,-5.12%,15.85%,19.10%,22.30%,31.96%,-7.90%,-24.75%,-18.16%,-9.17%,-0.90%,25.92%,38.96%,30.05%,34.40%,58.34%,43.09%,-20.91%,-11.84%,-25.23%,-27.34%,20.90%,-47.59%,-32.86%,-49.99%,-40.02%,57.55%,33.09%,63.33%,33.11%,42.07%,35.90%,45.91%,59.27%,24.67%,-2.23%,18.88%,-
Enterprise Value,"29,466","31,193","29,640","26,621","28,499","35,311","33,425","31,956","37,268","33,728","26,545","27,454","34,111","33,926","33,450","37,286","43,240","44,485","52,378","54,142","37,937","42,765","43,177","42,759","45,547","28,513","34,339","28,830","34,433","41,663","43,024","39,586","40,456","52,084","50,860","49,703","55,680","57,723","48,654","55,652","53,117"
PE Ratio,10.00,9.77,8.86,6.49,7.11,8.70,7.03,6.16,8.53,8.57,8.03,11.01,13.51,14.25,16.46,16.49,9.89,9.50,10.56,10.71,10.19,12.68,13.95,15.27,15.88,43.18,22.39,-8832.02,-16.23,-106.76,-23.38,-65.87,33.02,16.37,6.14,4.47,4.24,3.79,3.88,4.66,4.76
PS Ratio,0.20,0.21,0.19,0.18,0.20,0.28,0.29,0.31,0.39,0.37,0.31,0.33,0.41,0.37,0.36,0.39,0.43,0.41,0.45,0.42,0.27,0.31,0.32,0.32,0.36,0.18,0.27,0.23,0.36,0.46,0.39,0.31,0.27,0.32,0.28,0.25,0.28,0.30,0.27,0.33,0.31
PB Ratio,1.40,1.42,1.32,1.19,1.25,1.58,1.48,1.40,1.66,1.46,1.16,1.20,1.54,1.51,1.51,1.67,1.83,1.84,2.19,2.22,1.47,1.66,1.67,1.67,1.76,0.99,1.21,0.92,1.23,1.64,1.81,1.65,1.67,2.21,2.07,1.92,2.08,2.07,1.64,1.93,1.83
P/FCF Ratio,7.90,12.15,11.81,6.28,12.36,10.21,6.92,7.05,8.53,9.03,7.03,8.25,8.73,7.61,8.86,9.60,10.98,14.83,16.88,29.06,20.54,17.69,30.53,13.92,13.27,9.43,16.64,54.02,-23.91,-41.14,32.04,12.03,6.52,8.08,5.02,4.62,4.56,3.84,4.65,4.80,4.56
P/OCF Ratio,4.89,6.64,6.48,4.23,6.08,6.03,4.81,4.88,6.07,6.26,4.98,5.67,6.42,5.79,6.49,7.05,7.34,8.68,9.76,11.17,7.28,6.93,7.82,6.42,6.95,4.03,6.27,6.90,24.33,30.96,14.40,8.24,5.24,6.39,4.20,3.85,3.89,3.42,3.92,4.14,3.93
Debt / Equity Ratio,0.34,0.33,0.32,0.31,0.31,0.36,0.34,0.35,0.36,0.36,0.36,0.44,0.40,0.43,0.43,0.42,0.40,0.41,0.42,0.41,0.42,0.47,0.44,0.45,0.44,0.61,0.64,0.79,0.78,0.82,0.83,0.81,0.75,0.70,0.61,0.53,0.49,0.46,0.44,0.44,0.44
Quick Ratio,0.99,0.88,0.91,0.92,0.96,1.13,1.17,1.21,1.23,1.22,1.13,1.29,1.29,1.21,1.27,1.22,1.15,1.07,1.06,0.95,0.96,0.86,0.88,0.84,0.88,0.79,0.89,1.19,1.01,0.92,0.89,0.85,0.86,0.79,0.90,0.90,0.96,0.99,1.07,1.05,1.05
Current Ratio,1.47,1.47,1.47,1.46,1.67,1.94,1.88,2.03,2.13,2.19,1.87,2.05,2.02,2.01,2.05,1.91,1.74,1.70,1.67,1.59,1.65,1.43,1.42,1.40,1.44,1.31,1.75,1.90,1.71,1.43,1.36,1.31,1.26,1.18,1.25,1.32,1.38,1.52,1.59,1.51,1.51
Interest Coverage,18.68,13.57,10.50,17.12,17.23,15.00,18.34,19.16,5.23,7.59,10.95,7.58,5.29,4.45,7.25,11.69,7.46,6.11,9.82,11.20,11.15,2.71,7.89,7.97,12.65,-18.74,12.21,-4.60,-3.24,-4.72,3.21,4.47,8.75,8.98,43.50,27.33,31.15,28.03,18.16,24.05,25.23
Return on Capital (ROIC),Upgrade,10.38%,10.93%,11.55%,14.15%,14.63%,14.50%,16.79%,18.00%,15.52%,13.87%,11.95%,8.98%,9.46%,8.69%,7.70%,8.26%,15.08%,15.81%,16.90%,16.82%,11.59%,10.13%,9.52%,8.83%,9.43%,1.54%,3.55%,-0.46%,-5.85%,-1.07%,-4.66%,-0.88%,4.82%,10.33%,23.31%,30.53%,34.37%,38.88%,30.75%,29.84%
Dividend Yield,1.70%,1.70%,1.90%,2.20%,2.10%,1.90%,2.20%,2.50%,2.40%,3.00%,4.10%,4.30%,3.50%,3.80%,3.90%,3.50%,3.00%,3.10%,2.70%,2.70%,4.30%,3.90%,4.00%,4.10%,3.80%,8.10%,6.40%,8.90%,6.90%,5.50%,5.00%,5.60%,5.20%,3.90%,3.70%,3.70%,3.10%,2.80%,3.40%,2.90%,3.07%
Payout Ratio,9.50%,16.10%,22.50%,13.70%,12.40%,21.40%,15.00%,14.30%,72.50%,57.10%,34.50%,45.10%,73.20%,102.90%,56.90%,36.60%,13.00%,73.40%,40.80%,39.80%,35.60%,264.70%,61.20%,60.80%,35.20%,-21.60%,31.90%,-86.00%,-111.40%,-56.60%,251.30%,86.70%,39.70%,44.30%,8.50%,13.60%,12.10%,12.30%,18.90%,13.60%,14.61%
Buyback Yield / Dilution,1.98%,3.60%,2.55%,2.75%,4.40%,3.73%,4.87%,6.79%,7.49%,8.72%,7.48%,6.88%,5.60%,4.25%,5.11%,4.13%,3.74%,4.21%,3.36%,3.17%,3.65%,3.24%,3.25%,3.28%,3.32%,2.39%,2.40%,1.45%,0.25%,0.25%,-0.25%,-0.25%,-,-0.25%,0.74%,4.41%,6.39%,9.56%,11.39%,10.51%,10.51%
Total Shareholder Return,3.68%,5.30%,4.45%,4.95%,6.50%,5.63%,7.07%,9.29%,9.89%,11.72%,11.58%,11.18%,9.10%,8.05%,9.01%,7.63%,6.74%,7.31%,6.06%,5.87%,7.95%,7.14%,7.25%,7.38%,7.12%,10.49%,8.80%,10.35%,7.15%,5.75%,4.75%,5.35%,5.20%,3.65%,4.44%,8.11%,9.49%,12.36%,14.79%,13.41%,13.58%
