,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,216.65,205.92,230.32,148.84,211.02,220.55,192.2,145.23,186.71,172.68,185.87,60.67,174.74,97.92,162.01,151.06,231.54,236.98,104.38,209,253,260,233,103,173,114,240,168,238,225,297,283,366,371,426,384,488,470,476,395
Depreciation & Amortization,45.78,48.02,53.96,60.58,52.41,54.53,57.26,63.77,56.29,57.2,63.9,71.46,62.25,65.95,66.14,69.73,63.93,63.8,63.87,65,57,56,58,58,45,50,42,45,43,49,45,48,52,55,52,58,51,55,56,57
Share-Based Compensation,11.26,17.73,9.87,10.17,9.16,17.88,8.58,11.23,7.46,13.68,6.41,8.19,6.76,13.27,7.12,5.51,11.65,16.18,8.41,11,5,18,9,8,9,17,10,10,8,17,8,9,9,18,11,10,12,19,18,13
Other Operating Activities,-106.17,-110.71,35.23,82.38,-116.38,-79.66,108.38,55.49,-96.73,-70.9,87.81,192.28,-62.8,14.09,113.43,109.39,-160.23,-69.01,190.44,29,-188,-11,20,103,17,51,19,113,5,-22,-189,-127,-84,-194,-109,-92,-97,-94,-27,139
Operating Cash Flow,167.52,160.95,329.38,301.97,156.21,213.3,366.43,275.73,153.73,172.66,343.99,332.59,180.95,191.23,348.7,335.68,146.89,247.95,367.09,314,127,323,320,272,244,232,311,336,294,269,161,213,343,250,380,360,454,450,523,604
Operating Cash Flow Growth,-5.04%,-23.51%,-6.85%,22.72%,-6.75%,32.52%,11.25%,-8.69%,-1.59%,-19.05%,-6.12%,20.62%,17.70%,10.76%,1.37%,0.93%,-18.82%,29.66%,5.27%,-6.46%,-13.54%,30.27%,-12.83%,-13.38%,92.13%,-28.17%,-2.81%,23.53%,20.49%,15.95%,-48.23%,-36.61%,16.67%,-7.06%,136.02%,69.01%,32.36%,80.00%,37.63%,67.78%
Capital Expenditures,-65.66,-90.55,-83.99,-147.19,-99.49,-71.38,-82.32,-120.67,-51.8,-53.92,-107.91,-70.63,-78.77,-52.38,-60.04,-46.1,-49.15,-53.93,-65.81,-70,-60,-47,-56,-58,-50,-43,-59,-45,-73,-74,-50,-58,-57,-106,-45,-48,-98,-95,-125,-127
Acquisitions,0,0,-29.81,-20.11,0,0,-469.91,-5.82,-7.2,-3.14,-9.12,-14.01,-7.07,-6.23,-9.13,-12.32,-8.12,-5.87,2.11,-1,2,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,13.49,11.13,10.46,18.17,7.29,-6.81,2.59,11.28,13.61,28.91,5.16,7.77,48.31,21.31,44.36,11.98,25.99,17.29,32.28,10,6,8,2,3,-2,13,9,-,15,2,-,12,-,-9,5,-3,2,-,9,12
Investing Cash Flow,-52.18,-79.42,-103.33,-149.13,-92.2,-78.19,-549.64,-115.22,-45.39,-28.15,-111.86,-76.87,-37.53,-37.31,-24.8,-46.45,-31.28,-42.51,-31.42,-61,-52,-39,-54,-57,-52,-30,-50,-47,-58,-72,-50,-46,-57,-115,-40,-51,-96,-95,-116,-115
