,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,160.19,47.56,-54.47,6.24,51.99,-27.46,130.7,476.92,313.08,245.54
Depreciation & Amortization,77.31,84.43,86.55,86.74,87.41,77.82,119.5,122.53,122.04,137.16
Share-Based Compensation,40.46,50.16,66,76.71,82.94,86.4,115.15,177.29,174.86,206.46
Other Operating Activities,26.59,-2.25,85.18,-34.49,25.42,148.38,-131.54,-407.94,-174.66,21.7
Operating Cash Flow,304.55,179.9,183.26,135.2,247.75,285.15,233.81,368.81,435.33,610.86
Operating Cash Flow Growth,35.55%,-40.93%,1.87%,-26.22%,83.24%,15.09%,-18.00%,57.74%,18.04%,40.32%
Capital Expenditures,-25.28,-30.63,-26.19,-25.44,-36.04,-64.41,-20.2,-24.71,-19.5,-23.81
Acquisitions,-323.53,-98.41,-165.8,-4.96,-3,-86.74,-483.48,-718.03,-250.43,-828.43
Change in Investments,0,-11,-45.17,14.28,-7.17,1.12,-11.25,55.43,71.76,-13.08
Other Investing Activities,-,-,-,-,-3,-,-11.05,-0.55,-3.04,-0.8
Investing Cash Flow,-348.8,-140.04,-237.16,-16.13,-49.21,-150.02,-525.97,-687.86,-201.2,-866.12
Share Issuance / Repurchase,-224.04,-64.9,0.02,-40.21,-84.35,-102.02,18.38,-8.43,-103.79,21.65
Debt Issued / Paid,353.75,56.25,90,-40,-72.85,25,312.77,431.65,-91.3,342.46
Other Financing Activities,-24.36,-33.51,-38.42,-37.89,-53.65,-45.94,-33.74,-52.96,-68.99,-95.8
Financing Cash Flow,105.35,-42.16,51.61,-118.11,-210.85,-122.96,297.41,370.26,-264.08,268.31
Exchange Rate Effect,-9.36,-17.95,6.81,1.07,-7.81,-2.57,0.03,-0.13,-24.2,2.85
Net Cash Flow,51.74,-20.24,4.52,2.04,-20.12,9.6,5.27,51.09,-54.16,15.91
Free Cash Flow,279.28,149.28,157.07,109.76,211.71,220.73,213.61,344.1,415.83,587.05
Free Cash Flow Growth,42.96%,-46.55%,5.22%,-30.12%,92.89%,4.26%,-3.23%,61.08%,20.85%,41.17%
Free Cash Flow Margin,20.58%,11.89%,13.77%,9.43%,17.05%,17.58%,14.65%,19.04%,21.51%,27.99%
Free Cash Flow Per Share,2.37,1.30,1.37,0.95,1.82,1.88,1.85,2.94,3.55,4.96
