,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"4,329","3,624","5,094","6,506","12,512","7,853","9,605","14,061","12,287","16,836","21,303"
Market Cap Growth,27.74%,-16.29%,40.57%,27.73%,92.31%,-37.24%,22.31%,46.39%,-12.62%,37.03%,-
Enterprise Value,"4,647","4,018","5,549","6,920","12,870","8,225","10,522","15,383","13,555","18,437","23,489"
PE Ratio,27.02,76.20,-93.52,1042.86,240.68,-285.98,73.49,29.48,39.24,68.57,90.45
PS Ratio,3.19,2.89,4.47,5.59,10.08,6.25,6.59,7.78,6.36,8.03,9.77
PB Ratio,5.07,4.21,6.05,7.35,14.31,6.53,6.68,6.90,5.35,6.29,7.59
P/FCF Ratio,15.50,24.28,32.43,59.28,59.10,35.58,44.97,40.86,29.55,28.68,35.62
P/OCF Ratio,14.21,20.14,27.79,48.12,50.50,27.54,41.08,38.13,28.22,27.56,34.51
EV/Sales Ratio,3.42,3.20,4.86,5.95,10.36,6.55,7.21,8.51,7.01,8.79,10.77
EV/EBITDA Ratio,17.11,31.97,112.68,54.18,81.59,58.26,31.82,27.24,23.64,30.77,37.71
EV/EBIT Ratio,23.92,97.38,-148.72,168.81,182.99,129.83,49.84,34.78,30.03,39.91,48.92
EV/FCF Ratio,16.64,26.92,35.33,63.05,60.79,37.26,49.26,44.71,32.60,31.41,39.27
Debt / Equity Ratio,0.72,0.78,0.89,0.80,0.74,0.56,0.85,0.81,0.67,0.71,0.87
Debt / EBITDA Ratio,2.25,5.32,15.26,5.58,4.08,4.74,3.69,2.92,2.69,3.15,3.93
Debt / FCF Ratio,2.19,4.48,4.79,6.49,3.04,3.03,5.71,4.79,3.70,3.22,4.10
Quick Ratio,0.84,0.76,0.70,0.66,0.56,1.05,1.06,1.11,1.15,0.66,0.99
Current Ratio,1.17,1.14,0.98,0.98,0.86,1.23,1.22,1.38,1.35,0.76,1.19
Asset Turnover,0.68,0.58,0.49,0.51,0.54,0.47,0.42,0.44,0.43,0.36,0.35
Interest Coverage,23.82,2.80,-1.25,0.97,1.69,1.47,2.76,8.76,8.32,3.57,3.24
Return on Equity (ROE),17.00%,5.60%,-6.40%,0.70%,5.90%,-2.20%,9.90%,27.60%,14.70%,9.60%,8.90%
Return on Assets (ROA),8.00%,2.20%,-2.30%,0.30%,2.30%,-1.00%,3.80%,11.70%,6.90%,4.20%,3.80%
Return on Capital (ROIC),11.54%,4.88%,-2.32%,2.61%,8.68%,-4.56%,7.70%,12.57%,9.19%,7.41%,6.41%
Earnings Yield,3.70%,1.31%,-1.07%,0.10%,0.42%,-0.35%,1.36%,3.39%,2.55%,1.46%,1.11%
FCF Yield,6.45%,4.12%,3.08%,1.69%,1.69%,2.81%,2.22%,2.45%,3.38%,3.49%,2.81%
Buyback Yield / Dilution,1.04%,3.31%,1.21%,-2.39%,-0.68%,0.37%,1.24%,-1.81%,0.11%,-0.93%,-1.23%
Total Shareholder Return,1.04%,3.31%,1.21%,-2.39%,-0.68%,0.37%,1.24%,-1.81%,0.11%,-0.93%,-1.23%
