,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"1,173","1,256","1,355","1,388","1,471","1,553","1,697","1,758","1,943","2,078"
Revenue Growth (YoY),5.93%,7.08%,7.84%,2.48%,5.94%,5.57%,9.30%,3.60%,10.50%,6.94%
Cost of Revenue,679.37,720.34,773.65,805.86,853.14,923.03,"1,008","1,063","1,129","1,219"
Gross Profit,493.8,535.85,581,582.44,617.66,629.66,688.6,694.83,814.27,858.64
"Selling, General & Admin",138.76,153.37,157.59,159.24,171.71,186,197.99,187.06,218.3,235.27
Research & Development,66.75,71.5,81.23,84.75,90.34,96.38,109.99,109.05,121.36,142.68
Operating Expenses,205.5,224.86,238.83,243.99,262.05,282.38,307.98,296.11,339.65,377.95
Operating Income,288.3,310.99,342.17,338.45,355.61,347.29,380.63,398.72,474.62,480.69
Interest Expense / Income,1.11,1.59,1.43,1,1.92,0.93,0.69,1.14,2.38,15.07
Other Expense / Income,-0.38,-7.04,-19.8,-3.52,-2.47,-0.88,-1.14,-0.15,-0.03,-8.96
Pretax Income,287.57,316.44,360.54,340.97,356.16,347.24,381.08,397.73,472.27,474.57
Income Tax,100.86,105.22,111.67,111.41,-8.88,75.35,84.41,86.26,109.35,107.93
Net Income,186.72,211.22,248.87,229.56,365.03,271.89,296.67,311.47,362.92,366.65
Net Income Growth,11.40%,13.12%,17.82%,-7.76%,59.01%,-25.52%,9.12%,4.99%,16.52%,1.03%
Shares Outstanding (Basic),85,81,79,78,77,77,77,76,73,73
Shares Outstanding (Diluted),85,82,80,78,78,77,77,76,73,73
Shares Change,-1.41%,-4.44%,-2.29%,-1.85%,-0.86%,-0.31%,-0.53%,-1.66%,-2.87%,-0.53%
EPS (Basic),2.20,2.60,3.13,2.95,4.73,3.52,3.86,4.12,4.95,5.03
EPS (Diluted),2.19,2.59,3.12,2.93,4.70,3.52,3.86,4.12,4.94,5.02
EPS Growth,12.89%,18.26%,20.46%,-6.09%,60.41%,-25.11%,9.66%,6.74%,19.90%,1.62%
Free Cash Flow,237.77,228.67,204.7,226.71,275.67,266.54,350.86,316.99,321.78,204.2
Free Cash Flow Per Share,2.80,2.81,2.58,2.91,3.57,3.45,4.57,4.20,4.39,2.80
Dividend Per Share,0.840,0.940,1.060,1.180,1.360,1.540,1.660,1.780,1.900,2.020
Dividend Growth,50.00%,11.90%,12.77%,11.32%,15.25%,13.24%,7.79%,7.23%,6.74%,6.32%
Gross Margin,42.09%,42.66%,42.89%,41.95%,41.99%,40.55%,40.58%,39.52%,41.91%,41.33%
Operating Margin,24.57%,24.76%,25.26%,24.38%,24.18%,22.37%,22.43%,22.68%,24.43%,23.14%
Profit Margin,15.92%,16.81%,18.37%,16.54%,24.82%,17.51%,17.48%,17.71%,18.68%,17.65%
Free Cash Flow Margin,20.27%,18.20%,15.11%,16.33%,18.74%,17.17%,20.67%,18.03%,16.56%,9.83%
Effective Tax Rate,35.07%,33.25%,30.97%,32.67%,-2.49%,21.70%,22.15%,21.69%,23.15%,22.74%
EBITDA,396.45,437.03,491.61,481.75,510.06,508.79,553.57,574.62,652.28,680.37
EBITDA Margin,33.79%,34.79%,36.29%,34.70%,34.68%,32.77%,32.62%,32.68%,33.57%,32.75%
Depreciation & Amortization,107.77,119,129.65,139.79,151.99,160.63,171.81,175.75,177.62,190.73
EBIT,288.68,318.03,361.97,341.97,358.08,348.16,381.76,398.87,474.65,489.65
EBIT Margin,24.61%,25.32%,26.72%,24.63%,24.35%,22.42%,22.50%,22.69%,24.43%,23.57%
