,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"5,025","5,240","6,884","8,066","10,076","10,339","14,100","12,146","13,117","12,194","12,568"
Market Cap Growth,23.82%,4.28%,31.37%,17.16%,24.93%,2.61%,36.37%,-13.86%,7.99%,-7.03%,-
Enterprise Value,"4,964","5,145","6,814","8,001","10,045","10,245","13,887","12,195","13,183","12,457","12,797"
PE Ratio,26.91,24.81,27.66,35.14,27.60,38.03,47.53,39.00,36.14,33.26,33.75
PS Ratio,4.28,4.17,5.08,5.81,6.85,6.66,8.31,6.91,6.75,5.87,5.82
PB Ratio,5.19,5.29,6.91,7.82,7.62,7.24,9.10,9.21,9.49,7.58,7.29
P/FCF Ratio,21.13,22.92,33.63,35.58,36.55,38.79,40.19,38.32,40.76,59.72,51.78
P/OCF Ratio,14.71,14.02,18.79,22.57,24.45,23.98,27.62,26.28,25.99,31.96,29.26
EV/Sales Ratio,4.23,4.10,5.03,5.76,6.83,6.60,8.18,6.94,6.79,6.00,5.92
EV/EBITDA Ratio,12.52,11.77,13.86,16.61,19.69,20.14,25.09,21.22,20.21,18.31,18.34
EV/EBIT Ratio,17.20,16.18,18.83,23.40,28.05,29.43,36.37,30.57,27.77,25.44,25.51
EV/FCF Ratio,20.88,22.50,33.29,35.29,36.44,38.44,39.58,38.47,40.97,61.00,52.72
Debt / Equity Ratio,0.01,0.05,0.00,0.05,-,-,0.00,0.08,0.08,0.17,0.15
Debt / EBITDA Ratio,0.02,0.12,0.00,0.10,-,-,0.00,0.17,0.18,0.40,0.37
Debt / FCF Ratio,0.04,0.23,0.00,0.22,-,-,0.00,0.32,0.36,1.35,1.05
Quick Ratio,0.66,0.89,0.73,0.83,0.73,0.86,1.04,0.69,0.73,0.71,0.74
Current Ratio,0.87,1.11,0.97,1.10,1.05,1.21,1.35,1.04,1.13,1.20,1.37
Asset Turnover,0.73,0.76,0.78,0.79,0.77,0.76,0.75,0.77,0.84,0.79,0.80
Interest Coverage,261.24,199.52,253.12,343.34,186.50,375.98,554.89,348.66,199.10,32.49,27.64
Return on Equity (ROE),17.20%,21.80%,26.10%,23.00%,30.70%,19.40%,19.70%,21.80%,27.00%,24.00%,22.80%
Return on Assets (ROA),11.70%,12.70%,14.30%,13.00%,19.10%,13.30%,13.10%,13.60%,15.60%,13.90%,13.70%
Return on Capital (ROIC),19.17%,19.88%,23.70%,21.06%,27.55%,19.03%,19.12%,22.00%,24.37%,19.72%,18.87%
Earnings Yield,3.72%,4.03%,3.62%,2.85%,3.62%,2.63%,2.10%,2.56%,2.77%,3.01%,2.97%
FCF Yield,4.73%,4.36%,2.97%,2.81%,2.74%,2.58%,2.49%,2.61%,2.45%,1.67%,1.93%
Dividend Yield,1.40%,1.50%,1.20%,1.10%,1.00%,1.10%,0.90%,1.10%,1.10%,1.20%,1.28%
Payout Ratio,38.20%,36.20%,33.90%,40.00%,28.80%,43.80%,43.00%,43.20%,38.40%,40.20%,43.05%
Buyback Yield / Dilution,1.41%,4.44%,2.29%,1.85%,0.86%,0.31%,0.53%,1.66%,2.87%,0.53%,0.22%
Total Shareholder Return,2.81%,5.94%,3.49%,2.95%,1.86%,1.41%,1.43%,2.76%,3.97%,1.73%,1.49%
