,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"10,511","10,580","9,697","11,893","11,162","10,231","16,486","16,199","18,964","20,609","18,898","18,510","19,135","19,372","19,813","20,965","19,782","20,397","21,028","21,852","24,644","26,219","29,995","29,089","27,796","27,645","30,562","29,026","29,518","28,055","27,818","30,616","31,480","31,742","28,206","29,572","29,897","27,831","25,405","26,547","24,626"
Market Cap Growth,7.89%,14.98%,5.88%,27.18%,6.20%,-3.31%,70.02%,36.20%,69.89%,101.44%,14.63%,14.27%,0.90%,-6.00%,4.84%,13.27%,3.38%,5.29%,6.13%,4.23%,24.58%,28.54%,42.64%,33.12%,12.79%,5.44%,1.89%,-0.22%,6.20%,1.48%,-8.98%,5.48%,6.65%,13.14%,1.39%,-3.41%,-5.03%,-12.32%,-9.93%,-10.23%,-
Enterprise Value,"15,598","15,590","14,701","17,059","16,256","19,999","26,458","26,526","28,934","30,502","28,840","28,648","29,061","29,618","30,284","31,960","30,509","31,240","32,290","33,566","36,451","38,132","42,251","41,787","40,497","40,460","43,569","43,292","44,177","42,634","42,476","46,190","46,574","47,038","44,515","46,838","47,758","45,852","43,578","45,302","43,381"
PE Ratio,12.66,19.89,19.19,24.49,14.25,31.62,22.58,22.51,13.68,28.36,21.74,23.77,13.40,24.29,22.96,12.11,12.67,22.05,22.51,26.61,14.65,27.77,31.96,29.78,15.35,28.57,28.61,30.32,14.46,25.38,23.96,34.09,13.90,27.57,23.33,29.22,14.72,23.99,20.08,30.37,18.50
PS Ratio,2.13,2.13,1.96,2.38,2.38,2.21,3.11,2.73,2.82,2.81,2.57,2.48,2.52,2.55,2.62,2.74,2.59,2.66,2.75,2.85,3.17,3.41,3.92,3.87,3.83,3.83,4.21,4.01,3.77,3.53,3.46,3.68,3.69,3.53,3.05,3.08,3.12,3.00,2.75,2.99,2.77
PB Ratio,2.41,2.41,2.19,2.67,2.46,1.20,1.89,1.87,2.14,2.33,2.12,2.07,2.09,2.11,2.15,2.21,2.04,2.09,2.14,2.23,2.46,2.61,2.98,2.87,2.68,2.65,2.92,2.76,2.73,2.58,2.54,2.80,2.79,2.80,2.48,2.59,2.56,2.38,2.16,1.11,1.03
P/FCF Ratio,19.34,17.55,16.57,23.20,24.18,26.51,40.69,65.29,272.08,75.38,59.86,38.29,28.15,28.45,35.87,53.01,164.71,107.58,87.62,109.09,74.72,103.92,178.65,205.87,328.17,-282.67,-3433.96,335.56,-689.68,-89.75,-164.51,6123.18,-143.03,57.86,94.78,-123.16,-109.35,-41.54,-77.79,150.24,139.37
P/OCF Ratio,8.54,8.23,7.63,9.79,9.32,8.96,13.83,13.10,14.66,12.42,10.49,9.53,9.10,9.13,9.23,9.85,9.51,9.03,9.04,9.33,10.08,11.46,13.49,12.77,11.85,12.02,12.56,11.83,13.44,14.76,13.62,13.59,15.49,11.69,10.98,14.18,14.51,15.64,12.38,10.45,9.70
Debt / Equity Ratio,1.18,1.15,1.15,1.17,1.14,1.17,1.15,1.19,1.13,1.12,1.12,1.14,1.09,1.12,1.14,1.16,1.11,1.11,1.15,1.20,1.18,1.19,1.22,1.26,1.23,1.23,1.24,1.36,1.36,1.35,1.34,1.42,1.34,1.35,1.43,1.52,1.53,1.54,1.55,0.79,0.79
Quick Ratio,0.65,0.63,0.55,0.42,0.46,0.40,0.33,0.40,0.50,0.44,0.44,0.53,0.60,0.37,0.32,0.36,0.39,0.37,0.29,0.41,0.51,0.31,0.33,0.38,0.42,0.28,0.33,0.30,0.46,0.42,0.34,0.41,0.51,0.90,0.96,0.81,0.48,0.33,0.32,0.34,0.34
Current Ratio,1.08,1.31,1.20,0.92,0.85,0.77,0.82,0.81,0.85,0.83,0.90,0.89,0.90,0.64,0.60,0.57,0.55,0.59,0.51,0.67,0.69,0.55,0.63,0.66,0.65,0.49,0.61,0.50,0.63,0.68,0.65,0.71,0.79,0.69,0.82,0.69,0.75,0.60,0.60,0.51,0.51
Asset Turnover,Upgrade,0.11,0.07,0.07,0.08,0.09,0.03,0.06,0.06,0.08,0.05,0.06,0.07,0.08,0.05,0.05,0.07,0.07,0.05,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.04,0.05,0.05,0.07,0.04,0.05,0.06,0.07,0.05,0.05,0.06,0.07,0.04,0.05,0.05
Interest Coverage,6.13,4.08,4.07,4.07,6.01,2.67,3.33,3.55,5.84,3.32,4.03,3.53,5.90,3.55,3.79,3.91,5.11,3.05,2.70,2.46,4.36,2.54,2.47,2.85,4.84,2.72,3.03,3.14,5.27,3.07,3.31,2.88,6.22,3.41,3.17,2.53,3.89,2.38,2.59,1.76,1.76
Return on Equity (ROE),Upgrade,13.98%,14.15%,13.80%,13.22%,12.70%,6.14%,6.66%,7.36%,8.93%,10.05%,10.37%,10.49%,10.38%,10.54%,10.48%,12.69%,12.77%,13.02%,13.14%,10.80%,10.89%,10.90%,10.87%,11.19%,11.25%,11.27%,11.51%,11.44%,11.66%,11.91%,12.03%,11.89%,12.04%,12.09%,12.13%,12.35%,11.58%,11.55%,11.60%,5.58%
Return on Assets (ROA),Upgrade,4.11%,4.26%,4.15%,3.88%,3.81%,1.83%,2.02%,2.18%,2.71%,3.05%,3.14%,3.12%,3.17%,3.17%,3.12%,3.81%,3.90%,3.98%,3.96%,3.17%,3.23%,3.23%,3.19%,3.25%,3.35%,3.35%,3.40%,3.24%,3.35%,3.42%,3.43%,3.34%,3.48%,3.46%,3.39%,3.37%,3.16%,3.15%,3.15%,3.03%
Return on Capital (ROIC),Upgrade,7.51%,7.64%,7.45%,7.11%,6.96%,3.31%,3.63%,3.91%,4.71%,5.32%,5.48%,5.49%,5.60%,5.63%,5.54%,6.63%,6.93%,7.08%,7.10%,5.87%,5.93%,6.00%,5.97%,6.04%,6.21%,6.09%,6.10%,5.79%,5.74%,5.86%,5.89%,5.61%,5.82%,5.87%,5.61%,5.45%,5.25%,5.31%,5.51%,3.88%
