,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,207.6,133,126.3,121.4,195.8,80.9,182.5,179.9,346.5,181.7,217.3,194.7,356.9,199.4,215.7,432.9,390.4,231.3,233.5,205.3,420.4,236,234.6,244.2,452.8,241.9,267.1,239.3,510.4,276.3,290.3,224.5,566.2,287.8,302.3,253,507.8,290,316.3,218.5
Depreciation & Amortization,102.6,103.7,102.8,106.4,106.5,108.2,108.6,174.1,192.6,191.9,194.1,195.5,181.1,194.6,197.7,201.2,205.1,208.6,206.7,212.8,217.7,226.4,229.9,233.8,236.2,239.1,242.5,245,249.3,261.4,266.2,271.6,275.1,278.1,279.6,280.3,284.6,305.5,313.9,320.3
Share-Based Compensation,-67.3,39,58.9,39.4,-25.2,-41.4,0.8,-68.7,109.3,-23.4,0.7,-13.1,-10.8,-6.7,-7.8,-4,13.7,7.1,-2.2,-9.4,-14.1,-1.9,-7.5,-8.4,14.9,0,-20.1,-0.2,-8.8,-9.2,-8.5,-9.3,1.9,0,0,0,0,0,-7,-9.7
Other Operating Activities,-62.2,109.4,48.2,46.1,-114,182,94.3,72,-428,345.7,116.1,120.7,-145.6,327.3,147.8,-151.4,-276.3,447,181.4,86.1,-186.7,275.2,98.5,79.9,-199.1,209.5,199.6,86,-504.6,-133.3,283,293.7,-817.2,510.9,103.9,-236.4,-791.2,200.6,335,255
Operating Cash Flow,180.7,385.1,336.2,313.3,163.1,329.7,386.2,357.3,220.4,695.9,528.2,497.8,381.6,714.6,553.4,478.7,332.9,894,619.4,494.8,437.3,735.7,555.5,549.5,504.8,690.5,689.1,570.1,246.3,395.2,831,780.5,26,"1,077",685.8,296.9,1.2,796.1,958.2,784.1
Operating Cash Flow Growth,-0.44%,16.59%,-4.27%,-15.05%,-9.74%,-14.39%,14.87%,14.04%,35.13%,111.07%,36.77%,39.32%,73.14%,2.69%,4.77%,-3.84%,-12.76%,25.10%,11.93%,3.36%,31.36%,-17.71%,-10.32%,11.05%,15.44%,-6.14%,24.05%,3.75%,-51.21%,-42.77%,20.59%,36.91%,-89.44%,172.47%,-17.47%,-61.96%,-95.38%,-26.07%,39.72%,164.10%
Capital Expenditures,-189.7,-129.2,-176.3,-207.5,-223.1,-149.5,-207,-408.6,-458.8,-312,-306.7,-381.4,-423.6,-329.7,-460.3,-519.2,-650.3,-439.6,-475.9,-575,-625.2,-358.8,-496.4,-656.3,-749.3,-496.1,-541.1,-581.5,-620.1,-470.6,-539.5,-617.8,-624.9,-383.5,-645.3,-671.9,-633.4,-499.4,-574.3,-655.8
Acquisitions,-2.6,-3.9,-4,-2.6,-2.6,-1.3,"-1,330.7",-3.5,-3.1,97.5,-109.6,-15,-15.2,-27.6,-248.9,-12.8,-46.3,-12.8,-96.7,-154.8,-90.6,-271.6,-18.5,-15.4,-15.3,-3,-6,-6.2,-610.5,-119.4,-0.3,-0.1,-0.1,-21.1,-9.2,-372,-25.2,-774.1,-266.3,-18.2
Change in Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33,-,574.9,523.2,-0.2,-,656.2,-,-34,541,-,581,-25.4,-,-,-,-15.4,-,-,-,-10.4,-,-
Other Investing Activities,-8.7,-6,6.5,-5.9,-2.2,-5.5,14.8,-4.6,40.3,26.1,155.6,3.9,10.3,31.7,10.9,3.9,9,49.6,11.6,-568.3,-471.8,24,55.1,-652.6,4.2,70.1,-537.1,30.8,-594.1,74.1,6.5,3.8,1.9,81.8,55.2,-4.5,2.1,16,7.1,3.7
Investing Cash Flow,-201,-139.1,-173.8,-216,-227.9,-156.3,"-1,522.9",-416.7,-421.6,-188.4,-260.7,-392.5,-428.5,-325.6,-698.3,-528.1,-687.6,-435.8,-561,-723.2,-664.4,-606.6,-459.8,-668.1,-760.4,-463,-543.2,-556.9,"-1,243.7",-541.3,-533.3,-614.1,-623.1,-338.2,-599.3,"-1,048.4",-656.5,"-1,267.9",-833.5,-670.3
Dividends Paid,-86.6,-88.1,-87.9,-88,-88,-95.3,-95.2,-120.4,-144.5,-156.2,-156.2,-156.2,-156.3,-164.1,-164.2,-164.1,-164.1,-174.2,-174.5,-174.3,-174.3,-186.2,-186.1,-186.1,-186.1,-199.5,-199.5,-199.5,-199.5,-213.7,-213.8,-213.7,-213.6,-229.6,-229.4,-229.5,-229.4,-246.1,-246,-246
Common Stock Issued,181.4,-134,240.3,79.8,160.4,-46.2,"1,403",81.4,937.2,-177.2,45,67,272,-183.9,324.1,228.7,681.3,-242.2,772.7,427.1,807,87.7,135,409.7,720.3,356,155,662.3,"2,190",744.7,278.1,74.5,"1,762",0,0,0,0,0,351.4,"1,059"
