,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-03-27,2016-06-26,2016-09-25,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-03-28,2021-06-27,2021-09-26,2021-12-31,2022-03-27,2022-06-26,2022-09-25,2022-12-31,2023-04-02,2023-07-02,2023-10-01
Cash & Equivalents,431.98,421.65,237.38,286.38,303.24,308.76,325.01,276.46,338.37,392.56,476.49,499.46,543.79,689.13,676.21,"1,018",333.56,378.87,346.3,356.28,357.16,271.21,303.9,257.54,301.08,406.48,553.54,347.48,375.88,324.63,361.78,481.17,445.08,466.66,308.12,397.26,292.03,264.14,250.82,881.5
Cash & Cash Equivalents,431.98,421.65,237.38,286.38,303.24,308.76,325.01,276.46,338.37,392.56,476.49,499.46,543.79,689.13,676.21,"1,018",333.56,378.87,346.3,356.28,357.16,271.21,303.9,257.54,301.08,406.48,553.54,347.48,375.88,324.63,361.78,481.17,445.08,466.66,308.12,397.26,292.03,264.14,250.82,881.5
Cash Growth,28.17%,37.54%,-15.65%,-12.27%,-29.80%,-26.77%,36.91%,-3.46%,11.59%,27.14%,46.61%,80.66%,60.71%,75.55%,41.92%,103.74%,-38.66%,-45.02%,-48.79%,-64.99%,7.08%,-28.42%,-12.25%,-27.71%,-15.70%,49.87%,82.15%,34.92%,24.84%,-20.14%,-34.64%,38.47%,18.41%,43.75%,-14.83%,-17.44%,-34.39%,-43.40%,-18.60%,121.90%
Receivables,295.29,295.51,301.72,287.18,273.7,284.83,286.37,273,262.42,274.66,273.53,261.83,271.99,282.87,303.7,306.47,345.88,359.14,359.12,374.34,366.29,375.76,382.14,396.66,418.67,441.71,374.89,390.48,395.07,401.11,414.2,399.74,383.57,407.16,415.3,391.25,408.83,410.02,429.31,425.19
Inventory,333.62,349.75,356.47,353.23,335.59,338.74,347.1,345.9,330.28,338.91,338.47,341.83,316.17,355.29,368.53,382.42,395.74,403.68,405.43,411.07,427.78,445.57,461.32,472.59,476.56,488.86,514.76,526.13,513.2,512.28,490.32,484.35,477.64,491.42,510.53,530.09,578.51,614.11,631.56,625.08
Other Current Assets,139.66,153.71,145.69,150.42,83.38,138.45,144.03,140.79,72.78,78.89,73.24,60.75,51.44,67.84,59.18,60.29,53.63,63.47,74.43,99.13,84.94,90.08,97.78,110.81,110.02,109.74,101.44,156.48,138.28,140.76,170.93,176.58,122.82,128.96,151.4,140.78,131.61,139.79,134.12,165.5
Total Current Assets,"1,201","1,221","1,041","1,077",995.91,"1,071","1,103","1,036","1,004","1,085","1,162","1,164","1,183","1,395","1,408","1,767","1,129","1,205","1,185","1,241","1,236","1,183","1,245","1,238","1,306","1,447","1,545","1,421","1,422","1,379","1,437","1,542","1,429","1,494","1,385","1,459","1,411","1,428","1,446","2,097"
"Property, Plant & Equipment",325.9,328.68,343.41,347.23,317.44,310.11,315.54,313.24,316.12,318.18,314.67,322.02,302.9,355.23,369.3,374.46,383,389.52,410.98,421.27,432.77,522.24,533.02,544.76,543.88,534.74,534.38,548.17,574.55,562.2,564.86,576.32,573.41,560.41,547.99,534.4,578.42,585.63,587.82,588.07
Long-Term Investments,1.72,1.51,1.47,1.08,1.15,0.73,0.4,0.32,0,0.2,0.24,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"2,610","2,623","2,607","2,560","2,540","2,477","2,503","2,496","2,496","2,492","2,476","2,470","2,368","3,436","3,467","3,493","4,619","4,655","4,527","4,486","4,572","4,522","4,492","4,407","4,402","4,630","4,604","4,593","5,106","5,036","4,919","4,860","4,793","4,736","4,688","4,592","4,843","4,817","4,774","4,709"
