,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"52,879","52,678","53,315","54,498","59,074","60,512","56,954","48,677","55,843","55,834","55,958","58,964","61,674","62,225","68,285","71,972","82,364","87,065","79,931","75,217","61,953","67,538","72,517","68,884","77,602","68,119","83,933","85,932","110,043","115,080","133,456","127,641","139,089","116,186","92,272","82,965","106,433","100,526","103,507","96,523","118,117"
Market Cap Growth,50.89%,20.66%,23.04%,19.92%,11.72%,14.87%,6.83%,-10.68%,-5.47%,-7.73%,-1.75%,21.13%,10.44%,11.45%,22.03%,22.06%,33.55%,39.92%,17.05%,4.51%,-24.78%,-22.43%,-9.28%,-8.42%,25.26%,0.86%,15.74%,24.75%,41.80%,68.94%,59.00%,48.54%,26.40%,0.96%,-30.86%,-35.00%,-23.48%,-13.48%,12.18%,16.34%,-
Enterprise Value,"55,636","56,273","56,453","57,000","61,384","64,842","56,930","47,878","54,542","55,718","55,671","58,310","60,414","62,030","67,673","70,725","80,340","86,020","78,201","73,672","60,444","68,577","74,600","70,395","77,728","69,646","85,657","86,652","109,398","116,045","133,531","128,700","139,084","118,196","94,241","84,532","107,506","103,374","106,391","98,871","120,465"
PE Ratio,18.04,17.24,17.01,16.41,17.93,18.01,16.90,14.76,16.69,17.56,17.76,18.53,19.47,18.46,19.88,20.54,16.63,16.80,14.80,13.26,14.39,15.82,17.27,16.79,17.34,16.11,18.90,18.34,22.31,21.61,24.31,21.98,23.57,18.93,15.81,14.92,20.56,20.52,19.95,17.92,22.27
PS Ratio,5.19,5.07,4.98,4.92,5.33,5.44,5.06,4.30,4.90,4.94,5.00,5.30,5.03,4.89,5.19,5.20,6.06,6.18,5.53,5.18,4.36,4.84,5.23,4.92,5.34,4.57,5.59,5.47,6.79,6.81,7.39,6.81,7.18,5.91,4.76,4.45,5.96,5.77,5.96,5.50,6.72
PB Ratio,2.00,1.99,1.98,2.01,2.16,2.21,2.05,1.73,1.96,1.97,1.96,2.04,2.12,2.13,2.31,2.40,2.59,2.72,2.49,2.32,1.91,2.16,2.27,2.13,2.31,2.06,2.56,2.54,3.12,3.25,3.70,3.47,3.69,3.10,2.49,2.23,2.82,2.67,2.71,2.50,3.06
P/FCF Ratio,14.90,16.70,19.30,18.74,19.55,22.96,19.74,16.60,20.07,19.98,24.80,29.93,28.63,24.25,19.83,19.35,21.70,22.89,20.53,19.80,21.58,24.45,32.39,36.35,29.51,35.42,31.01,30.84,31.01,29.37,33.74,26.95,30.22,24.96,20.56,18.96,24.06,22.26,26.46,25.49,31.20
P/OCF Ratio,14.52,16.23,18.75,18.28,19.14,21.74,18.67,15.61,18.59,18.94,23.22,27.83,27.13,23.27,19.23,18.69,20.85,21.91,19.70,18.98,20.15,22.58,29.18,32.02,26.91,31.38,28.39,28.45,29.40,28.01,31.57,25.50,28.13,22.80,18.78,16.93,21.48,20.17,23.94,23.31,28.53
Debt / Equity Ratio,0.28,0.31,0.32,0.33,0.30,0.33,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.19,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.19,0.19,0.15,0.18,0.22,0.21,0.23,0.20,0.18,0.23,0.25,0.25,0.23,0.23,0.22,0.23,0.25,0.25,0.25
Interest Coverage,23.08,21.38,19.42,19.84,19.81,22.18,23.88,24.70,23.35,19.14,23.39,24.23,24.18,18.34,26.58,31.15,33.17,30.43,31.67,32.35,26.52,30.37,26.48,28.04,32.39,18.22,31.88,34.85,37.57,28.58,40.08,46.81,43.42,32.46,27.57,35.72,30.70,27.14,27.22,23.16,26.65
Return on Capital (ROIC),Upgrade,8.46%,8.56%,8.81%,9.21%,9.34%,9.40%,10.51%,10.23%,10.15%,9.78%,9.61%,9.53%,9.54%,9.87%,10.08%,10.13%,13.53%,14.09%,14.68%,15.17%,11.68%,11.58%,10.76%,10.55%,11.24%,10.44%,10.47%,10.56%,10.48%,11.88%,12.44%,12.07%,11.89%,12.53%,12.74%,12.21%,11.03%,10.14%,9.71%,10.07%
Dividend Yield,2.10%,2.20%,2.30%,2.30%,2.20%,2.20%,2.40%,2.80%,2.60%,2.60%,2.60%,2.50%,2.40%,2.40%,2.30%,2.20%,1.90%,1.90%,2.20%,2.40%,3.10%,2.90%,2.80%,2.90%,2.60%,3.10%,2.50%,2.50%,2.00%,2.00%,1.80%,1.90%,1.80%,2.30%,3.00%,3.40%,2.80%,2.90%,2.90%,3.10%,2.57%
Payout Ratio,33.80%,43.20%,40.30%,35.30%,39.70%,44.30%,44.30%,42.90%,42.00%,57.70%,47.80%,43.00%,44.20%,47.40%,47.50%,42.90%,17.60%,42.70%,43.20%,41.20%,54.80%,49.60%,51.10%,45.80%,39.40%,69.90%,45.90%,40.60%,35.80%,52.50%,45.70%,37.40%,38.20%,51.60%,68.50%,52.30%,58.20%,64.80%,54.80%,46.50%,57.21%
