,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"26,152","28,788","29,532","42,377","44,864","59,134","67,337","90,176","58,596","49,992","46,967"
Market Cap Growth,19.48%,10.08%,2.58%,43.49%,5.87%,31.81%,13.87%,33.92%,-35.02%,-14.68%,-
Enterprise Value,"37,897","40,858","41,136","58,222","61,269","82,869","92,522","116,893","86,400",-,"75,676"
PE Ratio,66.97,18.93,82.73,95.33,66.86,68.52,63.77,82.28,34.98,33.28,31.28
PS Ratio,7.09,7.86,7.53,9.73,8.27,10.24,11.53,14.22,8.39,7.16,6.73
PB Ratio,3.89,4.06,3.91,3.43,3.73,5.63,7.12,10.92,7.87,0,7.36
P/FCF Ratio,29.52,32.43,32.51,51.93,58.95,92.25,47.06,60.20,37.37,29.37,23.17
P/OCF Ratio,15.70,16.02,16.57,20.73,17.93,21.90,22.04,33.07,20.36,15.99,15.18
EV/Sales Ratio,10.27,11.15,10.49,13.37,11.30,14.35,15.84,18.44,12.37,-,10.84
EV/EBITDA Ratio,18.32,19.55,19.57,24.40,20.29,26.10,26.05,32.05,20.76,-,20.16
EV/EBIT Ratio,35.88,38.76,41.42,50.91,41.09,51.76,47.59,58.36,35.21,-,37.84
EV/FCF Ratio,42.77,46.02,45.28,71.34,80.51,129.28,64.66,78.03,55.10,-,37.33
Debt / Equity Ratio,1.77,1.73,1.61,1.31,1.39,2.28,2.69,3.27,3.75,0,4.52
Debt / EBITDA Ratio,5.60,5.70,5.83,5.10,5.35,5.25,6.74,6.97,6.49,11.75,7.68
Debt / FCF Ratio,13.09,13.43,13.48,14.91,21.23,26.02,16.72,16.97,17.23,16.43,14.22
Quick Ratio,0.59,0.58,0.98,0.55,0.55,0.41,0.34,0.41,0.32,0,1.14
Current Ratio,1.06,1.15,1.38,0.88,0.87,0.63,0.56,0.62,0.45,0,0.40
Asset Turnover,0.17,0.17,0.17,0.14,0.17,0.15,0.15,0.16,0.18,0,0.18
Interest Coverage,1.73,1.79,1.84,1.77,2.23,2.29,2.70,3.05,3.47,-2.79,-2.63
Return on Equity (ROE),5.64%,22.65%,5.04%,5.88%,5.44%,7.17%,10.06%,11.58%,20.28%,20.16%,23.49%
Return on Assets (ROA),1.90%,7.19%,1.62%,1.96%,2.08%,2.63%,2.74%,2.83%,4.29%,3.86%,3.89%
Return on Capital (ROIC),5.51%,5.63%,4.69%,5.00%,4.89%,5.31%,5.31%,5.63%,6.81%,6.80%,6.65%
Earnings Yield,1.49%,5.28%,1.21%,1.05%,1.50%,1.46%,1.57%,1.22%,2.86%,3.00%,3.19%
FCF Yield,3.39%,3.08%,3.08%,1.93%,1.70%,1.08%,2.13%,1.66%,2.68%,3.40%,4.32%
Dividend Yield,2.56%,4.03%,4.34%,3.63%,4.22%,3.42%,3.25%,2.63%,4.44%,5.45%,5.79%
Payout Ratio,171.22%,76.29%,359.45%,346.11%,282.41%,234.65%,207.39%,216.51%,155.34%,181.29%,180.92%
Buyback Yield / Dilution,-11.35%,-0.24%,-2.04%,-12.42%,-8.29%,-0.72%,-1.67%,-2.12%,-,-0.46%,-0.23%
Total Shareholder Return,-8.79%,3.79%,2.30%,-8.79%,-4.07%,2.70%,1.58%,0.51%,4.44%,4.98%,5.55%
