,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"4,830","4,293","5,727","7,309","7,133","9,015","11,226","14,773","12,872","12,121","15,082"
Market Cap Growth,4.32%,-11.12%,33.39%,27.63%,-2.41%,26.38%,24.52%,31.60%,-12.87%,-5.84%,-
Enterprise Value,"5,604","5,374","6,657","8,816","8,365","10,123","12,266","15,425","13,569","13,868","16,830"
PE Ratio,19.57,20.34,21.07,24.71,18.90,26.74,44.99,32.51,25.09,24.86,31.21
PS Ratio,2.83,2.54,3.17,3.54,3.16,4.11,5.29,6.25,4.97,4.61,5.74
PB Ratio,5.34,6.51,6.73,6.33,4.92,5.70,6.38,6.84,5.61,4.67,5.81
P/FCF Ratio,19.72,21.42,20.82,25.27,17.18,28.18,24.80,29.09,27.86,19.97,24.86
P/OCF Ratio,16.76,16.39,17.11,20.49,14.14,23.54,22.34,27.06,25.09,18.90,23.52
EV/Sales Ratio,3.29,3.18,3.68,4.27,3.71,4.61,5.78,6.53,5.24,5.28,6.40
EV/EBITDA Ratio,13.11,13.99,14.47,16.10,13.79,17.20,27.44,21.92,17.59,17.63,21.39
EV/EBIT Ratio,15.25,16.85,17.08,19.30,16.79,21.17,36.76,25.72,20.20,20.55,24.94
EV/FCF Ratio,22.88,26.81,24.20,30.48,20.14,31.64,27.09,30.38,29.37,22.85,27.74
Debt / Equity Ratio,0.90,1.71,1.17,1.38,0.92,0.80,0.71,0.44,0.38,0.72,0.72
Debt / EBITDA Ratio,1.91,2.94,2.17,2.92,2.19,2.14,2.79,1.35,1.12,2.37,2.37
Debt / FCF Ratio,3.33,5.64,3.62,5.52,3.20,3.94,2.76,1.87,1.86,3.07,3.07
Quick Ratio,1.10,1.51,1.50,0.92,1.68,1.43,1.87,1.77,0.84,1.21,1.21
Current Ratio,1.81,2.45,2.25,1.37,2.52,2.12,2.81,2.62,1.36,2.11,2.11
Asset Turnover,0.80,0.74,0.76,0.65,0.64,0.63,0.57,0.64,0.68,0.59,0.59
Interest Coverage,24.45,17.62,18.28,12.48,10.05,10.14,10.37,23.52,29.97,11.34,11.34
Return on Equity (ROE),26.70%,26.90%,35.60%,28.90%,27.30%,22.50%,14.60%,22.60%,23.10%,19.30%,19.30%
Return on Assets (ROA),11.60%,9.20%,11.40%,9.40%,10.70%,9.70%,6.70%,12.30%,13.40%,10.90%,10.90%
Return on Capital (ROIC),14.93%,12.45%,15.50%,11.92%,15.22%,13.30%,9.62%,15.65%,17.59%,11.95%,11.95%
Earnings Yield,5.11%,4.92%,4.75%,4.05%,5.29%,3.74%,2.22%,3.08%,3.99%,4.02%,3.23%
FCF Yield,5.07%,4.67%,4.80%,3.96%,5.82%,3.55%,4.03%,3.44%,3.59%,5.01%,4.02%
Dividend Yield,1.00%,1.30%,1.00%,0.90%,1.00%,0.90%,0.80%,0.70%,1.00%,1.20%,1.03%
Payout Ratio,19.60%,25.90%,20.80%,21.60%,19.20%,24.40%,35.40%,21.50%,24.50%,30.80%,32.15%
Buyback Yield / Dilution,0.97%,4.87%,5.92%,-1.17%,-1.25%,1.24%,-0.47%,-0.45%,0.83%,1.06%,1.06%
Total Shareholder Return,1.97%,6.17%,6.92%,-0.27%,-0.25%,2.14%,0.33%,0.25%,1.83%,2.26%,2.09%
