,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"12,466","17,928","27,638","40,653","55,838","70,697","85,965","117,929","116,609","134,902"
Revenue Growth (YoY),58.36%,43.82%,54.16%,47.09%,37.35%,26.61%,21.60%,37.18%,-1.12%,15.69%
Cost of Revenue,"2,153","2,867","3,789","5,454","9,355","12,770","16,692","22,649","25,249","25,959"
Gross Profit,"10,313","15,061","23,849","35,199","46,483","57,927","69,273","95,280","91,360","108,943"
"Selling, General & Admin","2,653","4,020","5,503","7,242","11,297","20,341","18,155","23,872","27,078","23,709"
Research & Development,"2,666","4,816","5,919","7,754","10,273","13,600","18,447","24,655","35,338","38,483"
Operating Expenses,"5,319","8,836","11,422","14,996","21,570","33,941","36,602","48,527","62,416","62,192"
Operating Income,"4,994","6,225","12,427","20,203","24,913","23,986","32,671","46,753","28,944","46,751"
Other Expense / Income,84,31,-91,-391,-448,-826,-509,-531,125,-677
Pretax Income,"4,910","6,194","12,518","20,594","25,361","24,812","33,180","47,284","28,819","47,428"
Income Tax,"1,970","2,506","2,301","4,660","3,249","6,327","4,034","7,914","5,619","8,330"
Net Income,"2,940","3,688","10,217","15,934","22,112","18,485","29,146","39,370","23,200","39,098"
Preferred Dividends,15,19,29,14,1,0,0,0,0,0
Net Income Common,"2,925","3,669","10,188","15,920","22,111","18,485","29,146","39,370","23,200","39,098"
Net Income Growth,96.18%,25.44%,177.68%,56.26%,38.89%,-16.40%,57.67%,35.08%,-41.07%,68.53%
Shares Outstanding (Basic),"2,614","2,803","2,863","2,901","2,890","2,854","2,851","2,815","2,687","2,574"
Shares Outstanding (Diluted),"2,664","2,853","2,925","2,956","2,921","2,876","2,888","2,859","2,702","2,629"
Shares Change,5.84%,7.09%,2.52%,1.06%,-1.18%,-1.54%,0.42%,-1.00%,-5.49%,-2.70%
EPS (Basic),1.12,1.31,3.56,5.49,7.65,6.48,10.22,13.99,8.63,15.19
EPS (Diluted),1.10,1.29,3.49,5.39,7.57,6.43,10.09,13.77,8.59,14.87
EPS Growth,83.33%,17.27%,170.54%,54.44%,40.45%,-15.06%,56.92%,36.47%,-37.62%,73.11%
Free Cash Flow,"5,495","7,797","11,617","17,483","15,359","21,212","23,632","39,116","19,289","44,068"
Free Cash Flow Per Share,2.10,2.78,4.06,6.03,5.32,7.43,8.29,13.90,7.18,17.12
Gross Margin,82.73%,84.01%,86.29%,86.58%,83.25%,81.94%,80.58%,80.79%,78.35%,80.76%
Operating Margin,40.06%,34.72%,44.96%,49.70%,44.62%,33.93%,38.01%,39.65%,24.82%,34.66%
Profit Margin,23.46%,20.47%,36.86%,39.16%,39.60%,26.15%,33.90%,33.38%,19.90%,28.98%
Free Cash Flow Margin,44.08%,43.49%,42.03%,43.01%,27.51%,30.00%,27.49%,33.17%,16.54%,32.67%
Effective Tax Rate,40.12%,40.46%,18.38%,22.63%,12.81%,25.50%,12.16%,16.74%,19.50%,17.56%
EBITDA,"6,153","8,139","14,860","23,619","29,676","30,553","40,042","55,251","37,505","58,606"
EBITDA Margin,49.36%,45.40%,53.77%,58.10%,53.15%,43.22%,46.58%,46.85%,32.16%,43.44%
Depreciation & Amortization,"1,243","1,945","2,342","3,025","4,315","5,741","6,862","7,967","8,686","11,178"
EBIT,"4,910","6,194","12,518","20,594","25,361","24,812","33,180","47,284","28,819","47,428"
EBIT Margin,39.39%,34.55%,45.29%,50.66%,45.42%,35.10%,38.60%,40.10%,24.71%,35.16%
