,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"6,206","6,911","7,029","6,279","7,679","7,691","6,118","5,879","6,116","5,693","6,299","7,657","7,992","8,631","10,494","10,820","11,374","10,633","10,547","10,365","7,887","9,391","9,007","10,044","10,601","8,219","9,465","10,342","13,078","12,752","12,864","13,056","12,933","14,602","12,884","10,526","11,836","12,452","11,885","13,806","15,055"
Market Cap Growth,64.28%,56.88%,46.40%,12.08%,23.73%,11.30%,-12.95%,-6.37%,-20.35%,-25.98%,2.95%,30.24%,30.68%,51.62%,66.59%,41.31%,42.31%,23.20%,0.51%,-4.20%,-30.66%,-11.68%,-14.60%,-3.10%,34.41%,-12.48%,5.09%,2.97%,23.37%,55.16%,35.91%,26.24%,-1.11%,14.50%,0.15%,-19.38%,-8.48%,-14.72%,-7.75%,31.16%,-
Enterprise Value,"8,588","9,232","9,323","8,506","9,933","9,943","8,330","8,041","8,252","7,849","8,402","10,051","10,420","11,013","12,807","13,083","13,808","13,032","12,849","12,574","10,028","11,675","11,185","12,047","12,568","10,099","11,259","12,027","14,736","14,402","14,526","14,687","14,960","16,650","14,901","12,580","14,224","14,773","14,090","15,906","17,154"
PE Ratio,14.06,14.73,13.99,12.03,19.56,19.56,15.01,13.64,14.00,12.66,13.95,17.28,17.78,18.63,21.39,21.20,17.01,15.38,14.36,12.92,10.69,11.97,11.38,13.13,15.22,12.62,18.40,21.83,28.37,26.25,20.21,17.45,15.38,15.72,12.60,10.17,11.49,12.89,13.71,17.53,19.29
PS Ratio,1.69,1.59,1.40,1.11,1.31,1.32,1.05,1.02,1.07,1.00,1.11,1.35,1.38,1.46,1.73,1.74,1.77,1.61,1.56,1.49,1.12,1.33,1.28,1.44,1.52,1.18,1.41,1.55,1.96,1.89,1.81,1.76,1.67,1.81,1.53,1.23,1.40,1.50,1.48,1.76,1.92
PB Ratio,4.57,4.88,4.74,4.05,5.05,4.94,3.85,3.64,3.75,3.58,3.79,4.43,4.54,4.73,5.50,5.43,5.21,4.68,4.42,4.10,2.95,3.36,3.08,3.31,3.45,2.61,3.02,3.23,4.03,3.83,3.74,3.62,3.59,3.86,3.25,2.65,3.23,3.31,3.09,3.55,3.87
P/FCF Ratio,16.60,17.12,19.66,16.27,24.31,28.47,20.91,17.38,13.47,10.55,11.54,14.30,15.01,17.23,20.01,22.34,22.17,21.21,20.03,17.68,12.54,13.58,12.23,12.36,13.12,10.06,12.58,14.74,21.38,23.11,25.60,29.63,26.45,29.52,24.20,16.20,17.64,17.14,14.40,16.75,18.27
P/OCF Ratio,10.20,10.44,10.66,8.43,10.43,11.07,8.66,8.15,7.96,6.69,7.50,9.34,9.90,11.07,12.85,13.58,13.29,11.89,10.50,9.36,6.68,7.74,7.60,8.21,8.78,6.80,8.36,9.48,12.66,12.91,13.01,13.40,11.82,11.89,9.77,7.18,7.92,8.59,7.97,9.86,10.75
Debt / Equity Ratio,1.90,1.77,1.66,1.53,1.56,1.53,1.49,1.45,1.42,1.46,1.39,1.55,1.52,1.44,1.38,1.32,1.21,1.10,1.05,0.99,0.94,0.98,0.94,0.90,0.89,0.87,0.87,0.85,0.84,0.82,0.79,0.95,0.76,0.73,0.70,0.70,0.76,0.74,0.72,0.71,0.71
Quick Ratio,1.26,1.37,1.32,1.26,1.26,1.29,1.44,1.39,1.46,1.46,1.59,1.56,1.48,1.27,1.42,1.46,1.26,1.43,1.56,1.67,1.82,1.85,2.08,2.17,2.23,2.33,2.57,2.47,2.44,2.48,2.52,1.74,2.01,1.91,2.02,1.91,1.64,1.80,2.01,1.35,1.35
Current Ratio,2.32,2.43,2.39,2.32,2.46,2.60,2.73,2.67,2.77,2.80,2.92,2.74,2.71,2.29,2.45,2.43,2.30,2.72,2.73,2.76,3.05,3.05,3.29,3.28,3.42,3.51,3.89,3.54,3.51,3.55,3.63,2.31,3.09,2.97,3.07,3.02,2.87,3.12,3.35,2.17,2.17
Interest Coverage,4.40,7.74,8.42,8.16,7.50,8.18,8.90,10.11,7.89,8.37,8.90,8.82,7.18,8.37,9.18,9.44,9.27,8.23,11.31,12.47,13.19,11.34,12.43,12.08,3.84,10.70,4.65,8.61,7.78,10.34,12.03,14.97,4.50,18.19,22.31,22.05,19.31,17.45,19.34,20.88,19.16
Return on Capital (ROIC),Upgrade,13.44%,14.36%,15.34%,16.23%,10.97%,10.88%,11.18%,11.50%,12.36%,12.87%,12.69%,11.36%,11.55%,11.82%,12.27%,12.50%,15.57%,16.32%,16.84%,17.75%,15.69%,15.55%,15.27%,14.50%,13.81%,12.76%,10.41%,9.60%,8.79%,9.08%,11.35%,11.51%,14.87%,15.73%,16.62%,16.68%,16.59%,15.42%,13.74%,12.49%
Dividend Yield,2.40%,2.30%,2.20%,2.50%,2.00%,2.20%,3.00%,3.40%,3.50%,3.60%,3.30%,2.80%,2.80%,2.70%,2.30%,2.20%,2.10%,2.20%,2.40%,2.60%,3.60%,3.20%,3.30%,3.00%,2.80%,3.60%,3.20%,2.90%,2.40%,2.70%,2.80%,2.90%,2.90%,2.60%,3.10%,4.00%,3.70%,3.60%,3.80%,3.30%,2.98%
Payout Ratio,16.90%,43.50%,39.60%,37.70%,40.00%,59.80%,47.40%,42.00%,50.90%,50.50%,44.70%,49.60%,53.80%,50.40%,41.40%,42.90%,22.10%,42.60%,39.90%,36.10%,36.40%,39.90%,38.50%,41.60%,55.20%,52.70%,131.70%,53.70%,76.90%,57.10%,45.90%,37.90%,43.70%,36.90%,38.80%,44.50%,53.40%,59.00%,55.60%,61.30%,57.41%
Buyback Yield / Dilution,-0.05%,-1.86%,-1.96%,-1.68%,-1.87%,-0.16%,0.42%,0.67%,1.40%,4.18%,3.88%,3.58%,2.86%,0.05%,-0.10%,-0.13%,-0.13%,-0.15%,-0.15%,-0.16%,-0.16%,-0.15%,-0.16%,-0.17%,-0.17%,-0.17%,-0.37%,-0.18%,-0.18%,-0.19%,-0.16%,-0.17%,-0.17%,1.36%,1.36%,1.32%,2.59%,4.11%,4.02%,4.08%,4.08%
Total Shareholder Return,2.35%,0.44%,0.24%,0.82%,0.13%,2.04%,3.42%,4.07%,4.90%,7.78%,7.18%,6.38%,5.66%,2.75%,2.20%,2.07%,1.97%,2.05%,2.25%,2.44%,3.44%,3.05%,3.14%,2.83%,2.63%,3.43%,2.83%,2.72%,2.22%,2.51%,2.64%,2.73%,2.73%,3.96%,4.46%,5.32%,6.29%,7.71%,7.82%,7.38%,7.06%
