,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"3,178","3,091","2,540","2,392","2,514","2,681","3,278","3,147","2,994","3,466"
Cash & Cash Equivalents,"3,178","3,091","2,540","2,392","2,514","2,681","3,278","3,147","2,994","3,466"
Cash Growth,30.19%,-2.74%,-17.83%,-5.83%,5.10%,6.64%,22.27%,-4.00%,-4.86%,15.76%
"Property, Plant & Equipment","3,261","3,193","2,946","2,803","2,649","2,379","2,843","2,865","2,736","2,814"
Goodwill and Intangibles,"3,406","3,289","3,213","3,169","3,330","3,456","5,446","5,053","5,791","6,830"
Total Assets,"130,443","138,706","141,048","142,177","142,081","146,069","169,369","204,680","211,116","207,452"
Total Liabilities,"115,817","123,041","125,178","125,945","125,861","129,819","148,166","181,569","188,906","190,125"
Total Debt,"11,297","16,667","17,468","18,055","19,090","16,924","16,241","16,465","13,082","18,732"
Debt Growth,-20.81%,47.53%,4.81%,3.36%,5.73%,-11.35%,-4.04%,1.38%,-20.55%,43.19%
Common Stock,"4,351","4,056","3,284","2,705","1,170",-216,"1,696","2,126",767,748
Retained Earnings,"10,156","11,141","12,358","13,441","14,957","16,578","18,315","18,384","20,236","21,689"
Comprehensive Income,82,429,197,59,73,-112,"1,192","2,601","1,207","-5,110"
Shareholders' Equity,"14,589","15,626","15,839","16,205","16,200","16,250","21,203","23,111","22,210","17,327"
Net Cash / Debt,"-8,119","-13,576","-14,928","-15,663","-16,576","-14,243","-12,963","-13,318","-10,088","-15,266"
Net Cash Per Share,-9.07,-16.11,-18.48,-20.49,-22.38,-20.78,-18.00,-18.50,-14.18,-21.97
Book Value Per Share,16.78,18.76,19.83,21.39,22.24,24.13,29.84,32.34,31.63,25.16
