,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"1,799","1,414","1,637","1,472","2,105","2,118","2,419","1,323","2,659","2,330"
Depreciation & Amortization,507,414,441,453,341,360,472,492,349,436
Share-Based Compensation,78,83,100,111,118,127,132,123,120,165
Other Operating Activities,"2,174",98,165,-20,"-1,159",176,"-1,292","-1,671",-535,"3,381"
Operating Cash Flow,"4,595","2,076","2,418","2,091","1,480","2,856","1,824",371,"2,704","6,428"
Operating Cash Flow Growth,79.70%,-54.82%,16.47%,-13.52%,-29.22%,92.97%,-36.13%,-79.66%,628.84%,137.72%
Capital Expenditures,-447,-258,-212,-230,-191,-77,-214,-325,-262,-470
Acquisitions,0,0,0,-219,-44,-43,"1,210",-4,-297,-851
Change in Investments,"-9,737","-8,680","-3,719","-2,415",772,"-3,939","-1,767","-31,529","-7,028","-3,337"
Other Investing Activities,-,-,-,-,-109,-82,-26,-44,-381,-213
Investing Cash Flow,"-10,184","-8,938","-3,931","-2,864",428,"-4,141",-797,"-31,902","-7,968","-4,871"
Dividends Paid,-393,-423,-422,-402,-430,-565,-753,-858,-897,-927
Share Issuance / Repurchase,"-1,320",-654,-850,-661,"-1,605","-1,453","-1,763",0,"-1,393",-100
Debt Issued / Paid,"-2,699","5,207",844,625,"1,040","-2,134","-1,840",-60,"-3,234","6,021"
Other Financing Activities,"10,738","2,645","1,390","1,063",-791,"5,604","3,926","32,318","10,635","-6,079"
Financing Cash Flow,"6,326","6,775",962,625,"-1,786","1,452",-430,"31,400","5,111","-1,085"
Net Cash Flow,737,-87,-551,-148,122,167,597,-131,-153,472
Free Cash Flow,"4,148","1,818","2,206","1,861","1,289","2,779","1,610",46,"2,442","5,958"
Free Cash Flow Growth,99.23%,-56.17%,21.34%,-15.64%,-30.74%,115.59%,-42.07%,-97.14%,5208.70%,143.98%
Free Cash Flow Margin,63.24%,31.69%,35.93%,31.18%,19.07%,41.34%,20.48%,0.71%,29.55%,76.27%
Free Cash Flow Per Share,4.77,2.18,2.76,2.46,1.77,4.13,2.27,0.06,3.48,8.65
