,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"6,559","5,737","6,140","5,968","6,761","6,723","7,862","6,515","8,265","7,812"
Revenue Growth (YoY),4.26%,-12.53%,7.02%,-2.80%,13.29%,-0.56%,16.94%,-17.13%,26.86%,-5.48%
Gross Profit,"6,559","5,737","6,140","5,968","6,761","6,723","7,862","6,515","8,265","7,812"
"Selling, General & Admin","3,827","3,568","3,622","3,628","3,653","3,759","4,397","4,457","4,522","4,508"
Other Operating Expenses,134,141,153,132,129,199,263,261,226,211
Operating Expenses,"3,961","3,709","3,775","3,760","3,782","3,958","4,660","4,718","4,748","4,719"
Operating Income,"2,598","2,028","2,365","2,208","2,979","2,765","3,202","1,797","3,517","3,093"
Other Expense / Income,-10,2,-6,-4,-,-,-,-,-,-
Pretax Income,"2,608","2,026","2,371","2,212","2,979","2,765","3,202","1,797","3,517","3,093"
Income Tax,772,545,659,665,799,572,690,370,747,647
Net Income,"1,836","1,481","1,712","1,547","2,180","2,193","2,512","1,427","2,770","2,446"
Preferred Dividends,37,67,75,75,75,75,93,104,111,116
Net Income Common,"1,799","1,414","1,637","1,472","2,105","2,118","2,419","1,323","2,659","2,330"
Net Income Growth,16.74%,-21.40%,15.77%,-10.08%,43.00%,0.62%,14.21%,-45.31%,100.98%,-12.37%
Shares Outstanding (Basic),869,833,799,757,728,673,710,715,702,689
Shares Outstanding (Diluted),895,843,808,764,741,685,720,720,711,695
Shares Change,-5.37%,-5.79%,-4.19%,-5.34%,-3.11%,-7.45%,5.04%,-0.05%,-1.19%,-2.28%
EPS (Basic),2.05,1.68,2.03,1.92,2.86,3.11,3.38,1.84,3.78,3.38
EPS (Diluted),2.02,1.66,2.01,1.91,2.81,3.06,3.33,1.83,3.73,3.35
EPS Growth,21.69%,-17.82%,21.08%,-4.98%,47.12%,8.90%,8.82%,-45.05%,103.83%,-10.19%
Free Cash Flow,"4,148","1,818","2,206","1,861","1,289","2,779","1,610",46,"2,442","5,958"
Free Cash Flow Per Share,4.77,2.18,2.76,2.46,1.77,4.13,2.27,0.06,3.48,8.65
Dividend Per Share,0.470,0.510,0.520,0.530,0.600,0.740,0.940,1.080,1.140,1.260
Dividend Growth,30.56%,8.51%,1.96%,1.92%,13.21%,23.33%,27.03%,14.89%,5.56%,10.53%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,39.61%,35.35%,38.52%,37.00%,44.06%,41.13%,40.73%,27.58%,42.55%,39.59%
Profit Margin,27.43%,24.65%,26.66%,24.66%,31.13%,31.50%,30.77%,20.31%,32.17%,29.83%
Free Cash Flow Margin,63.24%,31.69%,35.93%,31.18%,19.07%,41.34%,20.48%,0.71%,29.55%,76.27%
Effective Tax Rate,29.60%,26.90%,27.79%,30.06%,26.82%,20.69%,21.55%,20.59%,21.24%,20.92%
EBITDA,"3,115","2,440","2,812","2,665","3,320","3,125","3,674","2,289","3,866","3,529"
EBITDA Margin,47.49%,42.53%,45.80%,44.65%,49.11%,46.48%,46.73%,35.13%,46.78%,45.17%
Depreciation & Amortization,507,414,441,453,341,360,472,492,349,436
EBIT,"2,608","2,026","2,371","2,212","2,979","2,765","3,202","1,797","3,517","3,093"
EBIT Margin,39.76%,35.31%,38.62%,37.06%,44.06%,41.13%,40.73%,27.58%,42.55%,39.59%
