,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"6,727","7,861","10,495","11,305","14,033","11,008","14,229","17,015","26,103","19,562","18,393"
Market Cap Growth,-3.32%,16.85%,33.50%,7.72%,24.13%,-21.56%,29.26%,19.58%,53.41%,-25.06%,-
Enterprise Value,"9,309","10,311","16,195","16,721","20,478","16,641","20,974","22,450","30,973","25,427","23,810"
PE Ratio,11.72,15.38,24.02,15.44,11.07,12.46,17.27,10.93,10.98,15.29,46.39
PS Ratio,1.12,0.91,1.09,1.08,1.24,0.95,1.02,1.06,1.75,1.61,1.43
PB Ratio,2.71,2.79,2.09,2.05,2.05,1.58,1.88,1.82,2.54,1.94,2.34
P/FCF Ratio,12.56,10.82,11.70,9.88,15.16,10.54,8.11,6.42,17.71,26.13,21.36
P/OCF Ratio,9.10,8.00,8.92,7.75,10.75,7.62,6.66,5.47,13.35,16.27,13.85
EV/Sales Ratio,1.55,1.19,1.68,1.60,1.81,1.44,1.50,1.39,2.08,2.09,1.85
EV/EBITDA Ratio,7.77,6.54,8.61,8.48,9.73,8.45,5.92,5.45,11.29,35.04,19.38
EV/EBIT Ratio,9.77,9.21,11.72,11.62,13.19,11.96,7.19,6.66,14.68,171.46,37.94
EV/FCF Ratio,17.38,14.19,18.05,14.62,22.12,15.93,11.96,8.47,21.01,33.96,27.66
Debt / Equity Ratio,1.25,1.07,1.28,1.06,0.99,0.87,0.94,0.72,0.62,0.62,0.80
Debt / EBITDA Ratio,2.49,1.92,3.41,2.97,3.21,3.08,2.00,1.64,2.31,8.68,4.85
Debt / FCF Ratio,5.58,4.17,7.15,5.11,7.31,5.80,4.04,2.55,4.30,8.41,6.92
Quick Ratio,1.62,1.43,1.23,1.07,0.99,1.22,0.89,1.41,1.60,1.12,0.96
Current Ratio,1.62,1.73,1.57,1.36,1.31,1.51,1.13,1.66,1.92,1.50,1.36
Asset Turnover,0.84,0.82,0.61,0.68,0.63,0.70,0.64,0.70,0.79,0.74,0.72
Interest Coverage,9.56,8.31,3.65,5.99,5.80,5.43,5.53,11.79,15.37,9.84,5.02
Return on Equity (ROE),20.60%,15.49%,14.61%,23.03%,12.94%,11.82%,20.56%,25.40%,12.45%,4.14%,5.31%
Return on Assets (ROA),7.36%,5.98%,5.12%,8.90%,5.33%,5.09%,8.63%,11.84%,6.27%,2.07%,2.50%
Return on Capital (ROIC),10.33%,10.26%,7.62%,13.49%,6.80%,7.62%,11.71%,15.39%,8.64%,2.96%,3.57%
Earnings Yield,8.53%,6.50%,4.16%,6.48%,9.04%,8.03%,5.79%,9.15%,9.11%,6.54%,2.27%
FCF Yield,9.16%,6.81%,6.92%,7.93%,8.15%,8.41%,7.34%,10.31%,10.15%,7.53%,4.68%
Dividend Yield,16.53%,0.00%,0.00%,1.23%,23.82%,4.24%,16.83%,0.89%,3.83%,1.00%,1.33%
Payout Ratio,193.80%,0.00%,0.00%,19.05%,263.54%,52.87%,290.73%,9.75%,42.06%,15.26%,61.67%
Buyback Yield / Dilution,5.88%,-16.44%,-3.68%,0.38%,1.25%,3.90%,0.61%,0.51%,-,10.15%,3.93%
Total Shareholder Return,22.41%,-16.44%,-3.68%,1.62%,25.07%,8.14%,17.44%,1.40%,3.83%,11.15%,5.26%
