,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,971","7,699","7,703","7,393","7,630","7,776","8,305","8,996","8,541","8,680","8,791","9,715","10,587","11,653","11,481","12,878","11,879","11,213","10,778","12,082","10,814","13,010","14,973","17,001","17,384","11,574","11,622","11,875","14,645","15,464","15,717","15,121","17,164","18,353","17,088","16,811","23,221","25,193","27,876","29,728","32,134"
Market Cap Growth,32.61%,10.16%,12.59%,2.37%,-4.28%,0.99%,7.82%,21.67%,11.93%,11.63%,5.85%,8.00%,23.96%,34.25%,30.60%,32.56%,12.20%,-3.77%,-6.13%,-6.18%,-8.97%,16.02%,38.92%,40.72%,60.75%,-11.04%,-22.38%,-30.15%,-15.75%,33.61%,35.24%,27.34%,17.19%,18.69%,8.73%,11.17%,35.29%,37.27%,63.13%,76.84%,-
Enterprise Value,"8,437","7,030","7,676","7,630","8,036","8,205","8,671","9,476","9,309","9,371","9,463","10,326","12,233","13,416","13,160","14,575","13,822","13,020","12,557","13,719","12,357","14,599","16,593","18,483","19,013","13,064","13,964","13,970","16,756","17,539","17,500","16,707","19,029","20,265","19,000","18,722","25,091","27,116","29,698","31,595","34,001"
PE Ratio,11.59,12.54,11.94,9.74,9.39,8.51,10.12,13.38,16.56,22.41,18.22,14.82,15.93,15.39,15.83,30.28,20.97,24.28,20.68,15.27,15.15,12.82,12.08,12.10,10.90,8.97,10.38,10.36,10.74,9.33,7.73,7.51,8.20,9.91,10.80,14.01,16.17,12.88,12.54,10.15,11.11
PS Ratio,2.26,2.15,2.05,1.90,1.91,1.89,2.02,2.22,2.17,2.20,2.14,2.22,2.37,2.48,2.34,2.48,2.11,2.01,1.93,2.19,1.98,2.21,2.39,2.60,2.51,1.72,1.60,1.51,1.72,1.67,1.65,1.62,1.86,2.06,1.99,1.90,2.42,2.32,2.37,2.34,2.52
PB Ratio,1.41,1.31,1.24,1.22,1.25,1.24,1.35,1.46,1.39,1.35,1.31,1.32,1.28,1.35,1.29,1.45,1.29,1.23,1.18,1.29,1.15,1.29,1.39,1.52,1.51,1.02,0.97,0.95,1.12,1.18,1.12,1.13,1.27,1.42,1.38,1.43,1.80,1.80,1.90,1.95,2.11
P/FCF Ratio,9.57,9.34,8.61,7.38,7.50,8.58,8.71,8.74,8.70,7.12,7.74,8.02,7.77,9.54,8.49,9.33,11.08,8.70,10.43,10.69,7.07,9.57,8.60,8.75,8.65,4.85,4.44,4.24,5.14,5.16,5.02,4.82,5.07,5.78,5.29,4.68,6.17,6.03,6.30,5.93,6.41
P/OCF Ratio,9.37,9.13,8.41,7.22,7.36,8.41,8.57,8.61,8.56,7.03,7.62,7.91,7.69,9.41,8.38,9.19,10.85,8.55,10.18,10.46,6.94,9.33,8.44,8.58,8.49,4.78,4.37,4.19,5.07,5.09,4.95,4.75,5.01,5.71,5.23,4.63,6.09,5.96,6.23,5.87,6.34
Debt / Equity Ratio,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.18,0.21,0.19,0.18,0.16,0.30,0.29,0.27,0.29,0.28,0.27,0.25,0.24,0.23,0.22,0.21,0.21,0.20,0.21,0.27,0.25,0.23,0.23,0.22,0.20,0.20,0.21,0.22,0.23,0.21,0.19,0.19,0.18,0.18
Interest Coverage,19.88,13.93,16.02,57.63,18.32,24.24,31.56,7.75,5.42,11.62,15.38,17.69,4.33,10.82,8.63,0.14,9.90,6.63,9.81,9.77,6.76,18.01,18.54,14.74,12.34,6.29,11.44,11.71,16.03,13.44,21.35,13.78,21.39,7.30,13.91,1.06,30.04,25.34,23.36,24.38,25.73
Return on Capital (ROIC),Upgrade,11.38%,10.40%,10.73%,11.16%,11.17%,11.70%,10.82%,8.94%,6.82%,6.06%,7.03%,9.47%,7.85%,8.57%,8.52%,5.81%,7.17%,6.31%,6.23%,8.21%,6.72%,8.82%,10.55%,11.12%,13.11%,8.81%,8.00%,8.91%,10.45%,13.63%,14.22%,13.34%,12.73%,11.84%,9.62%,4.25%,6.01%,8.76%,10.37%,16.86%
Buyback Yield / Dilution,1.63%,-0.85%,-0.77%,0.12%,4.00%,5.94%,8.04%,8.00%,4.24%,3.08%,1.21%,0.06%,-0.16%,-11.69%,-11.96%,-7.97%,-11.25%,-0.18%,1.11%,-1.75%,2.03%,2.14%,0.54%,-0.35%,-1.07%,-1.24%,0.68%,0.96%,0.95%,1.16%,0.40%,2.76%,5.24%,6.11%,7.03%,6.08%,3.42%,1.72%,-0.13%,-1.53%,-1.53%
Total Shareholder Return,1.63%,-0.85%,-0.77%,0.12%,4.00%,5.94%,8.04%,8.00%,4.24%,3.08%,1.21%,0.06%,-0.16%,-11.69%,-11.96%,-7.97%,-11.25%,-0.18%,1.11%,-1.75%,2.03%,2.14%,0.54%,-0.35%,-1.07%,-1.24%,0.68%,0.96%,0.95%,1.16%,0.40%,2.76%,5.24%,6.11%,7.03%,6.08%,3.42%,1.72%,-0.13%,-1.53%,-1.53%
