,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,206","6,416","6,891","6,902","7,828","7,186","8,008","9,741","9,692","9,379","8,353","7,955","8,914","9,433","10,631","11,280","11,515","13,331","19,522","17,927","21,735","24,928","22,328","22,622","20,966","23,897","23,528","24,693","22,479","25,642","22,935","28,194","24,508","18,330","18,635","21,780","22,164","23,523","20,888","21,008","19,677"
Market Cap Growth,-0.08%,-4.70%,-5.69%,-15.76%,8.63%,12.01%,16.21%,41.13%,23.82%,30.51%,4.31%,-18.34%,-8.03%,0.58%,27.26%,41.80%,29.18%,41.32%,83.64%,58.92%,88.76%,87.00%,14.38%,26.19%,-3.54%,-4.14%,5.37%,9.15%,7.22%,7.30%,-2.52%,14.18%,9.03%,-28.52%,-18.75%,-22.75%,-9.56%,28.33%,12.09%,-3.54%,-
Enterprise Value,"6,860","6,239","6,793","6,838","7,842","7,161","7,979","9,696","9,662","9,340","8,459","8,024","8,991","9,492","10,671","11,276","11,572","13,943","20,127","18,442","22,268","25,490","22,885","23,192","21,615","24,491","24,167","25,317","23,088","26,304","23,522","28,774","25,085","19,120","19,442","22,588","22,938","24,376","21,734","21,872","20,540"
PE Ratio,13.00,11.30,11.84,19.43,22.42,21.02,23.61,25.96,24.57,22.62,19.13,18.05,19.83,20.53,23.11,24.67,24.24,27.75,38.80,30.78,35.59,39.57,34.56,36.95,26.75,30.29,29.19,30.30,35.61,40.94,37.48,35.92,30.95,22.59,22.60,32.32,31.89,32.97,28.52,25.70,24.59
PS Ratio,7.37,6.49,6.89,6.83,7.68,6.96,7.68,9.20,8.95,8.47,7.40,6.97,7.76,8.20,9.20,9.68,9.79,11.21,16.23,14.76,17.79,20.33,18.17,18.37,16.94,19.18,18.74,19.52,17.61,19.86,17.54,21.24,18.14,13.35,13.35,15.29,15.37,16.08,14.10,14.07,13.18
PB Ratio,-15.75,-10.14,-9.20,-7.81,-8.26,-7.23,-7.76,-9.10,-8.75,-8.32,-7.14,-6.63,-7.50,-7.84,-8.64,-8.95,-9.33,-9.65,-13.93,-12.94,-15.46,-17.49,-15.38,-15.18,-14.88,-17.07,-16.97,-17.76,-16.01,-18.09,-16.18,-22.37,-19.07,-12.60,-12.08,-13.94,-13.91,-14.54,-12.79,-13.29,-13.29
P/FCF Ratio,14.11,12.89,12.94,12.29,14.21,11.91,13.45,15.48,14.86,14.49,12.60,11.94,13.46,14.02,16.08,17.27,19.29,21.62,30.50,27.13,28.73,34.64,30.18,31.70,29.76,31.65,34.46,35.95,31.69,40.71,30.57,37.38,32.12,23.59,23.67,27.10,25.88,27.46,25.54,26.00,24.35
P/OCF Ratio,12.63,11.78,11.92,11.49,13.22,11.13,12.64,14.54,14.11,13.81,12.02,11.48,12.89,13.38,15.00,16.05,17.86,20.03,28.77,25.69,27.34,32.88,28.67,30.01,28.08,29.98,32.29,33.82,30.03,37.95,28.81,34.93,30.03,22.40,22.71,26.21,25.10,26.63,24.11,24.61,23.05
Debt / Equity Ratio,-3.00,-2.16,-1.84,-1.54,-1.99,-1.87,-1.80,-1.75,-1.68,-1.66,-1.59,-1.56,-1.57,-1.55,-1.96,-1.91,-1.96,-1.29,-1.27,-1.29,-1.27,-1.25,-1.23,-1.20,-1.27,-1.28,-1.29,-1.29,-1.28,-1.26,-1.26,-1.42,-1.39,-1.23,-1.16,-1.14,-1.12,-1.11,-1.10,-1.13,-1.13
Quick Ratio,0.85,0.85,0.81,1.00,0.98,0.98,0.96,1.28,1.29,1.30,1.20,1.18,1.19,1.19,1.54,1.55,1.52,1.27,1.29,1.34,1.33,1.31,1.28,1.26,1.19,1.17,1.18,1.18,1.17,1.12,1.14,1.12,1.11,0.93,0.90,0.88,0.87,0.82,0.80,0.78,0.78
