,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"75,809","97,025","112,124","152,329","213,641","239,662","278,521","332,732","472,941","495,373","482,395"
Market Cap Growth,36.82%,27.99%,15.56%,35.86%,40.25%,12.18%,16.21%,19.46%,42.14%,4.74%,-
Enterprise Value,"80,699","102,233","128,180","168,919","226,742","258,860","301,878","352,342","490,588","520,998","498,051"
PE Ratio,13.48,17.27,19.29,21.71,20.24,20.00,20.13,21.60,27.36,24.62,22.64
PS Ratio,0.62,0.74,0.71,0.82,1.06,1.06,1.15,1.29,1.64,1.53,1.34
PB Ratio,2.36,2.99,3.31,3.98,4.47,4.64,4.83,5.08,6.59,6.37,5.71
P/FCF Ratio,13.34,14.87,13.70,18.83,18.46,17.56,16.99,16.53,23.78,21.17,18.25
P/OCF Ratio,10.84,12.05,11.51,15.55,15.71,15.25,15.09,15.01,21.17,18.90,16.23
EV/Sales Ratio,0.66,0.78,0.82,0.91,1.13,1.14,1.25,1.37,1.71,1.61,1.38
EV/EBITDA Ratio,7.37,8.70,10.13,11.31,13.19,13.36,13.72,14.13,18.43,16.64,14.29
EV/EBIT Ratio,8.43,9.95,11.69,13.12,15.17,15.27,15.65,15.99,20.86,18.66,16.13
EV/FCF Ratio,14.20,15.67,15.66,20.88,19.59,18.96,18.42,17.51,24.67,22.26,18.84
Debt / Equity Ratio,0.52,0.54,0.94,0.86,0.66,0.71,0.71,0.66,0.64,0.74,0.75
Debt / EBITDA Ratio,1.54,1.48,2.53,2.21,1.84,1.89,1.85,1.74,1.73,1.84,1.82
Debt / FCF Ratio,2.97,2.67,3.91,4.08,2.74,2.68,2.48,2.16,2.31,2.46,2.40
Quick Ratio,0.68,0.72,0.68,0.65,0.68,0.67,0.63,0.68,0.72,0.70,0.75
Current Ratio,0.73,0.77,0.74,0.69,0.74,0.73,0.69,0.74,0.79,0.77,0.81
Asset Turnover,1.50,1.53,1.57,1.53,1.45,1.48,1.43,1.34,1.37,1.38,1.32
Interest Coverage,13.52,16.62,13.88,12.07,12.60,12.11,11.32,13.25,14.17,13.34,9.98
Return on Equity (ROE),17.70%,17.20%,17.60%,19.00%,23.70%,24.30%,25.50%,24.50%,24.90%,27.00%,26.60%
Return on Assets (ROA),6.90%,6.60%,5.80%,5.80%,7.60%,7.80%,8.20%,8.00%,8.20%,8.60%,7.90%
Return on Capital (ROIC),12.46%,11.99%,9.57%,10.79%,14.69%,15.15%,15.76%,15.54%,16.09%,16.36%,16.66%
Earnings Yield,7.42%,5.79%,5.18%,4.61%,4.94%,5.00%,4.97%,4.63%,3.65%,4.06%,4.50%
FCF Yield,7.50%,6.73%,7.30%,5.31%,5.42%,5.70%,5.89%,6.05%,4.21%,4.72%,5.48%
Dividend Yield,1.40%,1.40%,1.60%,1.50%,1.30%,1.40%,1.40%,1.40%,1.10%,1.20%,1.44%
Payout Ratio,18.80%,24.30%,30.70%,32.20%,26.30%,27.70%,28.50%,29.80%,30.60%,29.80%,32.64%
Buyback Yield / Dilution,2.20%,3.62%,1.93%,-0.10%,-1.76%,0.20%,1.73%,0.52%,0.52%,0.63%,1.27%
Total Shareholder Return,3.60%,5.02%,3.53%,1.40%,-0.46%,1.60%,3.13%,1.92%,1.62%,1.83%,2.71%
