,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,504","6,841","7,531","8,423","8,383","10,447","9,931","18,225","12,039","10,788","10,267"
Market Cap Growth,31.13%,5.18%,10.09%,11.85%,-0.48%,24.62%,-4.94%,83.53%,-33.94%,-10.39%,-
Enterprise Value,"9,094","9,555","9,774","10,260","10,670","12,948","12,677","20,782","15,709",-,"10,007"
PE Ratio,22.27,27.44,9.19,42.88,53.69,47.57,80.14,59.97,18.42,26.75,26.06
PS Ratio,7.71,7.66,8.59,9.35,8.78,10.16,9.51,15.94,8.46,4.17,5.31
PB Ratio,2.26,2.36,2.44,2.42,2.49,2.88,2.88,4.34,2.41,0,2.06
P/FCF Ratio,-76.70,-2928.45,75.23,62.13,58.01,70.57,107.86,122.52,40.77,11.12,27.75
P/OCF Ratio,15.54,16.16,17.00,19.38,16.64,18.80,19.12,31.56,16.17,11.12,13.31
EV/Sales Ratio,10.77,10.70,11.15,11.39,11.18,12.59,12.14,18.17,11.04,-,5.18
EV/EBITDA Ratio,19.19,18.73,19.36,20.12,19.50,21.42,21.52,31.59,18.60,-,9.64
EV/EBIT Ratio,38.15,37.74,38.37,41.72,43.31,48.28,57.14,87.62,58.75,-,21.70
EV/FCF Ratio,-107.24,-4090.29,97.63,75.68,73.83,87.46,137.68,139.71,53.20,-,27.05
Debt / Equity Ratio,0.95,0.94,0.80,0.63,0.69,0.70,0.92,0.76,0.74,0,0
Debt / EBITDA Ratio,5.34,5.38,5.40,4.86,4.03,3.84,4.29,4.81,3.75,3.78,-
Debt / FCF Ratio,-29.84,-1174.46,27.22,18.30,15.25,15.68,27.41,21.29,10.74,3.79,-
Quick Ratio,0.70,0.15,1.41,1.55,0.21,0.15,1.35,1.82,0.06,0,263.68
Current Ratio,0.83,0.17,1.44,1.59,0.24,0.16,1.36,1.84,0.08,0,263.68
Asset Turnover,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0,0.21
Interest Coverage,2.51,2.53,2.63,2.72,1.83,3.32,2.42,2.44,2.36,0,0
Return on Equity (ROE),10.67%,8.65%,28.31%,6.35%,4.48%,6.53%,3.41%,8.82%,15.57%,8.09%,8.10%
Return on Assets (ROA),5.19%,4.12%,13.58%,3.26%,2.53%,3.53%,1.84%,4.22%,8.19%,4.32%,4.55%
Return on Capital (ROIC),4.41%,4.35%,4.35%,4.21%,2.69%,4.69%,3.55%,3.57%,3.61%,4.65%,8.72%
Earnings Yield,4.49%,3.64%,10.89%,2.33%,1.86%,2.10%,1.25%,1.67%,5.43%,3.74%,3.93%
FCF Yield,-1.30%,-0.03%,1.33%,1.61%,1.72%,1.42%,0.93%,0.82%,2.45%,8.99%,3.60%
Dividend Yield,3.64%,3.70%,8.81%,3.33%,3.55%,3.04%,3.36%,1.88%,3.30%,0.00%,4.29%
Payout Ratio,80.97%,101.53%,80.92%,142.94%,190.87%,144.45%,269.03%,112.88%,60.71%,0.00%,111.65%
Buyback Yield / Dilution,0.03%,-1.16%,-0.46%,-2.91%,-3.08%,-4.21%,-0.05%,-3.41%,-5.41%,-0.93%,-1.66%
Total Shareholder Return,3.67%,2.55%,8.35%,0.43%,0.47%,-1.18%,3.30%,-1.53%,-2.11%,-0.93%,2.63%
