,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"4,808","5,303","5,294","5,426","5,550","7,948","8,004","8,880","6,607","8,861","9,136"
Market Cap Growth,-0.39%,10.30%,-0.16%,2.50%,2.28%,43.21%,0.70%,10.95%,-25.60%,34.11%,-
Enterprise Value,"4,660","5,179","5,329","5,498","6,302","8,088","8,049","9,042","7,200","9,314","9,589"
PE Ratio,10.21,37.45,9.36,10.44,23.44,21.84,18.96,6.54,23.89,13.79,14.54
PS Ratio,0.46,0.51,0.70,0.85,0.69,0.83,0.83,0.87,0.65,0.80,0.82
PB Ratio,0.93,1.17,1.29,1.27,1.09,1.41,1.35,1.63,1.56,1.84,1.90
P/FCF Ratio,15.50,46.11,226.25,10.97,9.67,6.10,6.56,14.94,16.09,9.47,9.76
P/OCF Ratio,12.21,23.07,48.75,10.23,8.45,5.62,5.96,11.36,11.07,7.79,8.03
EV/Sales Ratio,0.45,0.50,0.71,0.86,0.78,0.85,0.84,0.89,0.71,0.84,0.86
EV/EBITDA Ratio,4.99,13.16,5.17,9.02,11.27,10.54,10.79,4.99,11.25,8.38,8.63
EV/EBIT Ratio,5.81,20.21,5.88,11.13,14.58,12.61,13.33,5.51,15.71,10.18,10.48
EV/FCF Ratio,15.02,45.04,227.74,11.12,10.98,6.21,6.59,15.21,17.54,9.96,10.25
Debt / Equity Ratio,0.23,0.26,0.26,0.25,0.39,0.36,0.38,0.40,0.50,0.43,0.43
Debt / EBITDA Ratio,1.25,2.96,1.03,1.75,3.59,2.62,3.02,1.21,3.33,1.87,1.87
Debt / FCF Ratio,3.78,10.13,45.60,2.16,3.50,1.54,1.85,3.71,5.19,2.22,2.22
Asset Turnover,0.34,0.34,0.25,0.21,0.20,0.22,0.22,0.26,0.31,0.34,0.34
Interest Coverage,13.74,4.65,15.73,9.98,4.31,5.80,5.78,14.69,4.23,8.47,8.47
Return on Equity (ROE),9.00%,3.00%,12.70%,12.40%,4.70%,6.50%,7.30%,23.70%,6.20%,14.10%,14.10%
Return on Assets (ROA),1.50%,0.50%,1.90%,1.70%,0.60%,0.80%,1.00%,3.40%,0.80%,1.90%,1.90%
Return on Capital (ROIC),7.99%,3.17%,11.99%,10.82%,4.61%,5.61%,7.34%,10.49%,5.71%,10.57%,10.57%
Earnings Yield,9.80%,2.67%,10.68%,9.58%,4.27%,4.58%,5.27%,15.28%,4.19%,7.25%,7.03%
FCF Yield,6.45%,2.17%,0.44%,9.11%,10.34%,16.40%,15.25%,6.69%,6.21%,10.56%,10.24%
Dividend Yield,1.50%,1.70%,2.20%,2.10%,2.50%,1.90%,1.90%,1.70%,2.20%,1.70%,1.66%
Payout Ratio,16.30%,65.90%,22.00%,22.80%,57.00%,41.40%,36.30%,11.60%,53.80%,23.50%,29.30%
Buyback Yield / Dilution,5.80%,5.65%,10.26%,10.69%,-7.66%,-4.65%,-1.39%,4.84%,8.88%,1.82%,1.82%
Total Shareholder Return,7.30%,7.35%,12.46%,12.79%,-5.16%,-2.75%,0.51%,6.54%,11.08%,3.52%,3.48%
