,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"99,086","87,591","54,083","77,360","80,395","87,196","82,171","105,654","127,725","128,127"
Cash & Cash Equivalents,"99,086","87,591","54,083","77,360","80,395","87,196","82,171","105,654","127,725","128,127"
Cash Growth,27.24%,-11.60%,-38.26%,43.04%,3.92%,8.46%,-5.76%,28.58%,20.89%,0.31%
Receivables,"57,104","48,961","45,407","46,460","56,187","53,298","55,646","97,737","96,018","78,540"
"Property, Plant & Equipment","6,019","6,108",0,0,0,0,0,0,0,0
Goodwill and Intangibles,"9,881","9,747","9,568","9,298","9,045","8,851","9,250","16,615","25,193","24,270"
Total Assets,"832,702","801,510","787,465","814,949","851,733","853,531","895,429","1,115,862","1,188,140","1,180,231"
Accounts Payable,"157,125","181,069","186,626","190,513","191,510","179,559","197,834","227,437","228,685","216,134"
Total Liabilities,"763,672","729,406","711,281","737,772","773,267","772,125","812,732","1,012,713","1,081,542","1,079,000"
Total Debt,"169,932","167,118","165,405","176,834","203,853","199,128","207,325","232,942","243,168","246,216"
Debt Growth,-9.34%,-1.66%,-1.03%,6.91%,15.28%,-2.32%,4.12%,12.36%,4.39%,1.25%
Common Stock,"24,842","27,523","27,634","25,014","22,874","18,363","13,748","25,049","19,111","11,532"
Retained Earnings,"42,172","44,625","49,204","53,679","57,577","64,175","70,589","78,694","89,432","94,862"
Comprehensive Income,"-1,093","-1,248","-1,656","-2,643","-3,060","-2,292","-2,788","-1,962","-3,102","-6,253"
Shareholders' Equity,"65,921","70,900","75,182","76,050","77,391","80,246","81,549","101,781","105,441","100,141"
Net Cash / Debt,"-70,846","-79,527","-111,322","-99,474","-123,458","-111,932","-125,154","-127,288","-115,443","-118,089"
Net Cash Per Share,-36.21,-40.35,-57.00,-52.72,-67.80,-64.40,-76.31,-78.38,-63.64,-68.94
Book Value Per Share,34.59,36.85,39.38,41.13,43.48,46.98,50.43,63.49,59.07,59.22
