,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"32,493","34,275","35,155","34,631","37,945","40,107","41,538","48,757","59,755","53,668"
Revenue Growth (YoY),24.12%,5.48%,2.57%,-1.49%,9.57%,5.70%,3.57%,17.38%,22.56%,-10.19%
Gross Profit,"32,493","34,275","35,155","34,631","37,945","40,107","41,538","48,757","59,755","53,668"
"Selling, General & Admin","22,076","23,667","22,144","21,688","23,064","23,995","25,256","27,517","33,048","32,250"
Other Operating Expenses,"5,859","7,017","4,516","4,095","4,478","4,875","4,820","6,061","7,035","7,049"
Operating Expenses,"27,935","30,684","26,660","25,783","27,542","28,870","30,076","33,578","40,083","39,299"
Operating Income,"4,558","3,591","8,495","8,848","10,403","11,237","11,462","15,179","19,672","14,369"
Other Expense / Income,724,214,168,143,124,139,356,944,90,430
Pretax Income,"3,834","3,377","8,327","8,705","10,279","11,098","11,106","14,235","19,582","13,939"
Income Tax,902,-90,"2,200","2,726","4,168","2,350","2,064","3,239","4,548","2,910"
Net Income,"2,932","3,467","6,127","5,979","6,111","8,748","9,042","10,996","15,034","11,029"
Preferred Dividends,277,315,456,471,523,526,530,496,468,489
Net Income Common,"2,655","3,152","5,671","5,508","5,588","8,222","8,512","10,500","14,566","10,540"
Net Income Growth,-,18.72%,79.92%,-2.87%,1.45%,47.14%,3.53%,23.36%,38.72%,-27.64%
Shares Outstanding (Basic),"1,906","1,924","1,909","1,849","1,780","1,708","1,617","1,603","1,785","1,691"
Shares Outstanding (Diluted),"1,957","1,971","1,953","1,887","1,821","1,738","1,640","1,624","1,814","1,713"
Shares Change,1.97%,0.74%,-0.91%,-3.38%,-3.50%,-4.56%,-5.64%,-0.98%,11.70%,-5.57%
EPS (Basic),1.39,1.64,2.97,2.98,3.14,4.81,5.26,6.55,8.16,6.23
EPS (Diluted),1.36,1.60,2.90,2.92,3.07,4.73,5.19,6.46,8.03,6.15
EPS Growth,-,17.65%,81.25%,0.69%,5.14%,54.07%,9.73%,24.47%,24.30%,-23.41%
Free Cash Flow,"33,693",94,"-5,836","4,107","-6,134","5,440","38,947","-26,675","31,663","-9,475"
Free Cash Flow Per Share,17.68,0.05,-3.06,2.22,-3.45,3.19,24.09,-16.64,17.74,-5.60
Dividend Per Share,0.200,0.350,0.550,0.700,0.900,1.100,1.300,1.400,2.100,2.950
Dividend Growth,0%,75.00%,57.14%,27.27%,28.57%,22.22%,18.18%,7.69%,50.00%,40.48%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,14.03%,10.48%,24.16%,25.55%,27.42%,28.02%,27.59%,31.13%,32.92%,26.77%
Profit Margin,8.17%,9.20%,16.13%,15.90%,14.73%,20.50%,20.49%,21.54%,24.38%,19.64%
Free Cash Flow Margin,103.69%,0.27%,-16.60%,11.86%,-16.17%,13.56%,93.76%,-54.71%,52.99%,-17.65%
Effective Tax Rate,23.53%,-2.67%,26.42%,31.32%,40.55%,21.17%,18.58%,22.75%,23.23%,20.88%
EBITDA,"5,345","4,538","9,760","10,441","12,032","12,942","13,749","18,004","23,798","17,937"
EBITDA Margin,16.45%,13.24%,27.76%,30.15%,31.71%,32.27%,33.10%,36.93%,39.83%,33.42%
Depreciation & Amortization,"1,511","1,161","1,433","1,736","1,753","1,844","2,643","3,769","4,216","3,998"
EBIT,"3,834","3,377","8,327","8,705","10,279","11,098","11,106","14,235","19,582","13,939"
EBIT Margin,11.80%,9.85%,23.69%,25.14%,27.09%,27.67%,26.74%,29.20%,32.77%,25.97%
