,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"5,765","7,068","6,766","7,504","9,096","10,747","11,272","11,056","9,749","9,511","10,667","11,162","11,884","12,707","10,291","11,785","10,331","10,852","11,152","11,699","14,100","12,872","13,261","14,040","8,757","13,819","16,666","19,217","18,918","16,883","19,387","19,138","19,011","17,689","15,723","18,391","19,897","19,928","16,999","17,148","17,321"
Market Cap Growth,-4.71%,35.99%,19.65%,22.88%,57.78%,52.05%,66.59%,47.33%,7.19%,-11.50%,-5.37%,0.96%,21.90%,33.60%,-3.53%,5.59%,-13.07%,-14.60%,8.37%,-0.74%,36.48%,18.61%,18.92%,20.01%,-37.89%,7.36%,25.67%,36.87%,116.02%,22.17%,16.33%,-0.41%,0.50%,4.77%,-18.90%,-3.90%,4.66%,12.66%,8.11%,-6.76%,-
Enterprise Value,"9,548","10,700","10,292","10,910","12,360","13,801","14,392","14,038","12,839","12,492","13,464","13,839","14,053","15,364","13,097","14,475","13,091","13,547","13,812","14,537","16,831","15,519","15,735","16,761","11,533","16,391","19,023","21,131","20,875","19,197","21,268","20,810","19,814","18,158","16,228","18,797","20,159","20,003","17,113","17,794","17,967"
PE Ratio,-5.03,-6.28,391.11,144.87,78.14,79.90,85.65,59.06,46.80,36.07,32.25,33.59,15.04,16.61,13.62,10.96,-77.97,-137.20,-100.19,-27.89,-1330.15,-434.86,-65.13,167.34,19.34,27.82,14.94,13.89,9.92,8.29,10.36,11.15,12.25,11.70,12.08,18.57,26.42,41.17,37.28,33.29,35.14
PS Ratio,2.32,2.84,2.67,2.92,3.50,4.04,4.17,4.02,3.50,3.39,3.77,3.89,4.11,4.26,3.36,3.78,3.24,3.38,3.47,3.59,4.29,3.88,3.94,4.14,2.63,4.19,4.41,4.24,3.56,2.98,3.44,3.48,3.53,3.39,3.23,4.12,4.91,4.93,4.22,4.32,4.36
PB Ratio,2.91,3.48,3.28,3.57,4.19,4.80,5.42,5.10,4.77,4.66,4.98,5.01,4.25,4.43,3.70,3.69,4.22,4.43,4.59,4.89,6.53,5.81,6.27,6.24,4.20,6.13,6.16,5.88,4.99,4.36,4.60,4.24,3.97,3.54,3.22,3.61,3.75,3.85,3.39,3.69,3.72
P/FCF Ratio,12.49,18.61,15.80,17.55,17.52,17.77,15.93,15.21,13.68,13.31,15.16,16.02,18.84,-403.39,-103.63,-121.63,-121.26,19.38,17.78,20.82,23.67,24.76,24.75,26.18,16.90,24.13,22.52,15.22,11.28,8.01,9.03,9.26,7.32,7.75,7.87,10.84,23.67,23.96,18.87,19.97,20.17
P/OCF Ratio,10.63,15.54,13.31,14.64,15.12,15.68,14.15,13.57,12.07,11.70,13.36,14.02,16.30,181.01,1239.83,1510.96,482.76,16.27,15.22,17.50,20.01,20.30,20.42,21.31,13.62,19.68,18.59,13.41,10.13,7.32,8.32,8.53,6.90,7.30,7.40,10.13,20.75,20.73,16.17,16.85,17.02
Debt / Equity Ratio,2.16,2.10,2.07,1.88,1.82,1.76,1.74,1.68,1.67,1.68,1.56,1.49,1.18,1.13,1.20,1.05,1.38,1.34,1.37,1.32,1.45,1.39,1.45,1.37,1.71,1.47,1.13,0.85,0.73,0.81,0.72,0.68,0.65,0.57,0.58,0.56,0.54,0.55,0.57,0.55,0.55
Quick Ratio,1.59,1.71,1.84,1.56,1.01,1.07,0.96,1.16,0.88,0.95,1.10,0.83,0.67,0.61,0.58,0.93,0.89,0.91,0.89,0.83,0.92,1.00,1.17,0.91,0.94,1.09,1.40,1.97,1.96,1.21,1.59,1.87,2.38,3.08,3.15,3.26,3.45,3.52,2.77,2.90,2.90
