,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"56,090","52,926","53,108","58,223","47,211","52,293","59,600","85,123","47,792","49,192","44,676"
Market Cap Growth,-1.19%,-5.64%,0.34%,9.63%,-18.91%,10.76%,13.97%,42.82%,-43.85%,2.93%,-
Enterprise Value,"56,713","74,585","87,689","108,096","98,502","105,773","114,247","139,177","97,565","105,391","100,875"
PE Ratio,20.00,5.46,5.63,-15.01,5.96,7.95,9.54,8.65,5.36,4.91,5.29
PS Ratio,0.36,0.39,0.36,0.40,0.32,0.38,0.49,0.67,0.31,0.29,0.26
PB Ratio,1.58,1.33,1.21,1.66,1.22,1.25,1.32,1.43,0.71,0.77,0.69
P/FCF Ratio,-44.06,-5.85,-6.09,-16.00,75.78,12.09,6.25,11.40,5.26,5.26,4.78
P/OCF Ratio,5.57,4.50,3.20,3.36,3.09,3.48,3.58,5.60,2.98,2.35,2.13
EV/Sales Ratio,0.36,0.55,0.59,0.74,0.67,0.77,0.93,1.10,0.62,0.61,0.59
EV/EBITDA Ratio,4.80,4.55,3.89,5.27,4.32,4.72,5.17,5.40,4.05,4.49,4.29
EV/EBIT Ratio,12.38,8.39,6.89,13.11,10.77,12.77,12.29,10.13,7.62,9.08,8.70
EV/FCF Ratio,-44.55,-8.25,-10.06,-29.71,158.11,24.44,11.98,18.63,10.73,11.27,10.79
Debt / Equity Ratio,1.32,1.58,1.71,2.69,2.70,2.47,2.44,1.83,1.69,1.89,1.89
Debt / EBITDA Ratio,3.95,3.85,3.33,4.59,4.60,4.61,4.97,4.24,4.76,5.18,5.18
Debt / FCF Ratio,-36.66,-6.98,-8.62,-25.90,168.46,23.88,11.52,14.64,12.62,13.02,13.02
Quick Ratio,0.84,0.70,0.58,0.68,0.73,0.67,0.79,0.84,0.86,0.83,0.83
Current Ratio,1.27,0.98,0.90,0.89,0.92,0.88,1.01,1.10,1.10,1.08,1.08
Asset Turnover,0.88,0.73,0.70,0.64,0.66,0.59,0.51,0.53,0.61,0.63,0.63
Interest Coverage,11.36,21.02,22.61,14.34,13.96,10.59,8.47,14.46,12.98,12.73,12.73
Return on Equity (ROE),6.90%,26.50%,21.80%,-9.20%,21.50%,15.50%,14.90%,18.40%,13.80%,14.30%,14.30%
Return on Assets (ROA),1.60%,5.20%,4.40%,-1.70%,3.60%,2.80%,2.60%,4.10%,3.50%,3.70%,3.70%
Return on Capital (ROIC),1.76%,6.15%,5.66%,-3.38%,2.92%,3.39%,3.36%,4.32%,4.75%,4.73%,4.73%
Earnings Yield,5.00%,18.30%,17.75%,-6.66%,16.77%,12.58%,10.48%,11.56%,18.65%,20.37%,22.43%
FCF Yield,-2.27%,-17.09%,-16.42%,-6.25%,1.32%,8.27%,16.00%,8.78%,19.02%,19.01%,20.93%
Dividend Yield,3.40%,4.10%,4.40%,3.70%,4.50%,4.20%,0.90%,0.00%,0.50%,1.00%,1.24%
Payout Ratio,68.60%,22.60%,24.80%,-57.40%,27.10%,32.90%,8.70%,0.00%,2.90%,4.90%,6.56%
Buyback Yield / Dilution,-0.66%,2.79%,4.27%,4.97%,4.09%,-0.56%,-0.21%,-1.80%,0.95%,5.85%,5.85%
Total Shareholder Return,2.74%,6.89%,8.67%,8.67%,8.59%,3.64%,0.69%,-1.80%,1.45%,6.85%,7.09%
