,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,100","7,288","7,125","6,308","6,413","6,265","4,916","5,848","6,010","5,835","5,962","6,460","6,656","6,229","6,347","7,404","6,676","5,801","7,316","5,435","6,442","7,108","7,149","8,039","6,246","6,795","7,421","8,504","10,148","10,148","9,825","11,332","9,999","9,583","11,970","12,604","13,042","17,768","16,808","17,638","19,246"
Market Cap Growth,23.30%,24.02%,14.69%,-2.01%,-9.66%,-14.04%,-31.00%,-7.28%,-6.29%,-6.86%,21.27%,10.46%,10.75%,6.75%,6.46%,14.61%,0.30%,-6.87%,15.28%,-26.60%,-3.51%,22.52%,-2.28%,47.93%,-3.04%,-4.41%,3.79%,5.78%,62.47%,49.36%,32.40%,33.26%,-1.47%,-5.57%,21.83%,11.22%,30.43%,85.41%,40.42%,39.94%,-
Enterprise Value,"7,043","7,280","7,062","6,242","6,588","6,408","5,071","6,137","6,667","6,535","6,579","7,005","7,262","6,943","7,027","8,070","8,525","7,585","8,999","7,030","8,036","8,665","8,588","9,414","7,636","8,055","8,601","9,826","11,498","11,442","11,121","12,482","11,071","10,587","13,032","13,591","14,038","18,700","17,661","19,430","21,038"
PE Ratio,21.86,21.89,21.86,19.39,19.83,19.99,16.55,21.09,21.79,21.09,20.55,22.05,22.57,21.26,22.11,30.46,27.98,22.33,25.00,15.09,17.22,19.22,18.47,20.05,15.48,17.17,19.94,24.21,28.67,28.07,27.08,28.37,19.92,18.14,21.42,23.09,23.82,28.10,24.24,23.21,25.54
PS Ratio,2.22,2.24,2.15,1.88,1.88,1.83,1.44,1.73,1.76,1.69,1.71,1.84,1.89,1.75,1.76,2.02,1.75,1.44,1.72,1.21,1.41,1.54,1.54,2.04,1.58,1.84,2.06,2.31,2.86,2.78,2.71,2.70,2.28,2.09,2.48,2.55,2.57,3.43,3.20,3.28,3.58
PB Ratio,3.67,3.65,3.52,3.27,3.44,3.25,2.53,3.36,3.84,3.72,3.67,4.06,4.22,3.91,3.83,4.53,4.02,3.44,4.17,3.05,3.56,3.87,3.76,4.13,3.26,3.47,3.68,4.11,4.87,4.77,4.53,5.08,4.52,4.25,5.16,5.34,5.27,6.78,6.14,6.13,6.69
P/FCF Ratio,21.91,23.16,21.38,19.05,20.69,19.50,17.79,22.30,20.05,19.79,17.29,18.79,19.23,18.04,21.46,24.74,29.33,18.96,18.64,12.91,12.93,14.87,15.38,15.92,11.55,11.11,12.44,15.05,19.73,21.64,24.24,24.98,28.08,25.98,24.62,27.77,22.03,27.81,27.60,24.66,26.91
P/OCF Ratio,18.56,19.46,18.07,16.11,17.15,16.10,14.20,17.23,15.99,15.89,14.35,15.72,16.17,14.99,17.13,19.54,21.15,14.50,14.94,10.51,10.82,12.37,12.70,13.59,10.04,9.91,11.21,13.12,16.95,18.33,19.68,20.84,22.30,20.65,20.61,21.61,17.78,22.35,21.69,20.02,21.85
Debt / Equity Ratio,0.31,0.30,0.30,0.31,0.32,0.31,0.31,0.37,0.63,0.67,0.61,0.62,0.63,0.69,0.65,0.65,1.25,1.18,1.10,1.01,1.00,0.97,0.92,0.81,0.89,0.90,0.72,0.77,0.86,0.74,0.72,0.65,0.65,0.64,0.62,0.61,0.58,0.55,0.53,0.74,0.74
Quick Ratio,2.38,2.39,2.29,2.27,1.80,1.87,1.76,1.36,1.48,1.50,1.63,1.66,1.62,0.96,1.37,1.32,1.04,1.13,1.10,1.10,1.10,1.15,1.27,1.04,1.21,1.29,1.25,0.87,1.00,1.04,1.03,0.91,1.19,1.22,1.11,1.10,1.16,1.23,1.35,0.86,0.86
Current Ratio,3.39,3.45,3.24,3.26,2.86,2.98,2.83,2.30,2.52,2.51,2.64,2.63,2.64,1.57,2.28,2.27,1.92,1.99,1.88,1.96,1.95,1.98,2.09,1.86,1.99,2.04,2.07,1.67,1.59,1.75,1.77,1.76,2.00,2.03,1.88,1.86,2.00,2.06,2.16,1.64,1.64
Interest Coverage,13.67,20.40,18.85,13.92,13.17,16.78,15.96,11.78,11.06,11.25,11.58,9.40,9.09,10.91,11.48,11.37,5.29,8.02,8.68,7.34,6.51,8.08,10.77,7.97,7.57,8.14,10.17,7.45,7.51,9.94,10.99,11.54,17.02,13.67,15.70,12.75,25.07,30.61,34.73,21.81,27.62
