,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"9,936","10,070","7,900","10,612","12,224","14,149","13,696","11,790","17,552","18,880","17,599"
Market Cap Growth,20.75%,1.35%,-21.55%,34.34%,15.19%,15.74%,-3.20%,-13.92%,48.87%,7.57%,-
Enterprise Value,"17,773","18,240","16,043","18,627","20,512","19,143","28,638","25,165","32,889","35,730","35,815"
PE Ratio,31.95,16.48,-11.42,24.57,6.82,42.49,20.32,-12.42,12.62,18.73,22.30
PS Ratio,1.23,1.09,1.07,1.41,1.27,2.25,1.81,1.59,2.10,2.03,1.91
PB Ratio,2.30,2.21,2.28,3.07,2.61,1.76,1.64,1.41,1.86,1.88,1.84
P/FCF Ratio,30.38,402.80,27.62,20.85,-1358.23,29.17,-15.78,-19.62,-5.59,-7.24,-15.28
P/OCF Ratio,6.16,7.21,4.22,5.52,8.63,6.62,8.36,5.91,797.80,10.43,4.95
EV/Sales Ratio,2.19,1.98,2.17,2.47,2.13,3.05,3.79,3.39,3.94,3.83,3.88
EV/EBITDA Ratio,8.01,8.10,83.56,8.66,8.50,8.76,10.96,24.55,9.56,11.07,11.44
EV/EBIT Ratio,14.05,14.73,-20.62,18.19,14.91,20.30,20.63,-153.44,15.48,18.41,20.19
EV/FCF Ratio,54.35,729.60,56.09,36.60,-2279.12,39.47,-32.99,-41.87,-10.47,-13.69,-31.71
Debt / Equity Ratio,2.04,2.07,2.66,2.69,2.03,1.21,1.91,1.72,1.81,1.74,1.97
Debt / EBITDA Ratio,3.97,4.18,47.98,4.33,3.94,4.47,6.13,14.04,4.94,5.40,6.04
Debt / FCF Ratio,26.95,375.92,32.21,18.29,-1056.44,20.13,-18.44,-23.95,-5.41,-6.68,-17.04
Quick Ratio,0.74,0.87,0.79,0.77,0.86,1.92,0.56,0.46,0.67,0.29,0.37
Current Ratio,0.88,1.17,1.09,0.95,1.11,2.13,0.99,0.61,1.72,0.92,0.78
Asset Turnover,0.37,0.41,0.33,0.35,0.43,0.27,0.22,0.23,0.23,0.25,0.24
Interest Coverage,2.61,3.51,-2.21,3.03,4.40,2.25,2.45,-0.31,4.02,3.70,2.78
Return on Equity (ROE),7.30%,13.70%,-16.60%,12.50%,46.50%,5.80%,8.10%,-11.80%,15.50%,10.10%,7.90%
Return on Assets (ROA),1.40%,2.70%,-3.10%,2.00%,8.10%,1.40%,1.90%,-2.90%,3.80%,2.70%,2.10%
Return on Capital (ROIC),3.06%,4.63%,7.36%,5.05%,13.49%,3.43%,4.24%,4.57%,4.80%,4.25%,4.76%
Earnings Yield,3.13%,6.07%,-8.76%,4.07%,14.66%,2.35%,4.92%,-8.05%,7.93%,5.34%,4.53%
FCF Yield,3.29%,0.25%,3.62%,4.80%,-0.07%,3.43%,-6.34%,-5.10%,-17.90%,-13.82%,-6.30%
Dividend Yield,3.60%,4.10%,5.40%,4.20%,3.80%,3.90%,4.20%,3.40%,2.30%,2.30%,2.87%
Payout Ratio,113.70%,66.90%,-61.60%,103.00%,25.80%,150.10%,85.70%,-41.30%,27.70%,43.80%,64.00%
Buyback Yield / Dilution,-0.23%,-0.23%,0.46%,-0.93%,-,-4.15%,-11.73%,-5.15%,-14.88%,-3.61%,-0.16%
Total Shareholder Return,3.37%,3.87%,5.86%,3.27%,3.80%,-0.25%,-7.53%,-1.75%,-12.58%,-1.31%,2.71%
