,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"11,239","12,054","12,646","12,641","10,248","9,010","8,472","7,744","6,520","7,164","7,019","7,107","6,894","7,462","7,905","8,179","7,829","8,303","8,504","8,179","7,879","8,269","8,541","8,228","7,455","5,356","5,258","5,532","5,223","5,634","5,847","6,225","5,962","6,773","7,477","7,878","7,736","8,099","8,310","8,990"
Revenue Growth (YoY),6.33%,7.80%,8.94%,6.17%,-8.82%,-25.25%,-33.01%,-38.74%,-36.38%,-20.49%,-17.15%,-8.23%,5.74%,4.16%,12.62%,15.08%,13.56%,11.27%,7.58%,0%,0.64%,-0.41%,0.44%,0.60%,-5.38%,-35.23%,-38.44%,-32.77%,-29.94%,5.19%,11.20%,12.53%,14.15%,20.22%,27.88%,26.55%,29.76%,19.58%,11.14%,14.12%
Cost of Revenue,"8,745","9,269","9,689","9,690","8,096","7,136","6,798","6,293","5,460","6,465","6,291","6,193","6,076","6,468","6,797","7,200","6,802","7,179","7,324","7,172","6,952","7,252","7,385","7,126","6,624","4,925","4,624","4,828","4,504","4,768","4,862","5,136","5,013","5,568","6,042","6,307","6,285","6,502","6,592","7,194"
Gross Profit,"2,494","2,785","2,957","2,951","2,152","1,874","1,674","1,451","1,060",699,728,914,818,994,"1,108",979,"1,027","1,124","1,180","1,007",927,"1,017","1,156","1,102",831,431,634,704,719,866,985,"1,089",949,"1,205","1,435","1,571","1,451","1,597","1,718","1,796"
"Selling, General & Admin",106,123,125,122,119,120,122,132,110,103,92,98,98,110,115,109,111,114,105,114,112,114,120,129,127,81,85,72,81,70,80,108,97,86,94,99,91,96,81,96
Research & Development,284,309,301,324,267,279,273,275,240,257,253,262,211,196,189,192,172,175,177,178,173,179,176,190,173,142,137,128,135,134,140,145,141,154,160,178,174,163,186,187
Other Operating Expenses,0,0,0,"1,773",439,0,0,"2,136",0,"2,758",88,676,82,591,49,"2,796",0,184,0,172,0,0,"12,692",456,"8,523","3,724",350,62,0,0,0,0,0,0,0,0,0,0,0,45
Operating Expenses,390,432,426,"2,219",825,399,395,"2,543",350,"3,118",433,"1,036",391,897,353,"3,097",283,473,282,464,285,293,"12,988",775,"8,823","3,947",572,262,216,204,220,253,238,240,254,277,265,259,267,328
Operating Income,"2,104","2,353","2,531",732,"1,327","1,475","1,279","-1,092",710,"-2,419",295,-122,427,97,755,"-2,118",744,651,898,543,642,724,"-11,832",327,"-7,992","-3,516",62,442,503,662,765,836,711,965,"1,181","1,294","1,186","1,338","1,451","1,468"
Interest Expense / Income,103,90,90,87,82,86,86,92,133,149,149,139,139,142,142,144,143,144,147,141,147,156,160,147,136,144,138,144,136,136,130,137,123,124,122,121,117,127,129,130
