,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"27,799","30,601","32,376","34,350","36,397","39,117","37,403","44,538","46,710","51,217"
Revenue Growth (YoY),9.82%,10.08%,5.80%,6.10%,5.96%,7.47%,-4.38%,19.08%,4.88%,9.65%
Cost of Revenue,"15,353","16,534","17,405","19,038","20,441","21,643","21,162","24,576","25,231","28,925"
Gross Profit,"12,446","14,067","14,971","15,312","15,956","17,474","16,241","19,962","21,479","22,292"
"Selling, General & Admin","8,766","9,892","10,469","10,563","11,511","12,702","13,126","13,025","14,804","16,377"
Operating Expenses,"8,766","9,892","10,469","10,563","11,511","12,702","13,126","13,025","14,804","16,377"
Operating Income,"3,680","4,175","4,502","4,749","4,445","4,772","3,115","6,937","6,675","5,915"
Interest Expense / Income,33,28,19,59,54,49,89,262,205,-6
Other Expense / Income,103,-58,-140,-196,66,-78,139,14,-181,-280
Pretax Income,"3,544","4,205","4,623","4,886","4,325","4,801","2,887","6,661","6,651","6,201"
Income Tax,851,932,863,646,"2,392",772,348,934,605,"1,131"
Net Income,"2,693","3,273","3,760","4,240","1,933","4,029","2,539","5,727","6,046","5,070"
Net Income Growth,8.94%,21.54%,14.88%,12.77%,-54.41%,108.43%,-36.98%,125.56%,5.57%,-16.14%
Shares Outstanding (Basic),"1,756","1,719","1,685","1,658","1,624","1,580","1,559","1,573","1,579","1,552"
Shares Outstanding (Diluted),-,-,-,"1,692","1,659","1,618","1,592","1,609","1,611","1,570"
Shares Change,-1.73%,-2.09%,-2.02%,0.43%,-1.94%,-2.45%,-1.66%,1.12%,0.09%,-2.55%
EPS (Basic),1.52,1.90,2.21,2.56,1.19,2.55,1.63,3.64,3.83,3.27
EPS (Diluted),1.49,1.85,2.16,2.51,1.17,2.49,1.60,3.56,3.75,3.23
EPS Growth,10.37%,24.16%,16.76%,16.20%,-53.39%,112.82%,-35.74%,122.50%,5.34%,-13.87%
Free Cash Flow,"2,136","3,720","2,266","2,754","3,927","4,784","1,399","5,962","4,430","4,872"
Free Cash Flow Per Share,1.22,2.16,1.34,1.66,2.42,3.03,0.90,3.79,2.81,3.14
Dividend Per Share,0.465,0.540,0.460,0.680,0.760,1.060,0.955,1.070,0.885,1.290
Dividend Growth,14.81%,16.13%,-14.81%,47.83%,11.76%,39.47%,-9.91%,12.04%,-17.29%,45.76%
Gross Margin,44.77%,45.97%,46.24%,44.58%,43.84%,44.67%,43.42%,44.82%,45.98%,43.52%
Operating Margin,13.24%,13.64%,13.91%,13.83%,12.21%,12.20%,8.33%,15.58%,14.29%,11.55%
Profit Margin,9.69%,10.70%,11.61%,12.34%,5.31%,10.30%,6.79%,12.86%,12.94%,9.90%
Free Cash Flow Margin,7.68%,12.16%,7.00%,8.02%,10.79%,12.23%,3.74%,13.39%,9.48%,9.51%
Effective Tax Rate,24.01%,22.16%,18.67%,13.22%,55.31%,16.08%,12.05%,14.02%,9.10%,18.24%
EBITDA,"4,095","4,839","5,291","5,651","5,153","5,570","4,095","7,720","7,696","7,054"
EBITDA Margin,14.73%,15.81%,16.34%,16.45%,14.16%,14.24%,10.95%,17.33%,16.48%,13.77%
Depreciation & Amortization,518,606,649,706,774,720,"1,119",797,840,859
EBIT,"3,577","4,233","4,642","4,945","4,379","4,850","2,976","6,923","6,856","6,195"
EBIT Margin,12.87%,13.83%,14.34%,14.40%,12.03%,12.40%,7.96%,15.54%,14.68%,12.10%
