,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"67,538","87,411","93,030","87,474","115,724","121,245","153,295","215,602","187,042","161,783","156,841"
Market Cap Growth,22.57%,29.42%,6.43%,-5.97%,32.30%,4.77%,26.43%,40.65%,-13.25%,-13.50%,-
Enterprise Value,"63,769","82,747","89,611","85,097","114,289","120,061","157,523","214,939","186,672","163,252","159,091"
PE Ratio,25.08,26.71,24.74,20.63,59.87,30.09,60.38,37.65,30.94,31.91,30.27
PS Ratio,2.43,2.86,2.87,2.55,3.18,3.10,4.10,4.84,4.00,3.16,3.04
PB Ratio,6.24,6.88,7.59,7.05,11.79,13.41,19.03,16.89,12.24,11.55,11.09
P/FCF Ratio,31.62,23.50,41.05,31.76,29.47,25.34,109.57,36.16,42.22,33.21,24.87
P/OCF Ratio,22.42,18.68,27.37,22.74,23.36,20.54,61.69,32.39,36.05,27.70,21.68
EV/Sales Ratio,2.29,2.70,2.77,2.48,3.14,3.07,4.21,4.83,4.00,3.19,3.09
EV/EBITDA Ratio,15.57,17.10,16.94,15.06,22.18,21.55,38.47,27.84,24.26,23.14,22.88
EV/EBIT Ratio,17.83,19.55,19.30,17.21,26.10,24.75,52.93,31.05,27.23,26.35,25.65
EV/FCF Ratio,29.85,22.24,39.55,30.90,29.10,25.10,112.60,36.05,42.14,33.51,25.22
Debt / Equity Ratio,0.13,0.10,0.17,0.31,0.39,0.38,1.62,1.00,0.83,0.87,0.86
Debt / EBITDA Ratio,0.34,0.26,0.39,0.67,0.74,0.62,3.18,1.66,1.64,1.72,1.75
Debt / FCF Ratio,0.64,0.34,0.90,1.38,0.97,0.73,9.30,2.15,2.85,2.49,1.93
Quick Ratio,1.71,1.47,1.62,1.80,1.45,1.14,1.39,1.85,1.65,1.60,1.63
Current Ratio,2.72,2.46,2.80,2.93,2.51,2.10,2.48,2.72,2.63,2.72,2.74
Asset Turnover,1.55,1.53,1.51,1.52,1.57,1.70,1.36,1.25,1.20,1.31,1.38
Interest Coverage,108.39,151.18,244.32,83.81,81.09,98.98,33.44,26.42,33.44,-,-
Return on Equity (ROE),24.20%,27.30%,29.60%,34.20%,17.80%,45.10%,28.50%,51.40%,40.70%,34.00%,37.40%
Return on Assets (ROA),15.00%,16.40%,17.50%,18.80%,8.30%,17.60%,9.20%,16.10%,15.50%,13.00%,14.10%
Return on Capital (ROIC),22.93%,23.27%,25.61%,25.42%,14.58%,31.99%,13.00%,23.32%,21.74%,18.50%,19.39%
Earnings Yield,3.99%,3.74%,4.04%,4.85%,1.67%,3.32%,1.66%,2.66%,3.23%,3.13%,3.38%
FCF Yield,3.16%,4.26%,2.44%,3.15%,3.39%,3.95%,0.91%,2.77%,2.37%,3.01%,4.02%
Dividend Yield,1.20%,1.10%,0.80%,1.30%,1.10%,1.40%,1.00%,0.80%,0.70%,1.20%,1.43%
Payout Ratio,30.60%,28.40%,20.80%,26.60%,63.90%,41.60%,58.60%,29.40%,23.10%,39.40%,43.27%
Buyback Yield / Dilution,1.73%,2.09%,2.02%,1.60%,1.94%,2.45%,1.66%,-1.12%,-0.09%,2.55%,2.56%
Total Shareholder Return,2.93%,3.19%,2.82%,2.90%,3.04%,3.85%,2.66%,-0.32%,0.61%,3.75%,3.99%
