,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,172","2,368","2,490","2,411","2,230","2,390","2,530","2,517","2,446","2,694","2,880","2,756","2,734","3,053","3,398","3,312","3,580","3,665","3,898","3,807","3,889","4,113","4,467","4,414","4,009","3,335","3,837","4,120","4,155","4,528","4,985","5,216","5,167","5,497","5,756","5,817","5,748","6,269","6,533","6,548"
Revenue Growth (YoY),13.96%,12.98%,12.26%,15.25%,2.67%,0.93%,1.61%,4.40%,9.69%,12.72%,13.83%,9.50%,11.77%,13.33%,17.99%,20.17%,30.94%,20.05%,14.71%,14.95%,8.63%,12.22%,14.60%,15.94%,3.09%,-18.92%,-14.10%,-6.66%,3.64%,35.77%,29.92%,26.60%,24.36%,21.40%,15.47%,11.52%,11.24%,14.04%,13.50%,12.57%
Gross Profit,"2,172","2,368","2,490","2,411","2,230","2,390","2,530","2,517","2,446","2,694","2,880","2,756","2,734","3,053","3,398","3,312","3,580","3,665","3,898","3,807","3,889","4,113","4,467","4,414","4,009","3,335","3,837","4,120","4,155","4,528","4,985","5,216","5,167","5,497","5,756","5,817","5,748","6,269","6,533","6,548"
"Selling, General & Admin",814,904,987,"1,309",792,986,"1,067","1,317","1,003","1,114","1,117","1,291","1,121","1,289","1,339","1,675","1,518","1,389","1,471","1,703","1,559","1,594","1,675","1,869","1,648","1,461","1,591","1,867","1,795","1,934","2,053","2,200","2,025","2,157","2,251","2,434","2,210","2,401","2,478","2,663"
Other Operating Expenses,73,81,83,84,87,153,94,93,95,200,93,102,107,111,118,115,237,340,140,870,117,122,137,146,150,167,141,195,163,253,215,189,192,322,393,199,402,212,211,513
Operating Expenses,887,985,"1,070","1,393",879,"1,139","1,161","1,410","1,098","1,314","1,210","1,393","1,228","1,400","1,457","1,790","1,755","1,729","1,611","2,573","1,676","1,716","1,812","2,015","1,798","1,628","1,732","2,062","1,958","2,187","2,268","2,389","2,217","2,479","2,644","2,633","2,612","2,613","2,689","3,176"
Operating Income,"1,285","1,383","1,420","1,018","1,351","1,251","1,369","1,107","1,348","1,380","1,670","1,363","1,506","1,653","1,941","1,522","1,825","1,936","2,287","1,234","2,213","2,397","2,655","2,399","2,211","1,707","2,105","2,058","2,197","2,341","2,717","2,827","2,950","3,018","3,112","3,184","3,136","3,656","3,844","3,372"
Interest Expense / Income,6,15,11,16,17,17,15,12,20,22,23,30,39,39,35,41,43,48,48,47,46,51,63,64,69,101,105,105,107,106,110,108,110,114,120,127,132,144,151,148
Other Expense / Income,-2,-5,-9,-5,-6,-7,2,70,-9,-7,14,22,-11,-14,-26,-3,-21,-34,-25,-28,-36,-173,58,-140,155,-84,85,-215,-100,-243,-209,-104,67,106,-80,-32,151,-192,-68,-97
Pretax Income,"1,281","1,373","1,418","1,007","1,340","1,241","1,352","1,025","1,337","1,365","1,633","1,311","1,478","1,628","1,932","1,484","1,803","1,922","2,264","1,215","2,203","2,519","2,534","2,475","1,987","1,690","1,915","2,168","2,190","2,478","2,816","2,823","2,773","2,798","3,072","3,089","2,853","3,704","3,761","3,321"
Income Tax,411,442,403,206,320,320,375,135,378,382,449,378,397,451,502,"1,257",311,353,365,316,341,471,426,375,294,270,402,383,362,412,402,444,142,523,573,564,492,859,563,530
Net Income,870,931,"1,015",801,"1,020",921,977,890,959,983,"1,184",933,"1,081","1,177","1,430",227,"1,492","1,569","1,899",899,"1,862","2,048","2,108","2,100","1,693","1,420","1,513","1,785","1,828","2,066","2,414","2,379","2,631","2,275","2,499","2,525","2,361","2,845","3,198","2,791"
Net Income Growth,13.58%,9.79%,15.47%,28.57%,17.24%,-1.07%,-3.74%,11.11%,-5.98%,6.73%,21.19%,4.83%,12.72%,19.74%,20.78%,-75.67%,38.02%,33.31%,32.80%,296.04%,24.80%,30.53%,11.01%,133.59%,-9.08%,-30.66%,-28.23%,-15.00%,7.97%,45.49%,59.55%,33.28%,43.93%,10.12%,3.52%,6.14%,-10.26%,25.05%,27.97%,10.53%
Shares Outstanding (Basic),"1,185","1,165","1,157","1,153","1,148","1,138","1,130","1,128","1,109","1,098","1,096","1,089","1,078","1,070","1,063","1,055","1,051","1,043","1,037","1,032","1,026","1,020","1,013","1,008","1,005","1,004","1,001",999,994,990,986,982,977,971,965,959,953,946,941,935
Shares Outstanding (Diluted),"1,189","1,169","1,160","1,160","1,152","1,141","1,133","1,131","1,112","1,101","1,099","1,092","1,082","1,075","1,068","1,063","1,057","1,049","1,043","1,038","1,032","1,025","1,019","1,013","1,010","1,008","1,005","1,000",998,994,990,986,981,974,968,962,956,949,943,937
Shares Change,-3.33%,-3.94%,-4.05%,-3.57%,-3.11%,-2.40%,-2.33%,-2.50%,-3.47%,-3.51%,-3.00%,-3.45%,-2.70%,-2.36%,-2.82%,-2.66%,-2.31%,-2.42%,-2.34%,-2.35%,-2.37%,-2.29%,-2.30%,-2.41%,-2.13%,-1.66%,-1.37%,-1.28%,-1.19%,-1.39%,-1.49%,-1.40%,-1.70%,-2.01%,-2.22%,-2.43%,-2.55%,-2.57%,-2.58%,-2.60%
EPS (Basic),0.73,0.80,0.88,0.70,0.89,0.81,0.86,0.79,0.86,0.89,1.08,0.86,1.00,1.10,1.34,0.22,1.42,1.50,1.83,0.88,1.81,2.01,2.08,2.08,1.68,1.41,1.51,1.79,1.84,2.09,2.45,2.42,2.69,2.34,2.59,2.63,2.48,3.01,3.40,2.98
