,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"4,932","3,796","5,415","6,087","5,160","4,361","4,748","6,642","5,831","6,112","6,202","7,712","6,990","6,170","6,585","7,018","7,855","7,202","7,905","7,762","6,901","6,752","6,274","8,358","11,725","12,685","11,793","11,809","9,005","8,022","8,238","9,294","8,609","7,542","9,164","8,576","8,174","7,893","8,714","10,433"
Short-Term Investments,"2,543","2,836","1,857","1,238","1,589","1,716","1,232",991,"1,314","1,271","1,774","1,614","1,654","1,782","1,864","1,849","1,378","1,535","1,622","1,696","1,317",809,751,688,477,390,400,483,489,544,510,473,449,438,412,400,402,344,602,592
Cash & Cash Equivalents,"7,475","6,632","7,272","7,325","6,749","6,077","5,980","7,633","7,145","7,383","7,976","9,326","8,644","7,952","8,449","8,867","9,233","8,737","9,527","9,458","8,218","7,561","7,025","9,046","12,202","13,075","12,193","12,292","9,494","8,566","8,748","9,767","9,058","7,980","9,576","8,976","8,576","8,237","9,316","11,025"
Cash Growth,28.17%,11.84%,5.62%,1.65%,-9.71%,-8.37%,-17.77%,4.20%,5.87%,21.49%,33.38%,22.18%,20.98%,7.71%,5.93%,-4.92%,6.81%,9.87%,12.76%,6.67%,-10.99%,-13.46%,-26.26%,-4.36%,48.48%,72.93%,73.57%,35.88%,-22.19%,-34.49%,-28.25%,-20.54%,-4.59%,-6.84%,9.47%,-8.10%,-5.32%,3.22%,-2.72%,22.83%
Receivables,995,"1,134","1,071","1,109","1,072","1,128","1,081","1,079","1,186","1,203","1,298","1,416","1,553","1,708","1,858","1,969","2,122","2,164","2,277","2,276","2,577","2,607","2,500","2,514","2,441","2,147","2,357","2,646","2,648","2,773","2,820","3,006","2,889","3,175","3,167","3,425","3,511","3,763","3,925","4,060"
Other Current Assets,"2,872","2,811","2,613","2,563","2,527","3,012","2,564","2,272","2,275","2,412","2,502","2,486","2,688","2,882","2,924","2,961","3,352","3,404","3,260","4,437","3,601","3,997","5,322","5,342","3,480","4,159","3,919","4,175","4,263","3,740","3,814","4,176","4,006","4,056","4,080","4,205","4,333","4,530","3,742","3,876"
Total Current Assets,"11,342","10,577","10,956","10,997","10,348","10,217","9,625","10,984","10,606","10,998","11,776","13,228","12,885","12,542","13,231","13,797","14,707","14,305","15,064","16,171","14,396","14,165","14,847","16,902","18,123","19,381","18,469","19,113","16,405","15,079","15,382","16,949","15,953","15,211","16,823","16,606","16,420","16,530","16,983","18,961"
"Property, Plant & Equipment",528,539,553,615,602,632,641,675,669,680,698,733,748,845,901,829,839,860,876,921,"1,305","1,348","1,492","1,828","1,901","1,872","1,887","1,902","1,850","1,839","1,860","1,907","1,957","1,950","1,951","2,006","2,006","1,986","1,972","2,061"
Goodwill and Intangibles,"2,009","2,286","2,161","2,236","2,117","2,802","2,727","2,694","2,674","2,596","2,561","2,478","2,477","3,885","4,162","4,155","4,222","4,017","3,973","3,895","3,969","4,756","5,034","5,438","5,517","5,561","5,666","6,713","10,372","11,274","11,130","11,333","11,300","11,195","10,758","11,381","11,602","11,628","11,510","11,746"
Other Long-Term Assets,923,973,989,"1,481","1,566","1,621","1,641","1,897","1,956","2,008","2,288","2,236","2,460","2,567","2,620","2,548","3,176","3,289","3,427","3,873","3,850","4,462","4,608","5,068","5,107","5,313","5,572","5,856","6,173","6,719","7,038","7,480","7,953","7,875","8,080","8,731","8,908","8,860","9,209","9,680"
Total Long-Term Assets,"3,460","3,798","3,703","4,332","4,285","5,055","5,009","5,266","5,299","5,284","5,547","5,447","5,685","7,297","7,683","7,532","8,237","8,166","8,276","8,689","9,124","10,566","11,134","12,334","12,525","12,746","13,125","14,471","18,395","19,832","20,028","20,720","21,210","21,020","20,789","22,118","22,516","22,474","22,691","23,487"
Total Assets,"14,802","14,375","14,659","15,329","14,633","15,272","14,634","16,250","15,905","16,282","17,323","18,675","18,570","19,839","20,914","21,329","22,944","22,471","23,340","24,860","23,520","24,731","25,981","29,236","30,648","32,127","31,594","33,584","34,800","34,911","35,410","37,669","37,163","36,231","37,612","38,724","38,936","39,004","39,674","42,448"
Accounts Payable,297,420,319,419,406,481,381,472,409,452,437,609,680,654,722,933,370,345,382,537,508,432,505,489,371,369,341,527,476,547,557,738,666,633,615,926,735,643,589,834
Current Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,0,0,0,0,0,0,649,649,649,650,792,778,735,957,274,276,"1,336","1,337","1,337"
