,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"88,635","85,842","85,597","99,330","99,215","106,589","102,025","109,313","104,965","96,782","111,717","112,503","121,234","130,180","150,363","160,239","184,161","205,161","231,170","194,837","241,550","270,223","275,524","301,237","242,794","296,806","338,529","355,843","353,687","361,822","343,082","353,053","349,331","306,850","274,779","334,328","346,418","372,790","373,031","399,971","433,957"
Market Cap Growth,33.42%,22.91%,5.48%,-1.23%,11.94%,24.17%,19.19%,10.05%,5.80%,-9.20%,9.50%,2.92%,15.50%,34.51%,34.59%,42.43%,51.91%,57.60%,53.74%,21.59%,31.16%,31.71%,19.19%,54.61%,0.51%,9.84%,22.87%,18.13%,45.67%,21.91%,1.34%,-0.78%,-1.23%,-15.19%,-19.91%,-5.30%,-0.83%,21.49%,35.76%,19.63%,-
Enterprise Value,"82,654","80,704","79,819","93,499","93,961","102,007","97,540","104,948","101,153","92,705","107,067","108,357","117,806","127,554","147,307","156,796","181,397","202,282","228,001","191,713","239,631","270,468","276,234","300,718","243,058","296,229","338,910","356,223","358,063","367,155","348,195","357,187","354,919","313,351","279,737","339,375","353,410","380,173","379,281","404,627","438,613"
PE Ratio,27.53,25.99,24.89,27.46,26.34,28.37,27.43,28.71,28.01,25.41,27.82,27.72,29.00,29.76,32.54,40.93,42.57,43.49,44.57,33.25,38.78,40.28,39.83,37.11,30.54,40.54,50.33,55.51,54.03,50.31,42.39,40.64,36.81,31.64,28.09,33.67,35.86,36.44,34.13,35.73,39.57
PS Ratio,10.33,9.70,9.38,10.52,10.45,11.20,10.67,11.31,10.62,9.50,10.60,10.44,10.96,11.40,12.59,12.82,13.80,14.70,15.99,13.03,15.83,17.20,16.93,17.84,14.28,18.29,21.71,23.26,22.90,21.74,19.29,18.70,17.56,14.71,12.70,15.04,15.18,15.80,15.31,15.94,17.29
PB Ratio,13.50,13.70,13.17,14.63,15.75,16.64,16.28,18.13,19.16,16.58,17.96,19.89,21.61,22.25,23.34,29.31,32.29,39.03,40.03,36.11,46.74,53.96,55.67,51.12,44.98,45.87,58.41,55.68,55.90,56.17,51.18,48.28,49.66,49.73,43.20,53.09,64.99,67.73,59.11,57.72,62.63
P/FCF Ratio,25.14,24.39,24.02,32.32,29.11,30.74,30.75,29.08,27.00,23.56,26.18,26.44,31.05,30.99,33.18,30.57,33.38,36.44,37.22,34.07,40.39,45.26,46.95,40.41,30.60,37.78,46.96,54.61,57.18,51.80,44.04,40.82,39.62,34.05,26.68,33.11,34.04,35.94,38.10,36.72,39.84
P/OCF Ratio,23.14,22.48,22.06,29.15,26.46,27.74,27.36,26.66,24.71,21.56,24.08,24.26,28.15,28.49,30.47,28.29,30.84,33.44,34.43,31.31,37.16,41.27,42.16,36.81,27.81,34.30,42.58,49.26,51.80,47.37,40.23,37.31,35.71,30.77,24.35,29.86,30.57,32.21,34.07,33.39,36.22
Debt / Equity Ratio,0.23,0.24,0.23,0.22,0.24,0.23,0.24,0.54,0.61,0.57,0.53,0.92,0.93,0.91,0.84,0.99,1.13,1.11,1.10,1.17,1.22,1.56,1.56,1.45,2.31,1.93,2.17,1.98,2.19,2.16,2.07,1.90,2.08,2.35,2.28,2.23,2.92,2.84,2.47,2.26,2.26
Quick Ratio,1.41,1.34,1.43,1.36,1.32,1.11,1.19,1.39,1.29,1.33,1.30,1.49,1.44,1.27,1.29,1.23,1.27,1.15,1.22,1.01,1.05,1.07,0.89,0.97,1.51,1.53,1.46,1.26,1.06,1.00,1.00,0.97,1.00,0.92,0.95,0.88,0.89,0.82,0.91,0.93,0.93
