,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"40,633","42,936","45,085","48,134","52,669","52,056","43,002","45,384","35,945","42,000","37,636","31,754","31,439","34,702","32,298","32,512","29,067","26,954","26,500","21,583","22,455","25,529","25,269","24,924","23,932","24,832","24,155","27,925","31,044","30,252","30,839","37,952","45,858","47,420","48,850","53,190","48,757","57,944","58,662","61,605","67,157"
Market Cap Growth,61.61%,65.47%,53.70%,29.83%,29.62%,21.24%,-4.62%,-5.71%,-31.75%,-19.32%,-12.48%,-30.03%,-12.54%,-17.38%,-14.18%,2.39%,-7.54%,-22.33%,-17.95%,-33.61%,-22.75%,-5.29%,-4.64%,15.48%,6.58%,-2.73%,-4.41%,12.04%,29.72%,21.83%,27.67%,35.91%,47.72%,56.75%,58.40%,40.15%,6.32%,22.19%,20.09%,15.82%,-
Enterprise Value,"47,034","49,504","51,853","53,941","57,172","56,217","47,031","50,696","40,011","45,451","40,279","38,443","37,201","40,315","38,056","38,687","34,275","34,507","33,470","29,518","27,069","33,452","34,231","34,854","29,318","31,652","30,708","33,875","34,171","37,285","36,626","43,211","49,868","52,619","53,146","58,591","51,374","62,731","63,454","67,231","72,783"
PE Ratio,32.17,34.57,34.49,28.08,35.68,31.57,23.93,23.17,15.92,18.89,19.66,16.60,6.20,7.17,7.13,6.77,433.84,-70.93,224.57,-68.30,660.44,42.91,-39.86,-27.18,26.59,26.96,10.84,-6.67,-6.84,-6.73,-6.41,26.88,41.17,33.97,23.77,16.93,13.70,15.45,16.82,20.55,23.14
PS Ratio,0.30,0.29,0.28,0.28,0.29,0.28,0.23,0.24,0.19,0.22,0.19,0.16,0.16,0.17,0.16,0.16,0.14,0.13,0.13,0.10,0.11,0.12,0.11,0.11,0.10,0.11,0.10,0.12,0.13,0.12,0.12,0.15,0.17,0.18,0.18,0.19,0.18,0.20,0.20,0.20,0.22
PB Ratio,4.77,4.78,5.05,5.30,6.58,5.88,4.89,5.11,4.03,4.54,3.98,4.13,2.83,3.07,2.90,2.77,2.97,2.87,2.84,2.35,2.77,3.24,3.90,4.04,4.70,4.56,4.10,-58.54,-1478.29,-57.19,-54.01,-29.79,-20.18,-23.66,-27.65,-21.67,-26.26,-36.17,-32.09,-30.01,-30.01
P/FCF Ratio,14.96,19.80,22.57,14.27,20.52,18.36,11.78,24.06,12.00,9.53,8.00,5.49,7.52,11.34,12.53,14.98,7.72,13.92,9.63,8.39,6.45,5.64,8.24,7.98,6.19,8.71,6.19,5.34,7.96,9.17,7.53,8.78,11.76,10.22,12.36,12.69,10.60,12.97,13.62,21.30,23.22
P/OCF Ratio,12.96,16.50,18.12,12.36,16.92,15.38,10.24,18.53,9.79,8.27,7.04,4.95,6.63,9.57,10.24,11.80,6.69,10.60,7.97,6.82,5.56,5.06,7.10,6.89,5.47,7.38,5.38,4.79,6.83,7.60,6.49,7.72,10.34,9.27,11.03,11.27,9.45,11.48,11.96,17.64,19.23
Debt / Equity Ratio,1.24,1.19,1.18,1.14,1.23,1.11,1.07,0.98,0.91,0.88,0.86,1.19,0.77,0.70,0.75,0.75,0.80,1.04,0.97,1.07,0.94,1.25,1.59,1.94,1.85,1.73,1.64,-19.97,-447.86,-17.88,-13.90,-6.29,-3.32,-3.71,-4.08,-3.33,-3.93,-4.63,-4.00,-3.71,-3.71
Quick Ratio,0.61,0.65,0.65,0.65,0.63,0.64,0.64,0.60,0.63,0.63,0.64,0.54,0.59,0.60,0.59,0.60,0.56,0.56,0.55,0.56,0.56,0.56,0.55,0.52,0.56,0.53,0.52,0.54,0.58,0.52,0.48,0.44,0.46,0.47,0.48,0.49,0.50,0.51,0.49,0.48,0.48
