,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,528.47,542.94,527.1,549.78,"1,454",701.47,760.79,731.77,744.96,739.7
Other Operating Activities,590.81,321.77,592.95,848.93,-25.44,576.18,603.08,744.66,692.72,682.49
Operating Cash Flow,"1,119",864.71,"1,120","1,399","1,429","1,278","1,364","1,476","1,438","1,422"
Operating Cash Flow Growth,18.71%,-22.74%,29.53%,24.88%,2.17%,-10.60%,6.75%,8.25%,-2.62%,-1.08%
Capital Expenditures,-10.6,-10.62,-36.96,-25.16,-20.29,-45.09,-42.2,-41.76,-38.24,-27.93
Change in Investments,"-1,010.37",-604.72,"-1,051.09","-1,977.77","-1,696.75","-1,702.67","-1,495.07","-2,111.73","-1,563.99","-1,620.52"
Other Investing Activities,406.59,265.17,454.69,940.5,790.21,851.54,727.96,971.75,688.87,705.44
Investing Cash Flow,-614.38,-350.16,-633.35,"-1,062.44",-926.82,-896.22,-809.31,"-1,181.73",-913.37,-943.02
Dividends Paid,-60.91,-65.01,-66.9,-66.93,-68.83,-71.42,-74.19,-78.19,-80.04,-80.55
Share Issuance / Repurchase,-384.45,-393.01,-382.57,-343.46,-351.77,-385.66,-376.41,-395.77,-471.61,-348.05
Debt Issued / Paid,-90.07,9.33,1.98,162.59,57.56,192.55,-18.49,272.84,92.29,48.93
Other Financing Activities,-0.49,-51.27,-78.22,-71.99,-90.93,-126.99,-121.43,-72.93,-64.24,-112.79
Financing Cash Flow,-535.92,-499.96,-525.71,-319.79,-453.98,-391.52,-590.51,-274.06,-523.6,-492.45
Exchange Rate Effect,6.25,14.49,34.37,-1.7,-5.85,12.56,-9.15,-1.73,-3.39,13.67
Net Cash Flow,-24.77,29.08,-4.64,14.78,42.4,2.46,-45.09,18.91,-2.68,0.4
Free Cash Flow,"1,109",854.09,"1,083","1,374","1,409","1,233","1,322","1,435","1,399","1,394"
Free Cash Flow Growth,18.17%,-22.96%,26.81%,26.82%,2.56%,-12.51%,7.23%,8.55%,-2.46%,-0.37%
Free Cash Flow Margin,31.73%,23.59%,28.76%,34.91%,33.90%,28.64%,29.19%,30.28%,27.37%,26.74%
Free Cash Flow Per Share,8.17,6.64,8.78,11.58,12.20,11.05,12.21,13.71,13.86,14.33
