,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"7,066","6,969","7,050","8,752","10,472","8,313","11,397","9,939","9,464","11,726","11,903"
Market Cap Growth,44.06%,-1.38%,1.16%,24.15%,19.65%,-20.62%,37.10%,-12.80%,-4.78%,23.90%,-
Enterprise Value,"8,249","8,133","8,222","10,074","11,814","9,857","12,969","11,767","11,398","13,710","14,063"
PE Ratio,13.37,12.84,13.37,15.92,7.20,11.85,14.98,13.58,12.70,15.85,13.44
PS Ratio,2.02,1.93,1.87,2.22,2.52,1.93,2.52,2.10,1.85,2.25,2.22
PB Ratio,1.87,1.48,1.74,1.92,1.68,1.54,1.56,1.13,1.10,2.97,2.57
P/FCF Ratio,6.37,8.16,6.51,6.37,7.43,6.74,8.62,6.93,6.76,8.41,8.39
P/OCF Ratio,6.31,8.06,6.29,6.26,7.33,6.51,8.36,6.73,6.58,8.24,8.14
EV/Sales Ratio,2.36,2.25,2.18,2.56,2.84,2.29,2.86,2.48,2.23,2.63,2.63
EV/EBITDA Ratio,9.63,9.29,9.63,11.64,12.96,10.34,12.77,11.97,11.44,13.76,11.56
EV/EBIT Ratio,9.63,9.29,9.63,11.64,12.96,10.34,12.77,11.97,11.44,13.76,11.56
EV/FCF Ratio,7.44,9.52,7.59,7.33,8.39,8.00,9.81,8.20,8.14,9.83,9.92
Debt / Equity Ratio,0.32,0.26,0.30,0.31,0.23,0.31,0.23,0.22,0.23,0.53,0.49
Debt / EBITDA Ratio,1.42,1.41,1.45,1.61,1.60,1.75,1.62,1.96,2.03,2.08,1.85
Debt / FCF Ratio,1.10,1.44,1.14,1.02,1.04,1.35,1.25,1.34,1.45,1.49,1.58
Asset Turnover,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.17,0.18,0.20,0.20
Interest Coverage,10.65,11.50,11.14,10.39,10.78,10.59,12.05,11.34,11.93,11.03,12.01
Return on Equity (ROE),13.50%,12.10%,12.00%,11.60%,27.40%,12.60%,11.10%,9.30%,8.80%,14.40%,22.10%
Return on Assets (ROA),2.90%,2.80%,2.60%,2.60%,6.40%,3.00%,3.00%,2.70%,2.50%,2.80%,3.40%
Return on Capital (ROIC),11.38%,9.86%,10.81%,10.08%,20.93%,10.94%,9.28%,7.50%,7.62%,13.50%,14.41%
Earnings Yield,7.48%,7.79%,7.48%,6.28%,13.89%,8.44%,6.68%,7.36%,7.87%,6.31%,7.62%
FCF Yield,15.69%,12.26%,15.36%,15.69%,13.45%,14.83%,11.60%,14.44%,14.79%,11.89%,11.92%
Dividend Yield,1.10%,0.90%,0.70%,0.80%,0.70%,0.80%,0.60%,0.80%,0.80%,0.70%,0.72%
Payout Ratio,14.60%,12.40%,9.70%,12.40%,4.80%,10.30%,9.90%,10.70%,10.70%,10.90%,9.64%
Buyback Yield / Dilution,4.75%,5.15%,4.13%,3.79%,2.70%,3.38%,2.92%,3.35%,3.52%,3.67%,2.69%
Total Shareholder Return,5.85%,6.05%,4.83%,4.59%,3.40%,4.18%,3.52%,4.15%,4.32%,4.37%,3.40%
