,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,157","1,214","1,183","1,114","2,455","2,294","2,115","1,809","1,605","1,391",969.16,"1,468","1,078","1,919","1,746","2,823","2,594","3,906","3,068","3,794","3,349","5,004","4,435","5,018","5,152","7,153","8,392","8,206","8,404","7,778","7,527","6,028","6,009","5,819","6,114","5,147","6,715","7,663","7,353","7,117"
Short-Term Investments,510.79,500.12,483.6,494.89,502.93,502.89,494.21,501.39,467.23,443.3,374.1,266.21,263.41,246.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.28,"1,113",914.2,514.2,20.97
Cash & Cash Equivalents,"1,668","1,714","1,667","1,608","2,958","2,797","2,610","2,311","2,072","1,834","1,343","1,734","1,341","2,165","1,746","2,823","2,594","3,906","3,068","3,794","3,349","5,004","4,435","5,018","5,152","7,153","8,392","8,206","8,404","7,778","7,527","6,028","6,009","5,819","6,114","6,058","7,828","8,577","7,867","7,138"
Cash Growth,62.62%,58.72%,46.86%,34.00%,77.29%,63.14%,56.56%,43.66%,-29.93%,-34.42%,-48.53%,-24.97%,-35.28%,18.03%,30.02%,62.81%,93.38%,80.44%,75.64%,34.42%,29.11%,28.11%,44.58%,32.26%,53.85%,42.94%,89.23%,63.51%,63.12%,8.73%,-10.32%,-26.54%,-28.50%,-25.18%,-18.77%,0.51%,30.26%,47.38%,28.68%,17.82%
Other Current Assets,"1,919","1,954","2,157","2,319","2,581","2,804","2,960","3,121","3,471","3,553","3,851","3,987","4,319","4,536","4,639","4,847","5,224","5,441","5,662","5,900",820.35,872.91,892.74,"1,160","1,296","1,411","1,434","1,556","1,704","1,827","1,889","2,042","2,089","2,021","2,703","3,208","2,655","2,929","2,912","2,780"
Total Current Assets,"3,587","3,668","3,823","3,927","5,539","5,601","5,570","5,432","5,544","5,387","5,194","5,720","5,660","6,701","6,385","7,670","7,818","9,347","8,730","9,694","4,169","5,877","5,328","6,179","6,448","8,564","9,826","9,762","10,108","9,604","9,416","8,070","8,098","7,841","8,817","9,266","10,483","11,506","10,779","9,918"
"Property, Plant & Equipment",133.47,141.72,144.15,149.88,145.82,171.4,181.27,173.41,166.25,162.86,191.88,250.4,275.08,309.83,322.42,319.4,341.93,349.65,371.15,418.28,434.37,452.4,481.99,565.22,650.46,751.94,828.12,960.18,"1,015","1,107","1,220","1,323","1,384","1,362","1,373","1,398","1,413","1,472","1,498","1,491"
Goodwill and Intangibles,"3,951","4,135","4,639","4,939","5,683","6,152","6,587","7,219","8,519","9,092","10,310","11,001","12,056","13,228","13,963","14,682","15,941","17,096","18,396","20,102","20,889","21,946","23,235","24,505","25,267","25,155","25,068","25,384","26,044","27,292","28,974","30,920","31,192","32,533","32,777","32,737","32,349","32,521","31,750","31,658"
Other Long-Term Assets,"-1,623.04","-1,619.41","-1,828.16","-1,973.89","-2,127.05","-2,268.76","-2,421.69","-2,621.2","-2,966.62","-3,048.48","-3,348.5","-3,384.88","-3,632.04","-3,720.98","-3,719.32","-3,658.63","-3,948.04","-4,128.73","-4,131.26","-4,240.34","1,727","1,896","1,897","2,727","2,695","2,704","2,900","3,175","2,956","2,968","3,130","4,272","4,657","4,615","4,595","5,193","5,245","5,318","5,474","5,664"
Total Long-Term Assets,"2,461","2,657","2,955","3,115","3,702","4,054","4,347","4,771","5,718","6,207","7,153","7,866","8,699","9,816","10,566","11,343","12,335","13,317","14,636","16,280","23,050","24,294","25,614","27,797","28,612","28,611","28,796","29,519","30,016","31,367","33,324","36,515","37,233","38,510","38,745","39,328","39,008","39,311","38,722","38,814"
