,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"2,830","2,550","2,784","3,017","3,768","3,395","3,027","3,734","3,473","3,791","3,914","3,606","4,261","4,819","5,141","5,184","5,063","5,379","6,462","5,373","7,005","6,918","6,473","7,420","6,180","8,412","10,769","12,521","14,338","18,488","23,097","18,631","14,091","11,498","9,537","11,086","10,290","10,761","10,048","12,127","12,566"
Market Cap Growth,32.70%,26.76%,22.69%,17.55%,33.11%,33.15%,8.72%,23.77%,-7.83%,11.65%,29.32%,-3.42%,22.71%,27.12%,31.35%,43.75%,18.81%,11.62%,25.70%,3.66%,38.37%,28.63%,0.16%,38.09%,-11.77%,21.59%,66.37%,68.74%,131.99%,119.78%,114.48%,48.81%,-1.72%,-37.81%,-58.71%,-40.50%,-26.97%,-6.41%,5.36%,9.38%,-
Enterprise Value,"3,301","3,246","3,440","3,629","4,402","4,017","3,805","4,479","4,177","5,001","5,067","4,723","5,327","5,846","6,201","6,165","6,008","7,014","8,008","6,846","8,559","8,900","8,341","9,187","8,316","10,418","12,689","14,428","16,250","21,235","26,023","21,307","16,792","14,663","12,652","13,950","13,250","13,641","12,796","14,916","15,355"
PE Ratio,25.85,21.71,23.47,23.81,29.90,24.38,20.93,25.01,22.42,26.77,27.57,23.30,25.92,26.31,25.98,42.02,39.18,41.71,47.22,23.74,30.61,31.61,27.98,29.44,24.96,31.00,35.72,34.37,38.23,46.68,58.24,47.65,33.35,25.94,21.86,22.80,20.73,22.23,21.16,25.55,26.57
PS Ratio,2.41,2.09,2.21,2.33,2.86,2.58,2.26,2.74,2.48,2.54,2.50,2.15,2.40,2.67,2.79,2.79,2.66,2.66,3.02,2.37,2.95,2.83,2.56,2.83,2.27,3.06,3.81,4.28,4.71,5.65,6.74,5.26,3.88,3.12,2.52,2.79,2.52,2.58,2.38,2.94,3.04
PB Ratio,4.07,3.80,4.15,4.49,5.68,4.84,4.30,5.09,4.45,4.56,4.51,4.31,4.86,5.00,5.03,4.96,4.44,4.55,5.16,4.08,5.01,4.76,4.22,4.54,3.74,4.80,5.68,5.92,6.57,7.97,9.52,7.35,5.40,4.34,3.63,3.73,3.31,3.31,3.04,3.37,3.49
P/FCF Ratio,17.30,14.82,16.28,15.45,21.10,16.70,13.53,15.33,12.38,13.71,14.98,13.78,17.60,18.67,22.08,22.00,20.26,20.06,19.85,17.85,26.25,25.72,21.95,21.80,16.05,20.23,24.13,32.95,29.91,38.20,51.09,35.02,34.20,33.97,34.10,37.59,37.38,37.19,27.27,33.19,34.39
P/OCF Ratio,13.64,11.83,12.96,11.96,16.04,12.85,10.59,12.17,10.17,11.31,12.26,11.38,13.97,14.81,16.45,16.30,14.71,14.63,15.19,12.18,17.69,17.23,14.70,15.43,11.56,14.82,18.29,22.91,22.12,27.49,34.48,24.49,20.33,17.53,15.53,17.89,16.43,17.22,14.40,17.73,18.37
Debt / Equity Ratio,0.92,1.21,1.17,1.15,1.18,1.10,1.21,1.18,1.11,1.64,1.45,1.48,1.37,1.19,1.16,1.10,0.99,1.55,1.34,1.27,1.20,1.50,1.33,1.23,1.52,1.37,1.14,1.01,1.09,1.28,1.29,1.15,1.13,1.27,1.26,1.04,1.02,0.95,0.88,0.85,0.85
Quick Ratio,1.71,1.44,1.43,1.42,1.54,1.55,1.16,1.24,1.43,1.21,1.13,1.12,1.34,1.21,1.31,1.28,1.54,1.30,1.16,1.20,1.17,1.17,1.01,1.06,1.32,1.28,1.04,1.01,1.34,0.93,0.89,0.86,0.95,0.90,0.95,0.90,1.01,0.99,0.96,1.00,1.00
Current Ratio,2.47,2.18,2.14,1.97,2.27,2.28,1.84,1.79,2.06,1.70,1.59,1.53,1.83,1.74,1.88,1.78,2.07,1.72,1.55,1.61,1.64,1.59,1.43,1.44,1.75,1.70,1.45,1.43,1.77,1.36,1.40,1.23,1.34,1.33,1.40,1.32,1.48,1.49,1.45,1.53,1.53
Interest Coverage,16.21,15.63,15.55,14.97,11.54,14.62,14.67,13.72,13.14,7.07,8.53,9.41,12.15,11.29,10.45,9.84,6.58,4.82,5.23,5.45,7.58,3.80,13.72,5.33,4.68,5.33,8.19,6.17,3.15,8.78,8.39,14.98,12.52,39.56,11.72,7.99,4.79,4.60,4.33,7.17,5.21
Return on Capital (ROIC),Upgrade,8.52%,7.88%,8.31%,8.93%,9.76%,10.20%,10.01%,10.12%,9.53%,6.78%,7.10%,8.00%,8.21%,9.03%,9.18%,5.75%,6.21%,4.69%,5.37%,8.95%,8.72%,7.43%,8.23%,8.09%,7.75%,7.80%,8.18%,8.39%,8.54%,8.02%,8.19%,9.09%,9.07%,9.16%,9.06%,8.50%,8.33%,7.98%,8.11%,7.47%
