,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"20,221","17,783","13,908","12,234","13,125","17,060","16,275","19,455","13,476","10,832","19,759"
Market Cap Growth,22.02%,-12.06%,-21.79%,-12.03%,7.28%,29.99%,-4.61%,19.54%,-30.73%,-19.62%,-
Enterprise Value,"29,710","28,466","22,961","20,033","18,553","23,121","22,641","25,618","20,055","17,746","26,673"
PE Ratio,21.99,-31.72,22.20,29.62,12.40,387.85,39.58,38.73,27.07,35.60,30.64
PS Ratio,12.35,9.16,6.53,6.62,11.02,13.76,9.89,10.26,6.54,4.97,9.06
PB Ratio,1.88,1.90,2.51,2.31,2.21,2.80,2.42,2.99,2.03,1.71,3.11
P/FCF Ratio,33.73,-39.37,15.77,11.00,7.07,-13.50,2516.18,19.67,-67.34,45.66,83.28
P/OCF Ratio,16.19,14.55,11.46,14.44,15.46,20.16,21.46,24.46,14.97,11.33,20.66
EV/Sales Ratio,18.15,14.67,10.78,10.84,15.57,18.64,13.76,13.51,9.73,8.14,12.23
EV/EBITDA Ratio,16.31,67.56,13.75,15.96,9.93,25.20,17.16,19.05,14.54,14.24,21.40
EV/EBIT Ratio,21.82,-318.24,20.94,27.80,14.08,89.73,36.37,38.80,29.98,35.73,53.70
EV/FCF Ratio,49.56,-63.02,26.03,18.02,9.99,-18.30,3500.48,25.89,-100.21,74.80,112.43
Debt / Equity Ratio,0.91,1.18,1.66,1.49,0.94,1.01,0.96,0.98,1.01,1.12,1.12
Debt / EBITDA Ratio,5.34,26.27,5.50,6.28,2.98,6.71,4.91,4.74,4.86,5.68,5.68
Debt / FCF Ratio,16.22,-24.51,10.42,7.09,3.00,-4.87,1001.53,6.44,-33.51,29.86,29.86
Asset Turnover,0.08,0.09,0.11,0.13,0.09,0.09,0.10,0.13,0.13,0.14,0.14
Interest Coverage,3.10,-0.19,2.36,2.34,5.04,1.18,2.85,4.18,3.87,2.48,2.48
Return on Equity (ROE),8.60%,-5.60%,7.50%,7.40%,19.80%,0.70%,5.90%,7.50%,7.70%,4.70%,4.70%
Return on Assets (ROA),4.50%,-2.60%,3.20%,2.90%,7.90%,0.30%,2.60%,3.40%,3.20%,1.90%,1.90%
Return on Capital (ROIC),3.43%,2.91%,4.78%,2.92%,2.61%,2.67%,1.19%,2.46%,2.60%,3.24%,3.24%
Earnings Yield,4.55%,-3.15%,4.50%,3.38%,8.06%,0.26%,2.53%,2.58%,3.69%,2.81%,1.54%
FCF Yield,2.96%,-2.54%,6.34%,9.09%,14.15%,-7.41%,0.04%,5.09%,-1.49%,2.19%,1.20%
Dividend Yield,5.00%,5.90%,7.00%,5.70%,5.30%,4.30%,4.90%,3.30%,4.80%,6.10%,6.99%
Payout Ratio,108.50%,-186.80%,156.30%,168.20%,65.80%,1644.40%,192.20%,129.00%,130.40%,214.30%,214.29%
Buyback Yield / Dilution,-0.68%,-0.87%,-1.00%,-0.33%,-1.38%,-2.93%,-8.53%,-1.54%,0.02%,-1.51%,-1.51%
Total Shareholder Return,4.32%,5.03%,6.00%,5.37%,3.92%,1.37%,-3.63%,1.76%,4.82%,4.59%,5.49%
