,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,-6.24,-3.03,0.81,0.4,-6.32,-0.6,0.62,-15.78,-18.8,-16.72,-18.76,-13.19,-23.31,-12.09,-6.85,-2.94,-5.13,-3.74,-3.47,0.71,2.77,10.62,31.1,116.67,68.94,-47.29,39.36,72.99,31.7,39.35,21.81,52.59,51.82,76.98,114.81,153.75,146.87,157.19,113.95,20.92
Depreciation & Amortization,1.91,1.99,2.1,2.26,2.53,2.52,2.65,2.84,2.68,2.71,2.65,2.6,2.33,2.26,2.18,2.24,2.28,2.19,2.48,2.72,3.57,4.12,3.86,2.57,3.84,4.14,4.77,5.35,5.56,7.6,8.26,9.44,14.1,14,14.66,16.01,16.59,17.83,19.45,20.84
Share-Based Compensation,2.01,2.49,2.53,2.7,2.99,3.31,3.28,3.12,3,2.71,2.53,2.09,1.93,1.62,1.73,1.45,1.57,4.29,4.05,1.52,3.29,4.93,5.78,6.18,7.52,12.3,14.4,8.29,14.84,15.31,46.95,37.18,47.8,53.06,52.3,63.65,59.66,54.17,43.81,55.22
Other Operating Activities,6.59,-1.6,5.76,3.52,-10.7,-17,-12.6,17.98,-2.13,18.57,-7.02,4.14,-5.46,8.4,0.74,-2.67,4.64,1.34,3.75,-3.07,7.44,-4.9,-35.77,-23.14,-41.07,56.28,8.98,-2.45,23.74,3.4,36.34,-2.03,-11.28,56.61,6.24,20.31,23.11,40.06,-31.36,-61.53
Operating Cash Flow,4.28,-0.15,11.21,8.88,-11.5,-11.77,-6.04,8.15,-15.25,7.26,-20.6,-4.37,-24.51,0.19,-2.2,-1.91,3.36,4.08,6.82,1.88,17.06,14.77,4.96,102.27,39.22,25.43,67.5,84.18,75.84,65.66,113.35,97.17,102.44,200.65,188.01,253.71,246.23,269.24,145.86,35.45
Operating Cash Flow Growth,-,-,-,17.17%,-,-,-,-8.23%,-,-,-,-,-,-97.44%,-,-,-,2093.55%,-,-,407.68%,262.06%,-27.22%,5354.45%,129.87%,72.16%,1260.63%,-17.69%,93.36%,158.19%,67.93%,15.43%,35.08%,205.59%,65.86%,161.10%,140.36%,34.19%,-22.42%,-86.03%
Capital Expenditures,-2.17,-2.16,-5.5,-3.41,-3.61,-2.65,-3.42,-2.84,-3.35,-4.16,-2.1,-2.56,-3.47,-0.05,-0.09,-0.51,-1.04,-0.43,-0.91,-1.77,-0.66,-2.52,-4.19,-7.42,-3.35,-4.45,-3.9,-8.85,-9.94,-16.43,-12.93,-13.21,-12.38,-8.69,-8.95,-16.43,-22.48,-44,-23.85,-20.08
Acquisitions,0,0,0,-2.24,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-9,-6,0,0,0,0,0,0,0,0,-55.24,0,0,-180.41,-24.63,-3.06,0,-34.48,0,0,0,0
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01,-25,-20,-523.49,-362.9,76.74,56.24,-329.05,-67.22,-341.05,-20.05,9.04,96.11
Other Investing Activities,-,-,-,-1.05,-,-,-,0.06,-,-0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Investing Cash Flow,-2.17,-2.16,-5.5,-6.7,-3.61,-2.65,-3.42,-2.78,-3.35,-4.84,-2.1,-1.51,-3.47,-0.05,-0.09,-0.51,-1.04,-0.43,-9.91,-7.77,-0.66,-2.52,-4.19,-7.42,-3.35,-4.45,-3.9,-13.86,-90.18,-36.43,-536.42,-556.52,39.74,44.49,-338,-118.13,-363.53,-64.05,-14.81,76.04
Share Issuance / Repurchase,0.45,1.25,2.26,1.41,0.68,2.07,0.12,1.15,0.1,0.71,14.64,1.84,26.52,0.07,0,0.36,20.19,1.1,0.63,0.64,1.66,0.96,0.3,2.06,1.98,2.87,-0.14,3.69,0.21,-196.57,0.04,-296.2,0.4,4.18,0.69,5.09,0.04,-199.44,-109.28,-87.44
Debt Issued / Paid,-0.87,-1.31,-0.67,-5.86,0,17,0,-0.15,2.95,-7.63,23.9,-2.14,14.06,0.08,0,2.2,1.54,0.91,60.24,-4.64,-44.73,127.65,-1.1,-0.27,311.86,-1.08,-0.64,-41.03,899.08,-1.37,0,-1.21,0,0,0,0,0,0,0,0
Other Financing Activities,-,-,-,-,-,-,-,-0.3,-,-0.03,-,0.03,-,-,-,-,-,-,-,-,-1.36,-13.23,-2.35,-3.76,-51.77,-9.39,-8.39,-16.29,-74.62,-7.81,-3.31,-8.83,-9.34,-5.46,-4.59,-8.1,-71.85,-12.79,-8.47,-27.55
Financing Cash Flow,-0.41,-0.06,1.59,-4.45,0.68,19.07,0.12,0.7,3.05,-6.95,38.54,-0.27,40.59,0.15,0,2.56,21.73,2.01,60.87,-4,-44.42,115.38,-3.14,-1.97,262.07,-7.59,-9.16,-53.64,824.67,-205.76,-3.27,-306.23,-8.94,-1.28,-3.9,-3.01,-71.81,-212.23,-117.75,-114.99
Exchange Rate Effect,0.05,0.06,-0.38,-0.23,-0.47,0.12,-0.06,-0.11,0.12,-0.25,0.02,-0.21,-0.42,0.71,0.22,0.13,0.06,-0.45,-0.08,-0.04,-0.13,0.24,-0.54,0.18,-0.21,0.02,0.1,0.9,-0.7,-0.22,-0.38,-0.65,-0.7,-0.24,-4,3.09,1.9,-0.33,-1.9,2.18
Net Cash Flow,1.75,-2.31,6.92,-2.51,-14.91,4.76,-9.4,5.96,-15.44,-4.77,15.87,-6.35,12.19,1,-2.08,0.27,24.11,5.22,57.69,-9.93,-28.15,127.87,-2.91,93.06,297.74,13.41,54.54,17.59,809.63,-176.75,-426.72,-766.23,132.53,243.62,-157.89,135.66,-187.2,-7.37,11.4,-1.33
Free Cash Flow,2.11,-2.31,5.71,5.47,-15.11,-14.42,-9.46,5.31,-18.6,3.1,-22.69,-6.93,-27.98,0.14,-2.3,-2.43,2.32,3.65,5.91,0.11,16.41,12.25,0.77,94.85,35.87,20.98,63.6,75.33,65.9,49.23,100.42,83.97,90.07,191.96,179.06,237.29,223.76,225.24,122.01,15.38
Free Cash Flow Growth,-,-,-,-11.94%,-,-,-,-2.94%,-,-,-,-,-,-95.57%,-,-,-,2562.77%,-,-,607.72%,235.91%,-86.98%,87725.00%,118.65%,71.21%,8170.22%,-20.58%,83.73%,134.66%,57.90%,11.46%,36.67%,289.91%,78.31%,182.60%,148.43%,17.34%,-31.86%,-93.52%
Free Cash Flow Margin,3.66%,-2.81%,5.76%,5.20%,-17.44%,-14.13%,-9.20%,8.08%,-29.00%,3.91%,-25.59%,-7.64%,-51.10%,0.18%,-2.98%,-3.04%,3.31%,4.81%,7.57%,0.12%,16.38%,9.14%,0.43%,45.16%,17.45%,16.71%,35.63%,28.44%,21.84%,15.58%,28.57%,20.34%,20.41%,36.21%,28.21%,32.74%,30.82%,31.67%,22.14%,5.08%
Free Cash Flow Per Share,0.05,-0.05,0.13,0.13,-0.34,-0.33,-0.21,0.12,-0.40,0.07,-0.48,-0.14,-0.36,0.00,-0.03,-0.03,0.03,0.04,0.06,0.00,0.15,0.11,0.01,0.77,0.29,0.17,0.50,0.59,0.50,0.36,0.74,0.62,0.67,1.42,1.32,1.74,1.64,1.65,0.90,0.11
