,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"3,938","4,352","4,949","4,816","5,239","5,084","5,542","4,865","4,972","4,517","4,769","5,581","5,411","6,219","7,166","8,977","8,803","8,772","10,147","11,387","10,320","13,400","14,020","14,140","15,274","9,753","9,542","11,706","15,954","18,458","19,154","19,957","26,890","26,425","18,834","17,487","16,102","16,211","20,945","19,112","21,478"
Market Cap Growth,121.76%,84.46%,63.95%,30.82%,33.04%,16.81%,11.98%,1.01%,-5.10%,-11.15%,-13.95%,14.72%,8.84%,37.68%,50.26%,60.86%,62.68%,41.06%,41.61%,26.85%,17.23%,52.76%,38.17%,24.17%,48.00%,-27.22%,-31.94%,-17.22%,4.45%,89.26%,100.73%,70.49%,68.55%,43.17%,-1.68%,-12.37%,-40.12%,-38.65%,11.21%,9.29%,-
Enterprise Value,"4,448","4,531","5,216","5,533","5,901","5,510","6,046","5,839","5,714","4,854","5,287","6,572","6,198","6,310","7,264","9,488","9,275","8,690","10,675","12,292","10,757","14,697","15,758","16,305","17,605","11,660","12,669","15,555","19,869","22,287","21,991","22,616","29,462","28,156","20,518","20,102","18,187","17,615","22,222","21,577","23,943"
PE Ratio,-89.61,-330.81,-102.35,369.43,-54.31,-40.29,-41.34,-32.39,-75.69,-69.21,-112.00,-271.61,-115.11,-175.25,868.34,267.45,-90.16,-89.00,-91.68,-153.08,-584.67,-370.29,-6393.27,3492.27,-3128.69,-64.26,-11.62,-7.66,-9.25,-10.00,-12.98,-22.17,-41.31,-67.09,-1806.05,57.51,54.40,47.26,46.66,33.47,63.87
PS Ratio,0.61,0.65,0.74,0.70,0.76,0.74,0.80,0.69,0.69,0.62,0.62,0.67,0.69,0.79,0.86,1.04,0.91,0.88,1.00,1.08,0.96,1.22,1.24,1.26,1.32,0.87,1.18,2.59,8.57,23.48,14.87,5.25,4.29,3.40,1.62,1.16,0.97,0.90,1.09,0.90,1.01
PB Ratio,2.79,3.12,3.39,3.20,4.04,4.25,4.43,3.65,4.02,3.81,4.01,4.36,4.81,5.57,5.84,6.51,7.45,7.71,8.73,8.64,9.39,12.85,11.94,10.99,13.33,11.35,27.91,-117.73,-33.82,-25.26,-20.98,-49.29,-46.15,-51.03,-45.92,-234.54,-43.81,-35.18,-111.78,86.19,96.86
P/FCF Ratio,13.28,11.05,18.55,156.60,34.34,39.47,31.89,33.57,30.07,13.53,15.77,20.11,12.74,9.70,10.71,13.63,22.86,21.26,79.17,46.82,14.71,34.96,31.87,33.91,104.46,34.66,-17.54,-14.54,-12.30,-10.29,55.10,26.00,16.52,9.74,9.74,12.23,10.84,11.68,13.85,15.66,17.60
P/OCF Ratio,9.13,8.25,12.65,30.05,17.93,18.61,17.63,17.14,16.15,9.46,10.45,12.62,9.04,7.38,8.03,10.00,14.12,13.77,29.96,24.71,10.96,21.10,19.61,19.67,32.51,15.42,-44.61,-22.51,-14.73,-11.25,40.16,22.22,15.10,9.10,8.73,10.38,8.79,9.06,10.84,11.47,12.89
Debt / Equity Ratio,1.28,1.30,1.58,1.38,1.58,1.70,1.62,1.53,1.65,1.72,1.71,1.59,2.05,2.08,1.89,1.68,1.95,2.52,2.43,2.14,2.56,3.82,3.43,3.09,4.19,6.04,18.80,-65.20,-13.70,-9.37,-7.54,-18.01,-12.80,-14.69,-18.41,-101.54,-20.94,-18.23,-44.90,37.97,37.97
Quick Ratio,0.77,0.75,0.91,0.99,0.90,0.81,0.75,0.79,0.84,0.74,0.71,0.80,0.85,0.79,0.80,0.87,0.71,0.84,0.77,0.88,0.86,0.77,0.73,0.76,0.84,0.85,1.12,0.89,0.80,0.91,0.91,1.05,0.87,0.86,0.85,0.91,0.85,0.92,0.90,0.97,0.97
Current Ratio,0.96,0.96,1.15,1.25,1.13,1.06,1.01,1.08,1.09,1.01,0.98,1.06,1.09,1.02,1.04,1.11,0.88,1.05,1.01,1.08,1.03,0.94,0.93,0.97,1.02,1.03,1.27,1.08,0.96,1.07,1.05,1.18,0.98,0.98,0.99,1.04,0.98,1.08,1.08,1.14,1.14
