,2014-03-28,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-07-05,2019-10-04,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29,Current
Market Capitalization,"13,686","15,937","16,150","17,661","16,070","15,677","13,444","14,186","12,007","12,527","15,451","14,893","18,986","17,183","20,106","17,397","16,067","12,835","13,226","11,858","14,696","15,455","14,511","16,092","10,981","11,786","12,151","12,299","12,464","15,775","14,857","15,114","15,675","12,924","11,507","13,959","10,967","11,886","11,305","14,621","13,604"
Market Cap Growth,-19.54%,1.76%,-6.52%,10.08%,17.42%,-1.63%,-16.76%,-19.68%,-25.28%,-20.09%,14.93%,4.99%,58.12%,37.16%,30.13%,16.81%,-15.37%,-25.30%,-34.22%,-31.84%,-8.53%,20.41%,9.72%,35.71%,-25.28%,-23.74%,-16.27%,-23.57%,13.51%,33.84%,22.27%,22.89%,25.76%,-18.07%,-22.55%,-7.64%,-30.03%,-8.03%,-1.76%,4.75%,-
Enterprise Value,"11,697","13,983","14,452","16,016","14,306","13,882","11,827","13,657","8,231","9,613","17,008","16,456","22,916","21,079","24,289","20,452","18,931","15,542","15,829","14,324","17,105","18,427","17,317","7,916","13,040","14,346","14,814","14,928","15,206","18,474","17,276","17,277","17,613","15,049","20,535","23,275","20,036","20,874","20,234","23,431","22,414"
PE Ratio,15.24,16.31,16.48,19.22,18.30,20.66,20.04,22.92,4.83,5.00,7.00,7.15,-179.11,-45.94,-83.08,16.51,14.12,10.60,10.89,-191.25,474.05,132.09,15.95,4.36,2.83,2.96,3.73,20.81,22.50,25.57,16.77,16.61,18.75,15.12,19.47,25.20,8.13,8.88,7.97,10.47,9.71
PS Ratio,3.27,3.79,3.86,5.11,4.06,3.57,3.65,3.91,3.34,3.51,4.24,3.94,4.72,3.99,4.40,3.67,6.28,5.05,6.92,9.00,5.98,6.20,5.83,6.46,4.41,4.80,4.92,4.93,4.89,6.01,5.53,5.49,5.61,4.59,4.01,4.49,3.29,3.32,2.99,3.86,3.59
PB Ratio,2.36,2.73,2.74,2.99,2.71,2.66,2.28,2.63,3.27,3.33,4.00,3.77,5.45,5.07,5.69,3.51,3.20,2.17,2.22,2.01,2.56,2.94,2.37,1.86,1098.10,-23.43,-25.53,-25.00,-24.93,-31.74,-64.04,-154.22,-168.55,-43.22,6.78,10.66,4.99,5.09,4.68,6.05,5.63
P/FCF Ratio,12.59,15.37,16.67,17.43,15.93,14.97,12.62,18.79,22.66,-25.00,-28.40,-36.15,-68.05,25.31,25.45,18.89,19.88,13.82,13.69,11.29,11.18,11.86,11.44,12.27,-11.56,-11.15,-10.06,-9.42,13.58,15.68,10.48,10.39,11.85,10.10,14.85,18.56,14.60,15.64,11.50,14.67,13.65
P/OCF Ratio,10.68,12.63,12.98,13.87,12.25,11.89,10.50,13.72,14.97,-46.74,-44.92,-48.36,-90.84,22.20,22.52,16.74,16.91,12.02,11.69,9.77,9.83,10.38,10.15,11.08,-12.75,-11.60,-9.28,-8.69,17.65,19.87,15.36,15.05,16.09,13.88,14.70,18.39,14.49,15.48,11.52,14.77,13.74
Debt / Equity Ratio,0.36,0.36,0.36,0.35,0.35,0.35,0.30,0.32,0.60,0.85,1.86,1.81,2.35,1.83,1.76,1.13,1.00,0.85,0.85,0.85,0.78,0.89,0.76,0.53,432.20,-7.34,-7.80,-7.52,-7.39,-7.94,-17.07,-40.24,-41.17,-11.42,5.96,7.73,4.46,4.11,3.96,3.85,3.85
Quick Ratio,1.18,1.19,1.12,1.12,1.02,1.10,1.10,0.72,1.62,1.94,1.73,1.70,1.06,0.89,0.77,1.03,0.94,0.98,0.87,0.91,0.73,0.59,0.48,2.75,0.91,0.48,0.66,0.65,0.50,0.61,0.59,0.66,0.66,0.53,0.44,0.34,0.32,0.28,0.32,0.25,0.25
