,2014-03-28,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-07-05,2019-10-04,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Cash & Equivalents,"3,707","3,067","2,972","2,764","2,843","2,981","3,097","2,213","5,983","6,108","5,610","5,575","4,247","2,306","1,826","2,142","1,774","2,001","2,147","2,309","1,791","1,532","1,697","12,649","2,177","1,073","1,009","1,046",933,"1,230","1,526","1,771","1,887","1,291","1,095",812,750,623,629,490
Short-Term Investments,377,982,821,976,"1,017",903,260,56,0,10,9,0,9,0,200,390,388,324,289,270,252,162,134,119,86,58,40,27,18,15,15,10,4,0,0,0,0,0,0,0
Cash & Cash Equivalents,"4,084","4,049","3,793","3,740","3,860","3,884","3,357","2,269","5,983","6,118","5,619","5,575","4,256","2,306","2,026","2,532","2,162","2,325","2,436","2,579","2,043","1,694","1,831","12,768","2,263","1,131","1,049","1,073",951,"1,245","1,541","1,781","1,891","1,291","1,095",812,750,623,629,490
Cash Growth,-13.97%,7.03%,-1.02%,-3.86%,-5.48%,-4.08%,-11.49%,-39.33%,55.00%,57.52%,67.38%,145.70%,-28.87%,-62.31%,-63.94%,-54.58%,-49.20%,0.82%,20.24%,1.86%,-5.50%,-27.14%,-24.84%,395.08%,10.77%,-33.23%,-42.71%,-91.60%,-57.98%,10.08%,46.90%,65.98%,98.84%,3.69%,-28.94%,-54.41%,-60.34%,-51.74%,-42.56%,-39.66%
Receivables,"1,007",685,722,982,700,604,738,490,556,314,459,557,649,468,514,666,809,502,537,723,708,438,593,171,111,102,96,111,117,105,108,113,120,102,152,168,168,145,147,160
Inventory,0,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Current Assets,561,543,512,521,862,534,569,"4,414",420,367,391,379,419,399,"1,147",369,522,501,445,422,435,429,"7,336",632,705,717,647,664,470,436,301,263,249,236,375,396,315,319,300,"1,070"
Total Current Assets,"5,652","5,288","5,038","5,255","5,422","5,022","4,664","7,173","6,959","6,799","6,469","6,511","5,324","3,173","3,687","3,567","3,493","3,328","3,418","3,724","3,186","2,561","9,760","13,571","3,079","1,950","1,792","1,848","1,538","1,786","1,950","2,157","2,260","1,629","1,622","1,376","1,233","1,087","1,076","1,720"
"Property, Plant & Equipment","1,116","1,140","1,181","1,186",950,"1,201","1,262",986,957,904,933,893,937,895,868,838,778,758,778,791,663,967,830,472,326,150,160,150,154,142,160,143,134,126,158,153,119,111,114,110
Long-Term Investments,0,0,0,0,10,0,0,0,157,157,159,158,0,158,159,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
