,2014-03-28,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-07-05,2019-10-04,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Revenue,-868,"1,735","1,617",970,899,912,906,909,873,884,979,"1,041","1,115","1,175","1,240","1,209","-1,065","1,156",612,615,617,650,608,618,614,614,626,639,672,686,692,702,716,707,748,936,947,946,948,951
Revenue Growth (YoY),-,1.52%,-1.22%,-43.11%,-,-47.44%,-43.97%,-6.29%,-2.89%,-3.07%,8.06%,14.52%,27.72%,32.92%,26.66%,16.14%,-,-1.62%,-50.65%,-49.13%,-,-43.77%,-0.65%,0.49%,-0.49%,-5.54%,2.96%,3.40%,9.45%,11.73%,10.54%,9.86%,6.55%,3.06%,8.09%,33.33%,32.26%,33.80%,26.74%,1.60%
Cost of Revenue,-76,309,278,177,176,158,160,150,147,149,210,235,259,257,262,249,-305,249,116,110,124,96,97,103,97,86,90,87,99,102,100,105,101,102,119,178,190,179,180,182
Gross Profit,-792,"1,426","1,339",793,723,754,746,759,726,735,769,806,856,918,978,960,-760,907,496,505,493,554,511,515,517,528,536,552,573,584,592,597,615,605,629,758,757,767,768,769
"Selling, General & Admin",1,747,658,494,471,424,402,376,385,375,483,508,657,582,594,494,-342,519,276,264,268,280,279,263,247,198,211,182,200,201,213,202,398,260,277,194,237,237,580,294
Research & Development,-40,308,276,193,208,198,199,174,177,170,200,204,249,233,241,225,-244,237,105,110,98,101,85,72,70,65,63,71,68,68,66,60,59,61,73,91,88,90,85,77
Other Operating Expenses,-20,49,57,72,93,49,45,63,36,84,98,110,128,147,152,145,23,149,72,69,55,33,38,118,156,145,32,19,39,28,26,33,29,23,38,105,75,78,78,63
Operating Expenses,-59,"1,104",991,759,772,671,646,613,598,629,781,822,"1,034",962,987,864,-563,905,453,443,421,414,402,453,473,408,306,272,307,297,305,295,486,344,388,390,400,405,743,434
Operating Income,-733,322,348,34,-49,83,100,146,128,106,-12,-16,-178,-44,-9,96,-197,2,43,62,72,140,109,62,44,120,230,280,266,287,287,302,129,261,241,368,357,362,25,335
Interest Expense / Income,19,21,19,19,19,20,19,17,19,27,52,55,74,84,57,58,57,52,52,53,51,49,46,51,50,40,37,32,35,32,31,32,31,31,48,154,168,170,173,165
Other Expense / Income,-808,-4,-4,-251,-131,-89,-109,-56,"-3,065",-87,61,-112,-38,29,-1,-698,-158,14,-31,-66,4,11,-744,"-2,891",-345,12,64,-10,-44,3,-177,9,2,1,-2,-2,25,-12,-7,-11
Pretax Income,56,305,333,266,63,152,190,185,"3,174",166,-125,41,-214,-157,-65,736,-96,-64,22,75,17,80,807,"2,902",339,68,129,258,275,252,433,261,96,229,195,216,164,204,-141,181
Income Tax,-161,69,89,44,-113,35,34,15,"1,129",31,19,-5,-71,-24,-53,-606,-37,-4,30,10,-17,54,22,57,108,-50,65,80,81,71,100,59,-24,29,126,51,-751,15,-290,37
Net Income,217,236,244,222,176,117,156,170,"2,045",135,-144,46,-143,-133,-12,"1,342",-59,-60,-8,65,34,26,785,"2,845",231,118,64,178,194,181,333,202,120,200,69,165,915,189,149,144
Net Income Growth,14.21%,50.32%,1.24%,-21.55%,-18.89%,-50.42%,-36.07%,-23.42%,1061.93%,15.38%,-,-72.94%,-,-,-,2817.39%,-,-,-,-95.16%,-,-,-,4276.92%,579.41%,353.85%,-91.85%,-93.74%,-16.02%,53.39%,420.31%,13.48%,-38.14%,10.50%,-79.28%,-18.32%,662.50%,-5.50%,115.94%,-12.73%
Shares Outstanding (Basic),693,692,690,689,686,682,682,665,649,613,620,620,618,609,615,619,622,624,630,637,635,619,620,621,600,590,592,593,583,580,582,582,581,578,590,647,641,640,640,639
Shares Outstanding (Diluted),698,697,696,689,693,691,687,671,631,620,620,620,618,609,615,667,677,624,630,637,635,642,644,647,640,614,600,597,588,591,591,591,591,604,595,651,645,643,644,645
Shares Change,-2.24%,-1.41%,-1.56%,-1.85%,-0.72%,-0.86%,-1.29%,-2.61%,-8.95%,-10.27%,-9.75%,-7.60%,-2.06%,-1.77%,-0.81%,7.58%,9.55%,2.46%,2.44%,-4.50%,-6.20%,2.88%,2.22%,1.57%,0.79%,-4.36%,-6.83%,-7.73%,-8.13%,-3.75%,-1.50%,-1.01%,0.51%,2.20%,0.68%,10.15%,9.14%,6.46%,8.24%,-0.92%
EPS (Basic),0.31,0.34,0.35,0.32,0.25,0.17,0.23,0.26,3.06,0.22,-0.23,0.07,-0.23,-0.22,-0.02,2.17,-0.10,-0.10,-0.01,0.10,0.05,0.04,1.27,4.58,0.42,0.20,0.11,0.30,0.33,0.31,0.57,0.35,0.21,0.35,0.12,0.26,1.48,0.30,0.23,0.23
EPS (Diluted),0.32,0.34,0.35,0.32,0.25,0.17,0.23,0.25,3.06,0.22,-0.23,0.07,-0.23,-0.22,-0.02,2.01,-0.10,-0.10,-0.01,0.10,0.05,0.04,1.22,4.40,0.37,0.19,0.11,0.30,0.32,0.31,0.56,0.34,0.20,0.33,0.12,0.25,1.46,0.29,0.23,0.22
EPS Growth,23.08%,54.55%,2.94%,-20.00%,-21.88%,-50.00%,-34.29%,-21.88%,1124.00%,29.41%,-,-72.00%,-,-,-,2771.43%,-,-,-,-95.02%,-,-,-,4300.00%,640.00%,375.00%,-90.98%,-93.18%,-13.51%,63.16%,409.09%,13.33%,-37.50%,6.45%,-78.57%,-26.47%,630.00%,-12.12%,91.67%,-12.00%
Free Cash Flow,438,201,66,308,434,239,84,-2,209,-792,41,130,342,166,152,261,229,287,189,345,493,276,154,389,"-1,769",169,3,291,455,257,414,328,324,213,-90,305,323,222,133,319
Free Cash Flow Per Share,0.63,0.29,0.10,0.45,0.63,0.35,0.12,-0.00,0.32,-1.29,0.07,0.21,0.55,0.27,0.25,0.42,0.37,0.46,0.30,0.54,0.78,0.45,0.25,0.63,-2.95,0.29,0.01,0.49,0.78,0.44,0.71,0.56,0.56,0.37,-0.15,0.47,0.50,0.35,0.21,0.50
Dividend Per Share,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,4.150,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.125,12.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Dividend Growth,-,0%,0%,0%,0%,0%,0%,0%,2666.67%,-50.00%,-50.00%,-50.00%,-98.19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,66.67%,16066.67%,66.67%,66.67%,0%,-98.97%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Gross Margin,-,82.19%,82.81%,81.75%,80.42%,82.68%,82.34%,83.50%,83.16%,83.14%,78.55%,77.43%,76.77%,78.13%,78.87%,79.40%,-,78.46%,81.05%,82.11%,79.90%,85.23%,84.05%,83.33%,84.20%,85.99%,85.62%,86.38%,85.27%,85.13%,85.55%,85.04%,85.89%,85.57%,84.09%,80.98%,79.94%,81.08%,81.01%,80.86%
Operating Margin,-,18.56%,21.52%,3.51%,-5.45%,9.10%,11.04%,16.06%,14.66%,11.99%,-1.23%,-1.54%,-15.96%,-3.74%,-0.73%,7.94%,-,0.17%,7.03%,10.08%,11.67%,21.54%,17.93%,10.03%,7.17%,19.54%,36.74%,43.82%,39.58%,41.84%,41.47%,43.02%,18.02%,36.92%,32.22%,39.32%,37.70%,38.27%,2.64%,35.23%
Profit Margin,-,13.60%,15.09%,22.89%,19.58%,12.83%,17.22%,18.70%,234.25%,15.27%,-14.71%,4.42%,-12.83%,-11.32%,-0.97%,111.00%,-,-5.19%,-1.31%,10.57%,5.51%,4.00%,129.11%,460.36%,37.62%,19.22%,10.22%,27.86%,28.87%,26.38%,48.12%,28.77%,16.76%,28.29%,9.22%,17.63%,96.62%,19.98%,15.72%,15.14%
Free Cash Flow Margin,-,11.59%,4.08%,31.75%,48.28%,26.21%,9.27%,-0.22%,23.94%,-89.59%,4.19%,12.49%,30.67%,14.13%,12.26%,21.59%,-,24.83%,30.88%,56.10%,79.90%,42.46%,25.33%,62.94%,-288.11%,27.52%,0.48%,45.54%,67.71%,37.46%,59.83%,46.72%,45.25%,30.13%,-12.03%,32.59%,34.11%,23.47%,14.03%,33.54%
Effective Tax Rate,-287.50%,22.62%,26.73%,16.54%,-179.37%,23.03%,17.89%,8.11%,35.57%,18.67%,-,-12.20%,-,-,-,-82.34%,-,-,136.36%,13.33%,-100.00%,67.50%,2.73%,1.96%,31.86%,-73.53%,50.39%,31.01%,29.45%,28.17%,23.09%,22.61%,-25.00%,12.66%,64.62%,23.61%,-457.93%,7.35%,-,20.44%
EBITDA,65,442,463,323,172,249,285,276,"3,265",265,60,247,-4,92,155,951,116,140,227,280,226,299,957,"3,018",451,160,210,324,352,325,505,335,163,293,299,501,464,505,162,474
EBITDA Margin,-,25.48%,28.63%,33.30%,19.13%,27.30%,31.46%,30.36%,374.00%,29.98%,6.13%,23.73%,-0.36%,7.83%,12.50%,78.66%,-,12.11%,37.09%,45.53%,36.63%,46.00%,157.40%,488.35%,73.45%,26.06%,33.55%,50.70%,52.38%,47.38%,72.98%,47.72%,22.77%,41.44%,39.97%,53.53%,49.00%,53.38%,17.09%,49.84%
Depreciation & Amortization,-10,116,111,38,90,77,76,74,72,72,133,151,136,165,163,157,155,152,153,152,158,170,104,65,62,52,44,34,42,41,41,42,36,33,56,131,132,131,130,128
