,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"6,386","6,363","6,531","7,413","7,339","7,122","6,970","7,515","7,357","8,036","7,308","8,349","8,926","11,169","11,271","11,164","10,684","12,126","14,395","11,620","13,607","14,499","12,889","13,785","8,872","10,820","11,150","14,303","16,196","20,848","25,419","27,494","24,477","19,477","21,884","26,563","25,756","27,689","27,085","35,163","34,969"
Market Cap Growth,25.71%,19.09%,16.85%,13.19%,14.91%,11.93%,6.71%,1.38%,0.25%,12.84%,4.85%,11.10%,21.32%,38.98%,54.23%,33.71%,19.70%,8.56%,27.71%,4.09%,27.36%,19.57%,-10.46%,18.63%,-34.80%,-25.38%,-13.49%,3.76%,82.56%,92.68%,127.98%,92.23%,51.13%,-6.58%,-13.91%,-3.39%,5.22%,42.17%,23.76%,32.38%,-
Enterprise Value,"6,458","6,420","6,560","7,453","7,722","7,479","7,439","7,961","7,843","8,417","7,579","8,570","9,326","13,998","13,983","13,904","13,470","14,415","16,354","13,745","16,527","17,229","15,540","16,520","11,642","13,240","13,360","16,349","18,485","23,260","27,857","29,898","27,161","22,225","24,432","28,924","27,899","29,532","28,826","36,816","36,959"
PE Ratio,34.73,33.42,35.11,40.34,42.09,41.29,41.24,42.79,38.26,41.70,37.89,43.13,48.24,271.62,-300.22,3404.61,-202.57,141.31,98.77,94.89,83.57,65.91,51.64,59.09,30.85,45.22,51.90,53.62,45.53,36.45,36.12,34.65,30.52,26.48,28.78,32.88,27.66,29.96,29.10,39.85,40.49
PS Ratio,3.50,3.35,3.34,3.67,3.59,3.43,3.31,3.47,3.27,3.48,3.06,3.42,3.55,4.07,3.76,3.37,2.93,3.19,3.69,2.92,3.42,3.58,3.12,3.25,2.07,2.58,2.66,3.49,3.87,4.76,5.60,5.81,5.00,3.82,4.15,4.85,4.58,4.82,4.65,5.95,5.98
PB Ratio,26.98,32.22,42.82,45.99,-52.60,-41.86,-43.67,-56.76,-65.30,-152.13,-696.12,137.15,86.81,13.08,13.05,11.35,10.82,13.16,15.29,13.66,15.88,15.04,14.02,14.69,9.97,10.92,10.75,13.12,18.17,39.51,75.99,74.10,207.17,-136.33,-337.07,116.61,54.47,47.21,47.80,51.66,51.87
P/FCF Ratio,23.11,21.78,20.74,24.04,24.87,23.70,24.16,25.10,23.57,25.92,23.23,26.44,33.22,50.67,49.65,77.66,63.18,50.68,41.31,33.75,36.31,35.26,34.85,33.10,20.53,19.12,18.23,17.46,17.36,17.75,19.91,21.95,19.45,17.88,21.01,26.74,26.11,27.63,26.51,33.41,33.54
P/OCF Ratio,20.44,19.39,18.70,21.38,21.84,20.74,20.65,21.75,20.83,22.45,20.21,22.84,27.66,38.98,35.71,43.86,37.25,34.79,32.11,24.66,27.00,26.01,24.42,24.38,15.15,15.43,15.36,15.83,16.12,16.85,19.00,20.95,18.50,16.74,19.31,24.12,23.45,24.76,23.87,30.43,30.55
Debt / Equity Ratio,1.50,1.90,2.43,2.51,-4.77,-4.20,-5.26,-6.18,-7.90,-15.64,-70.15,11.41,15.84,4.00,3.87,3.33,3.01,2.64,2.31,2.68,3.58,3.06,3.22,3.21,3.37,2.80,2.66,2.53,3.07,6.08,9.58,8.52,26.58,-21.76,-47.39,13.43,6.42,5.14,5.28,4.37,4.37
Quick Ratio,0.62,0.60,0.58,0.75,0.57,0.73,0.69,0.72,0.78,0.76,0.72,0.77,1.32,0.66,0.61,0.61,0.42,0.49,0.51,0.54,0.52,0.54,0.53,0.56,0.54,0.55,0.60,0.66,0.58,0.65,0.60,0.63,0.55,0.48,0.51,0.63,0.70,0.73,0.72,0.77,0.77
