,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,37.74,53.04,33.85,59.14,28.35,51.16,30.37,65.76,44.99,51.63,30.48,66.49,36.43,-92.28,-48.18,107.31,-19.59,46.27,11.75,84.02,20.8,103.41,41.39,67.7,75.1,55.08,16.96,119.61,164.1,271.24,148.87,209.36,172.52,204.93,173.55,256.81,295.78,198.04,180.01,208.63
Depreciation & Amortization,8.74,9.7,10.45,10.52,10.13,9.61,12.19,15.21,15.02,15.24,15.75,15.97,16.53,83.56,68.56,71.52,68.06,66.84,68.19,52.52,74.4,73.88,73.53,76.43,77.56,74.33,73.59,75.36,74.84,70.69,71.38,70.62,66.3,65.08,64.57,66.08,64.28,64.33,65.92,66.79
Share-Based Compensation,2.61,3.74,3.81,8.5,9.17,7.1,9.48,6.53,15.5,11.11,9.52,10.53,22.58,31,14.36,11.01,30.96,14.34,10.72,10.15,31.82,13.12,12.95,11.12,25.13,15.68,15.5,6.23,36.09,26.19,19.43,16.87,32.12,24.45,20.97,13.02,45.05,32.23,27.04,25.52
Other Operating Activities,-32.61,69.81,74.75,-7,-41.99,75.88,64.87,-8.25,-62.17,70.48,64.72,-9.61,-105.14,90.05,114.81,-167.59,-76.7,46.57,158.61,-101.55,-91.42,37.08,91.65,-72.42,-122.04,198.08,137.86,59.25,-117.73,207.23,105.37,-62.06,-103.15,121.15,55.84,-132.81,-240.43,141.18,57.98,-76.61
Operating Cash Flow,16.47,136.29,122.85,71.17,5.66,143.74,116.9,79.25,13.33,148.45,120.48,83.37,-29.61,112.32,149.55,22.25,2.72,174.02,249.26,45.15,35.6,227.48,219.52,82.84,55.75,343.17,243.91,260.45,157.3,575.35,345.04,234.79,167.79,415.61,314.92,203.11,164.68,435.78,330.95,224.33
Operating Cash Flow Growth,-16.37%,12.99%,20.73%,-3.28%,-65.62%,5.47%,-4.84%,11.36%,135.41%,3.28%,3.06%,5.19%,-,-24.34%,24.13%,-73.31%,-,54.93%,66.68%,102.91%,1206.75%,30.72%,-11.93%,83.48%,56.62%,50.86%,11.11%,214.42%,182.15%,67.66%,41.46%,-9.85%,6.67%,-27.76%,-8.73%,-13.49%,-1.85%,4.85%,5.09%,10.45%
Capital Expenditures,-9.19,-9.97,-6.37,-12.97,-11.63,-11.98,-12.45,-10.06,-6.56,-18.78,-11.54,-12.99,-10.7,-30.93,-33.99,-35.15,-17.68,-22.45,-24.51,-62.24,-20.06,-39.42,-36.22,-53.32,-24.54,-21.33,-14.98,-23.04,-12.52,-11.96,-14.19,-21.16,-17.29,-21.09,-32.08,-37.59,-21.12,-25.57,-28.45,-27.98
Acquisitions,-115.27,-6.62,0,-2.4,0,0,-195.48,-0.75,-0.8,-29.1,0.53,-18.83,-111.17,"-2,493.01",-37.59,-0.01,0,406.54,98.31,6.07,-2.3,0,0,-23.69,0,0,0,0,0,-22.77,-0.26,0.09,0,0,-4.11,-5.4,158.73,-2.68,-3.8,5.02
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,2.31,-,-,-,-,-,-,-,-
Investing Cash Flow,-124.46,-16.59,-6.37,-15.37,-11.63,-11.98,-207.93,-10.81,-7.36,-47.87,-11.01,-31.82,-121.87,"-2,523.94",-71.58,-35.16,-16.68,383.1,73.81,-56.17,-22.36,-39.42,-36.22,-62.89,-24.54,-21.33,-14.98,-23.04,-12.52,-34.73,-14.45,-18.77,-17.29,-21.09,-36.19,-42.99,137.61,-28.25,-32.25,-22.96
