,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"13,156","13,784","13,466","15,287","14,301","13,385","14,424","14,392","16,271","17,786","16,808","17,676","18,322","18,977","19,260","19,636","18,728","18,807","19,837","20,066","22,693","23,429","24,372","23,818","18,257","20,706","22,163","23,500","25,799","25,107","21,644","23,158","25,615","24,556","22,289","22,770","22,531","22,676","20,469","22,742","22,235"
Market Cap Growth,11.57%,18.25%,16.65%,30.24%,8.70%,-2.90%,7.12%,-5.85%,13.78%,32.88%,16.52%,22.82%,12.60%,6.70%,14.59%,11.09%,2.22%,-0.90%,3.00%,2.19%,21.17%,24.58%,22.86%,18.69%,-19.55%,-11.62%,-9.06%,-1.33%,41.31%,21.26%,-2.34%,-1.45%,-0.71%,-2.19%,2.98%,-1.67%,-12.04%,-7.66%,-8.17%,-0.12%,-
Enterprise Value,"21,346","22,164","22,174","24,006","23,108","22,347","23,755","23,935","25,689","27,362","26,568","29,298","29,982","31,002","31,661","32,359","31,384","31,827","33,334","34,130","37,122","38,460","40,148","41,202","36,169","39,058","40,958","42,517","44,808","44,623","38,941","41,193","43,709","43,280","41,786","41,639","41,780","42,246","40,658","43,364","42,857"
PE Ratio,17.47,17.86,18.45,16.89,16.79,15.99,15.25,19.80,23.21,23.91,20.57,20.36,17.95,18.14,19.69,17.32,17.10,16.33,16.31,17.92,19.56,21.15,22.30,20.37,16.48,17.21,16.30,17.18,18.11,18.92,24.71,25.53,28.34,32.23,19.83,21.03,19.87,17.47,16.47,16.28,15.95
PS Ratio,1.19,1.19,1.15,1.24,1.26,1.23,1.32,1.39,1.64,1.79,1.64,1.66,1.62,1.60,1.58,1.56,1.43,1.40,1.44,1.41,1.62,1.71,1.84,1.96,1.56,1.82,1.96,2.06,2.09,1.97,1.62,1.55,1.61,1.38,1.15,1.18,1.22,1.40,1.48,1.78,1.74
PB Ratio,1.62,1.72,1.65,1.84,1.65,1.57,1.64,1.64,1.83,2.03,1.84,1.96,1.99,2.09,2.06,2.06,1.89,1.91,1.94,1.96,2.15,2.25,2.27,2.04,1.54,1.77,1.80,1.89,2.06,2.03,2.53,2.66,2.89,2.86,2.48,2.19,2.12,2.16,1.89,2.06,2.01
P/FCF Ratio,98.92,-382.90,-61.77,-96.14,90.51,116.39,148.71,-138.39,-117.91,1778.56,72.14,453.23,-366.44,-82.87,-47.21,-147.64,-346.81,-4701.78,126.35,-608.07,-87.28,-69.32,-43.60,-68.44,-32.89,-31.52,-116.64,-159.86,70.68,106.84,-58.03,-32.99,-24.47,-21.52,-16.38,-16.54,-15.71,-20.63,-24.66,-31.99,-31.99
P/OCF Ratio,6.30,7.02,7.75,8.29,6.94,6.87,7.14,7.51,8.50,8.84,7.61,8.48,8.62,9.53,10.32,9.28,8.64,7.95,7.59,7.49,8.75,8.96,9.62,8.99,6.17,6.99,6.28,6.36,6.99,6.39,6.58,7.55,9.09,10.74,10.58,11.52,10.76,8.72,6.96,7.06,6.91
Debt / Equity Ratio,1.03,1.07,1.08,1.08,1.04,1.09,1.08,1.11,1.08,1.10,1.08,1.31,1.29,1.34,1.34,1.36,1.31,1.34,1.34,1.39,1.38,1.46,1.48,1.51,1.58,1.63,1.61,1.58,1.65,1.87,2.07,2.10,2.10,2.24,2.22,1.85,1.84,1.90,1.89,1.90,1.90
Quick Ratio,0.56,0.56,0.49,0.70,0.94,0.71,0.62,0.58,0.61,0.68,0.71,0.69,0.86,0.59,0.60,0.69,0.78,0.74,0.89,0.44,0.50,0.44,0.42,0.47,0.57,0.50,0.72,0.79,1.23,1.38,0.56,0.30,0.38,0.34,0.41,0.47,0.46,0.45,0.42,0.34,0.34
