,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,98,75,60,168,123,251,88,60,58,54,87,113,102,84,86,89,186,86,104,76,61,62,76,93,676,621,962,474,"1,570","3,450",56,35,156,82,51,43,137,41,66,51
Short-Term Investments,79,98,68,128,74,89,90,129,109,53,56,47,68,81,76,103,84,78,97,102,72,113,75,133,112,105,65,116,73,171,347,181,352,372,395,328,206,258,228,297
Cash & Cash Equivalents,177,173,128,296,197,340,178,189,167,107,143,160,170,165,162,192,270,164,201,178,133,175,151,226,788,726,"1,027",590,"1,643","3,621",403,216,508,454,446,371,343,299,294,348
Cash Growth,-35.40%,27.21%,-10.49%,96.03%,11.30%,96.53%,39.06%,-36.15%,-15.23%,-68.53%,-19.66%,-15.34%,1.80%,54.21%,13.29%,20.00%,58.82%,-0.61%,24.07%,-7.29%,-50.74%,6.71%,-24.88%,26.97%,492.48%,314.86%,580.13%,161.06%,108.50%,398.76%,-60.76%,-63.39%,-69.08%,-87.46%,10.67%,71.76%,-32.48%,-34.14%,-34.08%,-6.20%
Receivables,"1,811","1,400","1,257","1,504","1,534","1,251","1,242","1,276","1,185","1,180","1,250","1,522","1,408","1,451","1,395","1,758","1,709","1,690","1,690","1,789","1,683","1,436","1,453","1,642","1,482","1,375","1,419","1,542","1,553","1,550","1,522","1,695","1,628","1,868","1,781","2,038","1,515","1,304","1,393","1,632"
Inventory,480,619,793,804,633,731,840,803,660,717,793,772,640,743,816,779,597,675,767,811,604,765,806,759,707,785,815,708,664,766,915,858,729,855,"1,048",942,806,938,"1,110","1,054"
Other Current Assets,505,529,577,408,424,369,440,307,350,254,409,308,349,272,442,352,381,366,445,482,420,350,575,459,549,611,560,658,516,465,654,548,745,916,"1,035",829,873,662,623,505
Total Current Assets,"2,973","2,721","2,755","3,012","2,788","2,691","2,700","2,575","2,362","2,258","2,595","2,762","2,567","2,631","2,815","3,081","2,957","2,895","3,103","3,260","2,840","2,726","2,985","3,086","3,526","3,497","3,821","3,498","4,376","6,402","3,494","3,317","3,610","4,093","4,310","4,180","3,537","3,203","3,420","3,539"
"Property, Plant & Equipment","15,985","16,307","16,499","16,820","17,235","17,576","17,867","18,034","18,127","18,295","18,550","19,730","19,866","20,063","20,307","20,721","20,870","21,239","21,612","21,650","22,002","22,439","23,903","25,486","26,400","26,885","27,316","24,606","28,417","29,278","26,257","27,041","27,359","27,829","28,190","28,856","29,273","29,810","27,665","28,301"
Long-Term Investments,109,116,116,568,128,118,130,653,674,745,827,859,"1,012","1,069","1,107","1,197","1,269","1,440","1,768","1,866","1,952","1,972","2,068","2,105","2,142","2,126","2,149",478,"2,197","2,222",571,587,607,593,608,601,575,662,661,695
