,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Revenue,"1,246","1,349","1,515","1,537","1,467","1,506","1,522","1,606","2,224","2,365","2,469","2,440","2,211","2,202","2,387","2,456","2,269","2,290","2,445","2,403","2,094","2,217","2,265","2,301","2,021","1,817","2,267","2,507","2,567","2,596","2,861","3,039","3,136","3,312","3,445","3,312","3,121","3,299","3,434","3,422"
Revenue Growth (YoY),14.84%,13.55%,21.30%,18.87%,17.74%,11.64%,0.46%,4.49%,51.60%,57.04%,62.22%,51.93%,-0.58%,-6.89%,-3.32%,0.66%,2.62%,4.00%,2.43%,-2.16%,-7.71%,-3.19%,-7.36%,-4.24%,-3.49%,-18.04%,0.09%,8.95%,27.02%,42.87%,26.20%,21.22%,22.17%,27.58%,20.41%,8.98%,-0.48%,-0.39%,-0.32%,3.32%
Cost of Revenue,661,711,802,833,763,782,782,987,"1,627","1,266","1,285","1,251","1,132","1,119","1,172","1,214","1,097","1,110","1,189","1,160","1,022","1,066","1,079","1,092","1,024",957,"1,177","1,219","1,212","1,174","1,278","1,332","1,359","1,430","1,478","1,421","1,351","1,418","1,469","1,485"
Gross Profit,585,638,713,704,704,724,740,619,597,"1,099","1,184","1,189","1,079","1,083","1,215","1,242","1,172","1,180","1,256","1,243","1,072","1,151","1,186","1,209",997,860,"1,090","1,288","1,355","1,422","1,583","1,707","1,777","1,882","1,967","1,891","1,770","1,881","1,965","1,937"
Research & Development,189,180,196,198,199,195,178,318,403,416,379,362,367,381,392,414,426,438,433,403,415,408,396,424,425,402,438,460,461,476,492,507,518,542,548,540,577,589,601,651
Other Operating Expenses,0,7,1,2,0,1,4,"1,258",-2,10,0,1,"1,598",-16,-5,-2,0,0,"2,002",-1,2,-1,23,2,110,-1,1,4,1,1,-1,1,0,2,131,109,85,81,-7,0
Operating Expenses,402,396,407,396,409,393,369,864,"1,066","1,135","1,010","1,017",998,"1,017","1,047","1,030","1,034","1,043","1,047","1,018","1,020",993,975,"1,014",929,"1,004","1,059",829,863,849,872,900,904,941,968,910,942,944,966,962
Operating Income,183,249,307,310,295,332,375,"1,013",-471,-26,174,173,"1,679",50,163,210,138,137,"2,211",224,54,157,233,197,68,-145,32,463,492,573,711,807,873,943,"1,001",980,825,937,992,907
Interest Income,1,1,0,1,1,2,2,1,0,2,5,2,4,6,8,9,13,12,13,10,13,12,17,15,4,4,3,2,1,1,1,1,2,6,21,32,42,43,49,0
Interest Expense,35,35,34,41,47,47,55,78,0,101,100,100,86,75,76,73,75,61,61,76,87,89,98,96,82,94,100,86,87,90,96,96,104,106,109,108,111,109,109,0
